wavelength,Back_SpoAmef,Belly_SpoAmef,Breast_SpoAmef,Crissum_SpoAmef,Crown_SpoAmef,DorTail_SpoAmef,Rump_SpoAmef,Throat_SpoAmef,WingTip_SpoAmef
367.47,5.61546666667,15.8432,7.01483333334,8.1034,4.76866666667,6.88526666667,5.63926666667,11.2362,7.55546666667
367.84,5.58293333333,15.8393333333,6.99669999999,8.07313333333,4.74733333333,6.85066666667,5.58093333333,11.1884666667,7.49506666667
368.20,5.57526666667,15.917,7.0142,8.0614,4.72093333333,6.8236,5.5726,11.1916,7.50633333333
368.56,5.51106666667,15.8974,6.9513,8.01026666667,4.68626666667,6.74866666667,5.52233333333,11.1282,7.46113333333
368.93,5.5146,15.9490666667,6.91756666667,7.95826666667,4.66593333333,6.717,5.49613333333,11.1535333333,7.4288
369.29,5.5282,16.0066,6.86423333333,7.94726666667,4.61926666667,6.709,5.52826666667,11.1367333333,7.418
369.65,5.4698,15.9989333333,6.8177,7.87053333333,4.566,6.68566666667,5.4796,11.1139333333,7.38793333334
370.01,5.39886666667,15.8934666667,6.6907,7.7518,4.466,6.61366666667,5.366,11.03,7.28206666667
370.38,5.4386,15.9480666667,6.75466666667,7.85806666667,4.549,6.66186666666,5.44206666667,11.0693333333,7.33973333333
370.74,5.478,16.0049333333,6.79293333333,7.917,4.60333333333,6.72073333333,5.4596,11.1102,7.36506666667
371.10,5.5186,16.0964666667,6.87033333333,7.9848,4.68706666667,6.771,5.49426666666,11.1836666667,7.4298
371.46,5.50473333333,16.1022666667,6.84396666667,7.96353333333,4.67873333334,6.7382,5.4764,11.1639333333,7.389
371.83,5.55673333333,16.2248666667,6.90283333333,8.0696,4.7492,6.7726,5.60753333333,11.2478,7.47133333333
372.19,5.5142,16.1983333333,6.86673333333,8.03273333333,4.70833333333,6.69673333333,5.6024,11.224,7.43306666667
372.55,5.5104,16.2276,6.8922,8.02526666667,4.682,6.6946,5.60746666667,11.2361333333,7.4326
372.92,5.38413333333,16.176,6.84183333333,7.94126666667,4.56306666667,6.59246666667,5.48566666667,11.1302666667,7.37053333333
373.28,5.36606666667,16.2113333333,6.889,7.9176,4.5836,6.56333333333,5.48053333333,11.1178666667,7.32406666667
373.64,5.3552,16.252,6.91683333333,7.94006666667,4.60333333334,6.52706666667,5.51733333333,11.1272666667,7.3164
374.00,5.29393333333,16.2612,6.97133333333,7.95733333333,4.59573333334,6.4848,5.51713333333,11.1269333333,7.29786666667
374.37,5.27186666667,16.2780666667,6.94216666667,7.89473333333,4.56786666666,6.48226666667,5.49333333333,11.1324,7.247
374.73,5.27413333333,16.2510666667,6.88296666667,7.8438,4.5096,6.4494,5.4538,11.1071333333,7.21926666667
375.09,5.24766666667,16.2508,6.8337,7.78413333333,4.4286,6.41486666667,5.4294,11.0897333333,7.2034
375.45,5.2506,16.2737333333,6.8353,7.75866666667,4.379,6.4326,5.4296,11.0818666667,7.1762
375.81,5.14506666667,16.1842,6.74086666667,7.65,4.24406666667,6.32433333333,5.27966666667,10.9722,7.05073333333
376.18,5.1718,16.2124,6.76716666667,7.7224,4.2572,6.3954,5.262,11.0122666667,7.049
376.54,5.31366666667,16.3522,6.9254,7.89986666667,4.42013333333,6.53213333333,5.407,11.213,7.1878
376.90,5.48053333333,16.4879333333,7.06373333334,8.03313333333,4.5772,6.68,5.53846666667,11.3532,7.30413333333
377.26,5.4596,16.4870666667,7.0407,8.0288,4.572,6.68593333333,5.50233333333,11.3664,7.30646666667
377.63,5.4608,16.5296,7.03353333333,8.01733333333,4.5524,6.70226666667,5.47493333333,11.3774,7.31213333333
377.99,5.53346666667,16.6343333333,7.04096666667,8.03826666667,4.5682,6.7192,5.50493333333,11.4044666667,7.33773333334
378.35,5.56426666667,16.6464666667,7.06616666667,8.05913333333,4.5516,6.70433333333,5.48553333333,11.4088666667,7.38873333333
378.71,5.62393333333,16.7207333333,7.11523333333,8.1158,4.62833333333,6.71946666667,5.574,11.4752,7.43253333333
379.07,5.6298,16.7599333333,7.11373333333,8.14446666667,4.65173333333,6.72146666667,5.5688,11.5272,7.41753333333
379.44,5.54433333333,16.7156,7.05359999999,8.1114,4.6078,6.61206666667,5.47553333333,11.5084,7.395
379.80,5.60813333333,16.7664,7.09910000001,8.1624,4.68206666667,6.6742,5.533,11.5805333333,7.48766666667
380.16,5.6592,16.8552,7.15096666667,8.1894,4.746,6.69493333333,5.58053333333,11.6568,7.54893333333
380.52,5.6246,16.8669333333,7.11286666667,8.1598,4.70606666667,6.6798,5.55613333333,11.6268,7.49446666667
380.88,5.62493333333,16.9253333333,7.13430000001,8.23406666667,4.749,6.671,5.58006666667,11.7134666667,7.51326666667
381.24,5.68306666667,17.0031333333,7.18203333333,8.29746666667,4.76626666667,6.68873333333,5.62733333334,11.7672,7.5804
381.61,5.72246666667,17.0094666667,7.2051,8.3276,4.8004,6.68613333333,5.6344,11.7752666667,7.61633333333
381.97,5.70973333333,17.0212,7.225,8.3342,4.78906666667,6.69913333334,5.62686666667,11.7791333333,7.632
382.33,5.767,17.1013333333,7.27150000001,8.3948,4.85553333333,6.7854,5.6932,11.8458,7.64133333333
382.69,5.7248,17.1445333333,7.29983333333,8.39306666667,4.8404,6.7624,5.66206666667,11.8429333333,7.6378
383.05,5.6868,17.1323333333,7.28753333333,8.40726666667,4.82206666667,6.7284,5.6466,11.7882,7.605
383.41,5.752,17.2362666667,7.35603333333,8.45693333334,4.86133333333,6.78786666667,5.7094,11.8158666667,7.63773333333
383.77,5.77546666667,17.2828,7.40113333333,8.48253333333,4.86193333333,6.79266666667,5.72093333333,11.8740666667,7.64326666667
384.14,5.72573333333,17.269,7.3752,8.46406666667,4.8492,6.73713333333,5.697,11.8324666667,7.58313333333
384.50,5.7296,17.3584,7.36933333334,8.47113333333,4.859,6.7106,5.68946666667,11.8217333333,7.6074
384.86,5.7332,17.3984666667,7.3407,8.449,4.8428,6.71413333333,5.697,11.8069333333,7.59726666667
385.22,5.68953333333,17.4410666667,7.33833333334,8.4298,4.80873333333,6.7122,5.66793333333,11.7994666667,7.54033333333
385.58,5.61113333333,17.4367333333,7.29173333333,8.36073333333,4.7332,6.65713333333,5.61393333333,11.7695333333,7.473
385.94,5.652,17.4912666666,7.35100000001,8.42653333334,4.794,6.7104,5.67513333333,11.846,7.518
386.30,5.66073333333,17.5498,7.35590000001,8.447,4.80913333333,6.7074,5.692,11.8648666666,7.55566666667
386.66,5.69466666667,17.6061333333,7.38536666666,8.48726666667,4.84926666667,6.75913333333,5.71386666667,11.9201333333,7.60046666667
387.03,5.74173333333,17.7062,7.43473333333,8.51306666667,4.88886666667,6.7918,5.73013333333,11.9948666667,7.64593333333
387.39,5.80593333333,17.7854,7.46506666666,8.5884,4.97986666667,6.85553333333,5.76,12.0903333333,7.69146666667
387.75,5.85586666667,17.8819333333,7.51243333333,8.65946666667,5.04466666667,6.91666666667,5.79253333333,12.1414666667,7.73186666667
388.11,5.87686666667,17.9453333333,7.49713333333,8.65553333333,5.036,6.942,5.79833333333,12.1575333333,7.7266
388.47,5.85353333333,17.9004666667,7.50483333333,8.64093333334,5.0184,6.9298,5.79266666667,12.1586666667,7.70386666667
388.83,5.83473333333,17.9163333333,7.5197,8.6436,5.0246,6.925,5.78273333333,12.139,7.70173333333
389.19,5.84766666667,17.9390666667,7.51413333333,8.6566,5.03593333333,6.9202,5.79566666667,12.1614666667,7.72153333333
389.55,5.92753333333,18.0429333333,7.56796666667,8.74653333333,5.09853333333,6.98006666667,5.83873333333,12.2442,7.7944
389.91,5.86373333333,18.0314666667,7.50276666666,8.67586666667,5.02793333333,6.89573333333,5.74846666667,12.1890666667,7.71293333333
390.27,5.84133333333,18.0425333334,7.50363333333,8.67346666667,5.00306666667,6.88713333333,5.74673333333,12.1875333333,7.68646666667
390.63,5.80346666667,18.0284666667,7.44193333333,8.65933333333,4.94013333333,6.81966666667,5.7128,12.1380666667,7.61533333333
391.00,5.84133333333,18.0646666667,7.45786666667,8.67619999999,4.94086666666,6.81753333333,5.75246666667,12.1683333333,7.6358
391.36,5.8474,18.0700666667,7.46983333333,8.66440000001,4.91193333333,6.78433333333,5.76853333333,12.176,7.6338
391.72,5.82266666667,18.0688666667,7.46443333333,8.65693333333,4.88066666667,6.74593333333,5.76853333333,12.1828,7.6086
392.08,5.81693333333,18.0759333333,7.46356666667,8.66099999999,4.86493333333,6.732,5.7638,12.222,7.6256
392.44,5.83486666667,18.1328666667,7.4673,8.69946666667,4.8816,6.7522,5.76713333333,12.2608666667,7.63833333333
392.80,5.81706666667,18.1354,7.45583333333,8.68653333334,4.86513333333,6.7228,5.76306666667,12.283,7.60973333333
393.16,5.8196,18.1584,7.45906666667,8.68113333333,4.8646,6.68953333333,5.75913333333,12.2851333333,7.57993333333
393.52,5.85093333333,18.2063333333,7.49183333334,8.70673333333,4.8922,6.71286666667,5.78433333333,12.2994,7.57653333333
393.88,5.90253333333,18.2526,7.55836666667,8.76306666667,4.9244,6.74633333333,5.83033333333,12.3729333333,7.601
394.24,5.92486666667,18.2938666667,7.60403333333,8.82593333333,4.94433333333,6.7278,5.83166666667,12.4236,7.6156
394.60,5.91073333333,18.2979333333,7.63436666667,8.82226666667,4.9336,6.71606666667,5.8194,12.4397333333,7.60373333334
394.96,5.874,18.28,7.62066666666,8.82319999999,4.92866666667,6.71733333333,5.78926666667,12.4262,7.57506666667
395.32,5.82353333333,18.2646666667,7.59216666667,8.79439999999,4.9034,6.6908,5.73746666666,12.375,7.52533333333
395.68,5.75126666667,18.2233333333,7.5101,8.72153333334,4.81706666666,6.60953333333,5.66873333333,12.3045333333,7.45786666667
396.04,5.725,18.2296,7.51276666667,8.71386666667,4.80626666667,6.57313333333,5.63893333333,12.2716666667,7.4254
396.40,5.7186,18.2311333333,7.52033333334,8.69626666667,4.79073333333,6.53686666667,5.62026666667,12.2692,7.4044
396.76,5.67513333333,18.1913333334,7.46373333333,8.63220000001,4.717,6.48093333333,5.56566666667,12.2011333333,7.36766666667
397.12,5.64486666667,18.1708666667,7.46116666667,8.61073333333,4.6924,6.46206666667,5.54193333333,12.192,7.34293333334
397.48,5.54873333333,18.114,7.39836666666,8.57460000001,4.62093333333,6.39353333333,5.49433333334,12.1395333334,7.2958
397.84,5.59613333333,18.1928666667,7.40396666667,8.6122,4.6528,6.4282,5.52653333333,12.1844,7.34546666667
398.20,5.5634,18.1908666667,7.35499999999,8.55213333333,4.62773333333,6.4004,5.50286666667,12.1517333333,7.31246666667
398.56,5.53833333334,18.2041333333,7.33053333333,8.54133333333,4.61493333333,6.38953333333,5.4934,12.1322,7.32166666667
398.92,5.61393333333,18.2608,7.35876666667,8.59986666667,4.65506666667,6.44053333333,5.54173333333,12.1806,7.36426666667
399.28,5.63806666667,18.3066666667,7.39316666667,8.63293333334,4.65906666667,6.46266666667,5.58246666667,12.2351333333,7.39613333333
399.64,5.706,18.3952666667,7.49063333334,8.70239999999,4.71986666667,6.5274,5.63346666667,12.3080666667,7.4496
400.00,5.77473333333,18.4723333333,7.56536666667,8.77199999999,4.7818,6.5914,5.69573333333,12.3892,7.50613333333
400.36,5.7852,18.4896,7.58920000001,8.79713333333,4.7834,6.5934,5.70226666667,12.4061333333,7.49946666667
400.72,5.7992,18.5354,7.60386666666,8.85086666667,4.79873333333,6.6158,5.68226666667,12.4486666667,7.5082
401.08,5.80886666667,18.5869333333,7.60343333333,8.89813333333,4.82093333334,6.6298,5.6822,12.468,7.52373333333
401.44,5.87186666667,18.684,7.6745,8.93780000001,4.8752,6.67713333333,5.71766666667,12.5472,7.56953333333
401.80,5.8036,18.6288666667,7.65743333333,8.92133333333,4.8392,6.64306666667,5.66606666667,12.4939333333,7.53866666667
402.16,5.7824,18.6534666667,7.67033333333,8.91819999999,4.81993333333,6.62506666667,5.6536,12.4884666667,7.51573333334
402.52,5.8332,18.7376666667,7.6942,8.96906666667,4.845,6.64606666667,5.6634,12.5364,7.53173333333
402.88,5.77946666667,18.7555333333,7.70290000001,8.94753333334,4.81346666667,6.60066666667,5.6302,12.5391333333,7.49766666667
403.24,5.77466666667,18.8021333333,7.71213333333,8.96126666668,4.82333333333,6.61153333333,5.63253333334,12.5635333333,7.5048
403.60,5.7648,18.8262,7.71873333333,8.97640000001,4.83633333333,6.614,5.63853333333,12.5880666667,7.51886666667
403.95,5.73906666667,18.8629333333,7.71480000001,9.00373333335,4.8176,6.60293333333,5.63593333333,12.5900666666,7.5078
404.31,5.72733333333,18.8807333333,7.6933,8.99453333334,4.80666666667,6.58686666667,5.63793333333,12.5841333333,7.50553333333
404.67,5.76006666667,18.9398666667,7.73043333334,9.03239999999,4.83786666666,6.61686666667,5.69193333333,12.6254666667,7.53913333333
405.03,5.76973333333,18.9630666666,7.7504,9.03933333333,4.84213333333,6.62753333333,5.7058,12.6299333333,7.5482
405.39,5.77666666667,18.9776666667,7.75266666667,9.03686666667,4.83673333333,6.6178,5.71166666667,12.624,7.54626666667
405.75,5.78953333333,19.0401333333,7.7561,9.05093333334,4.84926666666,6.62073333333,5.72973333333,12.6271333333,7.55313333333
406.11,5.82393333333,19.0684,7.78196666667,9.08953333335,4.87993333333,6.66126666667,5.7618,12.6488666667,7.59206666667
406.47,5.87293333333,19.1390666667,7.84856666666,9.14320000001,4.94053333333,6.73893333334,5.83466666667,12.7431333333,7.66506666667
406.83,5.86553333333,19.1376,7.84446666666,9.1466,4.93546666667,6.7386,5.84093333333,12.7254,7.66386666667
407.19,5.87893333333,19.1834,7.87353333333,9.17333333335,4.961,6.75953333333,5.87093333333,12.7273333333,7.6848
407.55,5.81966666667,19.1488666667,7.7903,9.11339999999,4.88813333333,6.698,5.79573333333,12.6451333333,7.61373333333
407.90,5.8326,19.1673333333,7.78100000001,9.10193333333,4.8812,6.69986666667,5.79093333333,12.6464666667,7.6302
408.26,5.87433333333,19.2160666667,7.80413333334,9.14466666667,4.91486666667,6.7274,5.81853333333,12.6766666667,7.6512
408.62,5.91273333333,19.2576666667,7.84330000001,9.1978,4.93893333333,6.7454,5.8464,12.7138666667,7.66633333333
408.98,5.93313333333,19.3261333333,7.86909999999,9.2536,4.9586,6.778,5.87793333333,12.7601333333,7.708
409.34,5.9098,19.3610666667,7.87249999999,9.25220000001,4.9514,6.77133333333,5.892,12.7754,7.6882
409.70,5.89833333333,19.379,7.87576666667,9.25926666666,4.92306666667,6.76346666666,5.89066666667,12.8081333333,7.66166666667
410.06,5.9252,19.4488,7.90606666667,9.30219999999,4.94046666667,6.77473333333,5.91593333333,12.8572666667,7.69653333333
410.42,5.90926666667,19.4462,7.89733333333,9.27893333332,4.90886666667,6.73526666667,5.88606666667,12.8188666667,7.64073333333
410.77,5.9136,19.4858,7.90313333333,9.28686666666,4.89333333333,6.7156,5.8696,12.8289333333,7.65333333333
411.13,5.891,19.4636,7.88233333333,9.27179999999,4.86826666667,6.6822,5.83033333333,12.8204666667,7.6276
411.49,5.95113333333,19.5477333333,7.95869999999,9.35060000001,4.94333333333,6.756,5.916,12.8956,7.6818
411.85,5.93393333333,19.5708666667,7.97283333333,9.36479999999,4.9576,6.75833333333,5.91586666667,12.9112,7.67573333333
412.21,5.88373333333,19.5972666667,7.95320000001,9.34986666666,4.91146666667,6.73846666667,5.87826666667,12.8881333333,7.6608
412.57,5.83806666667,19.5972,7.94120000001,9.31846666666,4.8814,6.71313333333,5.85733333333,12.8792666667,7.644
412.92,5.85333333333,19.6266,7.96003333333,9.31926666666,4.88886666667,6.69613333333,5.83526666667,12.898,7.64333333333
413.28,5.87466666667,19.6720666667,7.98580000001,9.37286666667,4.90266666667,6.70353333334,5.8256,12.9322666667,7.64573333333
413.64,5.9014,19.698,8.01280000001,9.4088,4.93533333334,6.7046,5.8598,12.9638,7.68066666667
414.00,5.86346666667,19.6826,7.98173333333,9.38739999999,4.9016,6.66286666667,5.82186666667,12.9393333333,7.63566666667
414.36,5.8146,19.6817333333,7.93853333333,9.36693333333,4.86766666667,6.63293333333,5.78066666667,12.9144666667,7.61726666667
414.72,5.86733333333,19.7756666666,8.02420000001,9.44533333333,4.9286,6.70606666667,5.84926666667,13.0054666667,7.67333333333
415.07,5.90426666667,19.8567333333,8.03730000001,9.47853333333,4.93373333333,6.72506666666,5.85986666667,13.0357333333,7.68666666667
415.43,5.89613333333,19.8511333333,8.03779999999,9.47280000001,4.9196,6.6944,5.83186666667,13.0456,7.6854
415.79,5.92973333333,19.9054,8.0634,9.50320000001,4.962,6.73266666667,5.87006666667,13.0799333333,7.701
416.15,5.95286666667,19.9514666667,8.10066666667,9.51893333333,4.99406666667,6.74573333333,5.8958,13.1212666667,7.71493333333
416.51,5.93666666667,20.0063333333,8.09976666667,9.53373333332,4.98506666667,6.7348,5.88333333333,13.1372666667,7.7042
416.86,5.9434,20.0386,8.12473333333,9.57626666667,4.98953333333,6.7616,5.91613333333,13.1668666667,7.71206666667
417.22,5.9092,20.0069333333,8.09173333333,9.5412,4.9446,6.72626666667,5.8724,13.1083333333,7.6792
417.58,5.89993333333,20.0364,8.09003333334,9.53473333335,4.94426666667,6.72913333333,5.8686,13.1079333333,7.67826666667
417.94,5.90633333333,20.0672,8.12743333334,9.56186666666,4.96193333334,6.7512,5.8936,13.1358666667,7.6898
418.29,5.9228,20.0887333333,8.14456666666,9.59253333332,4.97766666667,6.75466666667,5.9142,13.164,7.70833333333
418.65,5.89106666666,20.0828666667,8.11606666667,9.56279999999,4.94153333333,6.72246666667,5.87813333334,13.14,7.66893333333
419.01,5.8712,20.0688,8.10913333334,9.57066666667,4.92653333333,6.706,5.86666666667,13.1535333333,7.65033333333
419.37,5.88593333333,20.0977333333,8.1257,9.60626666665,4.94386666667,6.71706666667,5.88733333333,13.1774666667,7.66006666667
419.73,5.8784,20.084,8.12183333334,9.61759999999,4.92506666667,6.69606666667,5.8754,13.1722666667,7.65193333333
420.08,5.8972,20.1082666667,8.1469,9.64733333335,4.93833333333,6.71606666667,5.89493333333,13.1976,7.67353333333
420.44,5.9358,20.1239333333,8.17630000001,9.67933333333,4.96326666666,6.7524,5.92246666667,13.2256,7.6922
420.80,5.9316,20.1291333334,8.15766666667,9.66880000001,4.9582,6.74126666667,5.91973333334,13.2117333333,7.6876
421.16,5.9504,20.1622666667,8.16929999999,9.70779999998,4.97406666667,6.75746666667,5.95146666667,13.2473333333,7.71293333333
421.51,5.94973333333,20.1657333333,8.16543333333,9.72253333333,4.96153333333,6.74566666667,5.94146666667,13.2444,7.70626666667
421.87,5.95986666667,20.1700666667,8.15756666666,9.73493333333,4.95646666667,6.7476,5.93813333333,13.256,7.7058
422.23,5.96373333333,20.183,8.17480000001,9.73993333333,4.95726666667,6.75113333333,5.94186666667,13.2569333333,7.70653333333
422.58,5.97253333333,20.2049333333,8.17493333333,9.75713333333,4.96313333333,6.75686666667,5.94413333333,13.2659333333,7.71533333333
422.94,5.9868,20.2242,8.20669999999,9.78359999999,4.98613333333,6.77993333333,5.96486666667,13.2774666667,7.73733333333
423.30,5.9846,20.2268,8.20003333333,9.78553333333,4.97613333333,6.7834,5.963,13.2718666667,7.7364
423.66,5.9974,20.2456,8.21746666667,9.78406666666,4.97593333333,6.78333333333,5.96746666667,13.2869333333,7.73773333333
424.01,5.97626666667,20.2308666667,8.19476666666,9.77306666666,4.9526,6.765,5.94933333333,13.2719333333,7.71313333333
424.37,5.9556,20.2493333333,8.19563333333,9.77293333333,4.94226666667,6.74773333333,5.9366,13.2704,7.71426666667
424.73,5.94233333333,20.2516666667,8.20423333333,9.77199999999,4.9296,6.74166666667,5.9304,13.2756,7.69826666667
425.08,5.94386666667,20.2602,8.21756666666,9.77706666667,4.93126666667,6.7452,5.92546666667,13.2764666667,7.70006666667
425.44,5.96426666667,20.2888,8.2486,9.79613333333,4.95353333333,6.76773333333,5.9502,13.2990666667,7.71266666667
425.80,5.9778,20.3156,8.2654,9.81366666667,4.9708,6.78106666667,5.96213333333,13.3070666667,7.72746666666
426.16,6.00166666667,20.3558666667,8.29076666666,9.84906666667,4.98786666667,6.79886666667,5.99053333333,13.3436,7.74753333333
426.51,6.01886666667,20.3606666667,8.31359999999,9.8686,5.00593333333,6.81313333333,6.01553333333,13.363,7.76286666667
426.87,6.01593333333,20.3802666667,8.30133333334,9.86513333333,4.99873333333,6.79986666666,6.01373333333,13.3519333333,7.75333333333
427.23,6.03026666667,20.4422,8.32830000001,9.881,5.01793333333,6.7982,6.0224,13.3852,7.7516
427.58,6.06246666667,20.5059333334,8.3643,9.93333333333,5.052,6.831,6.0578,13.4294,7.78546666667
427.94,6.09773333333,20.582,8.39863333333,9.98060000001,5.0792,6.85626666667,6.08126666666,13.4742,7.79726666667
428.30,6.10566666667,20.6016,8.39806666667,9.98239999998,5.09486666667,6.85106666667,6.09113333333,13.4858666667,7.78466666667
428.65,6.10293333333,20.6288,8.39543333333,9.99993333334,5.09353333333,6.84013333333,6.0872,13.4932666667,7.7908
429.01,6.11113333333,20.6676,8.39376666666,10.0163333333,5.10213333333,6.83446666667,6.09593333333,13.5326,7.78
429.37,6.0848,20.6976666667,8.36393333333,10.0114666667,5.0738,6.8022,6.07846666667,13.5450666667,7.76706666667
429.72,6.04973333333,20.7222666667,8.36703333333,9.99480000001,5.05273333333,6.76733333333,6.04646666667,13.5478666667,7.74033333333
430.08,6.04593333333,20.7620666667,8.37419999999,10.0091333333,5.04306666666,6.7774,6.03993333333,13.5710666667,7.72626666667
430.44,6.00966666667,20.7966666667,8.35619999999,10.0236,5.01413333333,6.7458,6.00973333333,13.5618,7.69866666667
430.79,6.0222,20.8647333333,8.40136666667,10.0581333333,5.0316,6.76746666667,6.0316,13.6169333333,7.7168
431.15,6.04133333333,20.9104666667,8.43363333333,10.0966,5.04713333333,6.7902,6.05153333333,13.6629333334,7.75033333333
431.50,6.0292,20.9465333333,8.43133333333,10.0976666666,5.02366666667,6.77406666667,6.0278,13.661,7.73553333333
431.86,6.0546,20.9864666667,8.4605,10.1284,5.03366666667,6.78326666667,6.0506,13.6814666666,7.76193333333
432.22,6.07613333333,21.035,8.48993333334,10.1628666667,5.036,6.80986666667,6.05586666667,13.6888666667,7.77726666667
432.57,6.11886666667,21.0875333333,8.54,10.2101333333,5.07746666667,6.83313333333,6.09546666667,13.736,7.80646666667
432.93,6.1046,21.0900666667,8.55886666667,10.2118666667,5.07126666667,6.82833333333,6.08846666667,13.735,7.79633333333
433.29,6.125,21.1304666667,8.58510000001,10.2481333333,5.09553333333,6.85173333333,6.10366666667,13.7627333334,7.8114
433.64,6.14893333334,21.1958,8.61016666667,10.2812666667,5.10466666667,6.87733333333,6.13786666667,13.8063333333,7.8252
434.00,6.1184,21.2010666667,8.59073333334,10.2743333333,5.09266666667,6.8448,6.11393333333,13.7920666666,7.81706666667
434.35,6.14526666667,21.2454666667,8.62576666667,10.2952,5.12086666667,6.86526666667,6.14253333333,13.8221333333,7.82893333333
434.71,6.16613333333,21.2818666667,8.61919999999,10.3096666667,5.12326666667,6.8568,6.14846666667,13.8412666667,7.83446666667
435.07,6.13626666667,21.3049333333,8.60716666666,10.3055333333,5.08486666667,6.83513333333,6.1288,13.8176,7.80213333333
435.42,6.1178,21.3302666667,8.60123333333,10.3188,5.07913333334,6.82113333333,6.1264,13.8272666667,7.7832
435.78,6.088,21.3444666667,8.59366666667,10.3068,5.05626666667,6.7912,6.1014,13.8307333333,7.763
436.13,6.1008,21.3664666667,8.61449999999,10.3269333333,5.06086666667,6.78026666667,6.12206666667,13.8487333333,7.76086666667
436.49,6.07366666667,21.3972666667,8.60593333333,10.3255333333,5.0384,6.7646,6.09106666667,13.8410666667,7.74686666666
436.84,6.1026,21.4797333333,8.63580000001,10.3819333333,5.0586,6.79386666667,6.11893333333,13.8797333333,7.7838
437.20,6.12686666667,21.5416666667,8.69120000001,10.4282,5.07793333333,6.81746666667,6.1446,13.9222666667,7.81
437.56,6.13546666667,21.5768666667,8.69716666666,10.4520666667,5.08553333333,6.80826666667,6.1478,13.9119333333,7.8224
437.91,6.18213333333,21.6331333333,8.76303333333,10.5082,5.13253333333,6.8512,6.19793333333,13.9526666667,7.86586666667
438.27,6.1986,21.6732666667,8.7782,10.5472666667,5.1418,6.85633333333,6.21033333333,13.9779333334,7.88593333333
438.62,6.191,21.7194666667,8.80053333333,10.5591333333,5.13906666667,6.8594,6.21006666667,13.9825333333,7.88366666667
438.98,6.20466666667,21.7452,8.81070000001,10.5787333333,5.15953333333,6.86473333333,6.21593333333,13.9822666667,7.8972
439.33,6.22166666667,21.7671333333,8.83733333333,10.5948666667,5.1768,6.8806,6.22406666667,13.9870666667,7.92706666667
439.69,6.225,21.8001333333,8.84993333333,10.6174,5.1974,6.88486666667,6.23406666667,13.9936666667,7.94226666667
440.04,6.21526666667,21.828,8.8558,10.6348666667,5.20593333333,6.88806666667,6.23886666667,14.0227333333,7.95153333333
440.40,6.23853333333,21.8768,8.88223333333,10.6614666667,5.21466666667,6.91186666667,6.26373333333,14.0591333333,7.96433333333
440.75,6.23046666667,21.8959333333,8.87746666665,10.6553333333,5.2108,6.89693333333,6.2522,14.0624,7.946
441.11,6.20486666667,21.8776,8.85479999999,10.6343333333,5.1894,6.87246666667,6.21706666667,14.0334666667,7.92806666667
441.47,6.2226,21.9063333333,8.87513333332,10.6609333333,5.2068,6.89086666667,6.2298,14.0651333333,7.938
441.82,6.236,21.9402666667,8.8908,10.6866666667,5.21673333333,6.89526666667,6.23626666666,14.0794666667,7.93973333333
442.18,6.254,21.9741333333,8.92166666665,10.7099333333,5.2394,6.917,6.252,14.1052,7.9512
442.53,6.27006666667,21.9822666667,8.9355,10.7496,5.25166666667,6.92833333333,6.27526666667,14.1280666667,7.9708
442.89,6.29066666667,22.0122666667,8.96863333333,10.7906,5.27906666667,6.94093333333,6.3098,14.1725333333,7.98933333333
443.24,6.29753333334,22.0484,8.98159999999,10.8189333333,5.27533333333,6.9514,6.32626666667,14.2060666667,7.9934
443.60,6.3306,22.1060666667,9.02316666665,10.8616,5.2986,6.996,6.36293333333,14.2605333333,8.0164
443.95,6.3358,22.138,9.03266666668,10.8787333333,5.2942,6.98986666667,6.35006666667,14.2496666667,8.02073333333
444.31,6.30973333333,22.1141333333,9.01589999999,10.8600666667,5.27786666667,6.96153333334,6.32173333334,14.2261333333,8.0052
444.66,6.33413333333,22.1577333333,9.05620000001,10.8992666667,5.3064,6.99226666667,6.35593333333,14.2609333333,8.04513333333
445.02,6.34646666667,22.1894,9.06193333334,10.9192666667,5.3134,6.99366666667,6.3794,14.2706666667,8.0412
445.37,6.34973333334,22.2183333333,9.07376666667,10.9398,5.31366666667,7.0068,6.38453333333,14.2787333333,8.0542
445.72,6.3442,22.2155333333,9.0641,10.9372,5.29353333333,7.00566666667,6.38446666667,14.2687333333,8.0444
446.08,6.33526666667,22.1989333333,9.06189999999,10.9279333333,5.27706666667,6.99866666667,6.3748,14.2619333333,8.04366666667
446.43,6.32666666667,22.197,9.06086666667,10.9288,5.27346666667,6.98513333333,6.369,14.2565333333,8.04046666667
446.79,6.33273333333,22.2122666667,9.07166666667,10.9303333333,5.2738,6.99493333333,6.3622,14.2711333334,8.0524
447.14,6.34226666666,22.2247333333,9.08459999999,10.9467333333,5.2914,6.99993333333,6.37426666667,14.2819333333,8.0622
447.50,6.3458,22.2386666667,9.10116666667,10.9636666667,5.29953333333,7.00653333333,6.38073333333,14.2994666667,8.07766666667
447.85,6.36686666667,22.2676666667,9.12283333333,10.9927333333,5.32186666667,7.038,6.40513333333,14.3396,8.09213333333
448.21,6.41086666667,22.3154666667,9.16366666667,11.0538666667,5.3636,7.09186666667,6.45586666667,14.3820666667,8.13433333333
448.56,6.43066666667,22.3232666667,9.19543333333,11.0903333333,5.3764,7.11473333333,6.48253333333,14.4012666667,8.15333333333
