wavelength,Back_CoeFlaf,Belly_CoeFlaf,Breast_CoeFlaf,Crissum_CoeFlaf,Crown_CoeFlaf,DorTail_CoeFlaf,Patch10_CoeFlaf,Patch11_CoeFlaf,Rump_CoeFlaf,Throat_CoeFlaf,WingTip_CoeFlaf
353.65,7.31818333333,15.8846666667,12.3680666667,12.5851333333,6.7642,8.15613333333,12.6466666667,14.1448,11.5378222222,15.9712,9.70213333333
354.01,7.2015,15.8896666666,12.3209333333,12.5036666667,6.63166666667,8.0192,12.5812,14.1003333333,11.5034888889,15.9347333333,9.59953333333
354.38,7.10674999999,15.7988666667,12.1994,12.3778666667,6.54993333333,7.80966666667,12.4646666667,13.9905333333,11.3938333333,15.8280666667,9.47493333335
354.74,7.11276666666,15.8436666667,12.2112666667,12.4147,6.54053333333,7.76673333333,12.4142,14.0234666666,11.3636222222,15.8410666667,9.48366666667
355.11,7.06098333333,15.863,12.1713333333,12.4098,6.46206666667,7.632,12.3627333333,13.9728666667,11.3432666667,15.8154666667,9.47473333333
355.47,6.90623333333,15.7959333333,12.0624666667,12.3575333333,6.3098,7.436,12.2843333333,13.8594666667,11.2434666667,15.7309333333,9.36753333333
355.83,6.84968333333,15.8266666667,12.0396,12.3679666667,6.28793333333,7.40973333333,12.2640666667,13.8026,11.1288666667,15.7030666667,9.30826666665
356.20,6.98794999999,15.9293333333,12.1178666667,12.4287666667,6.38113333333,7.53556666667,12.3553333334,13.9101333333,11.2160666667,15.7982,9.38726666667
356.56,7.16183333334,16.0326,12.2580666667,12.6393333333,6.54153333333,7.6757,12.4986,14.0664666667,11.3523666667,15.9976666667,9.56580000001
356.93,7.20963333333,16.0598666667,12.2977333333,12.7377,6.5932,7.70863333333,12.5592,14.0907333333,11.3919777778,16.0614666667,9.64960000001
357.29,7.32106666666,16.0815333333,12.3282666667,12.8097,6.6658,7.78653333333,12.6633333333,14.2144,11.4538888889,16.1564,9.67246666667
357.66,7.41154999999,16.1344666667,12.3907333333,12.9559333333,6.7306,7.80043333333,12.7069333333,14.2814,11.5258444445,16.2476,9.75073333335
358.02,7.50705000001,16.165,12.4324,13.0070333333,6.83046666667,7.8554,12.753,14.3574,11.5649555556,16.3035333333,9.78433333333
358.38,7.52575,16.2232,12.4742666667,13.1014,6.82693333333,7.85373333333,12.7948,14.3823333333,11.5738111111,16.3524,9.83093333335
358.75,7.51859999999,16.2376,12.4396,13.1120333333,6.7906,7.82906666667,12.7784666667,14.3405333333,11.5854666667,16.3199333333,9.84160000001
359.11,7.48049999999,16.1656666667,12.3982666667,13.0767333333,6.77033333333,7.8215,12.7524666667,14.3707333333,11.5155222222,16.3028666667,9.7576
359.48,7.59238333333,16.1934666667,12.5252666667,13.2404666667,6.8842,7.90186666667,12.8876666667,14.4832666667,11.6297111111,16.4046666667,9.84039999999
359.84,7.56671666667,16.1201333333,12.5048,13.2021333333,6.80966666667,7.81333333333,12.8631333333,14.4828666667,11.6473666666,16.3848,9.81993333333
360.20,7.50658333333,16.0721333333,12.461,13.1723333333,6.73813333333,7.76956666667,12.8738,14.4286666667,11.6110111111,16.3738666667,9.77686666667
360.57,7.46471666666,16.1324666667,12.4325333334,13.1467,6.70126666667,7.78413333333,12.8392,14.4193333333,11.6155,16.346,9.72426666666
360.93,7.50271666666,16.1616,12.4684,13.2084333333,6.75986666667,7.75283333333,12.8828666667,14.5174,11.6515888889,16.384,9.74720000002
361.29,7.46694999999,16.1515333333,12.4259333333,13.201,6.7292,7.6765,12.8414,14.4596666667,11.6382444444,16.3460666667,9.69433333333
361.66,7.47924999999,16.2219333333,12.4505333333,13.2432,6.75433333333,7.71703333333,12.9326,14.4954,11.6725444445,16.3995333333,9.74453333334
362.02,7.41929999999,16.1942,12.3859333333,13.1712333333,6.6728,7.62913333333,12.8928666667,14.4666,11.6066777778,16.3784,9.67786666667
362.39,7.35925,16.1117333333,12.2360666667,13.0600666667,6.58953333333,7.55526666667,12.8697333333,14.3698,11.5215444444,16.2847333333,9.59066666668
362.75,7.4428,16.2004,12.2993333333,13.1514,6.66853333334,7.6329,13.0044,14.5128666667,11.6152666667,16.381,9.63019999999
363.11,7.4526,16.2768666667,12.3286666667,13.1611666667,6.6808,7.61886666667,13.0624,14.5096666667,11.6468111111,16.4048,9.63706666667
363.48,7.42608333334,16.3134666666,12.2989333333,13.0916333333,6.67646666667,7.58586666667,13.0502666667,14.484,11.6037222222,16.3742666667,9.62699999998
363.84,7.43318333334,16.3155333333,12.2514,13.1188333333,6.66346666667,7.57496666667,13.0645333333,14.4732666667,11.5820111111,16.3631333334,9.6064
364.20,7.47361666666,16.4046,12.3094666667,13.1696666667,6.7292,7.5689,13.1264666666,14.5453333333,11.6459444445,16.3973333333,9.65526666667
364.57,7.46595,16.3749333333,12.2743333333,13.1458,6.70733333333,7.5206,13.1823333333,14.5262666667,11.6135777778,16.3960666667,9.63826666665
364.93,7.44164999999,16.3707333333,12.2443333333,13.1043333333,6.6368,7.54276666667,13.2274666667,14.489,11.6168777778,16.3946,9.57466666667
365.29,7.42463333333,16.395,12.2467333333,13.1219,6.6316,7.5063,13.2914666667,14.4679333333,11.5960444445,16.4471333333,9.63093333332
365.66,7.22161666667,16.2436666667,12.0656666667,12.9486333333,6.41146666667,7.2884,13.1325333333,14.2965333333,11.3993,16.2592,9.42313333333
366.02,7.17355,16.1821333333,12.0061333333,12.9102666667,6.3508,7.25673333333,13.1327333333,14.233,11.3785777778,16.2410666667,9.39353333334
366.38,7.24316666666,16.2428,12.0783333333,12.9804333333,6.37806666667,7.35033333333,13.1722,14.3224666666,11.4117111111,16.3274,9.39566666667
366.75,7.13754999999,16.1433333333,12.0050666667,12.9297666667,6.30946666667,7.2472,13.0875333333,14.2137333333,11.3043444444,16.2839333333,9.33206666666
367.11,7.08588333334,16.0745333333,11.8973333333,12.9387333333,6.256,7.20476666667,13.0764666667,14.1631333333,11.2345222222,16.2514666667,9.29053333333
367.47,7.08184999999,16.0436,11.8286666666,12.9791,6.22086666667,7.17933333333,13.1412,14.1607333333,11.2392111111,16.2838666667,9.25873333334
367.84,7.03615000001,15.9868,11.7914666667,12.936,6.16966666667,7.12016666667,13.1492,14.1228,11.2231555556,16.2882666667,9.21733333333
368.20,6.98651666667,15.9180666666,11.6648666667,12.9293666667,6.08066666667,7.04553333333,13.1326666666,14.0558666667,11.1521555556,16.2686666667,9.14519999999
368.56,6.98711666666,15.8875333333,11.6804,12.9928,6.13953333333,7.02,13.1661333334,14.1153333333,11.1471333333,16.3074,9.13539999999
368.93,6.86671666666,15.7892666667,11.5518,12.9399666667,6.05293333333,6.87526666667,13.0566666666,14.0330666667,11.0241777778,16.2483333333,9.07246666667
369.29,6.89256666667,15.7609333333,11.5149333333,12.9705,6.05726666667,6.87323333333,13.0684,14.0854666667,11.0485,16.241,9.03106666668
369.65,6.99663333333,15.7586666667,11.5256,13.0124,6.16266666667,6.9344,13.1317333333,14.1378666667,11.0882555556,16.2968666667,9.11206666667
370.01,7.10509999999,15.8848,11.6179333333,13.1909666667,6.2914,7.0436,13.3015333333,14.2588,11.1911111111,16.3908666667,9.22806666666
370.38,7.10928333334,15.9068666667,11.6082,13.2930666667,6.33806666667,7.00966666667,13.3506666667,14.3154,11.2637777778,16.4253333333,9.29766666666
370.74,7.09325000001,15.8539333333,11.5294,13.2372333333,6.31186666667,6.98276666667,13.3475333333,14.2692,11.2219666667,16.3536,9.25486666666
371.10,7.19991666667,15.9214,11.6266,13.3563666667,6.40686666667,7.0644,13.4568,14.391,11.3595888889,16.4562666666,9.33193333333
371.46,7.21328333333,15.8891333333,11.5763333333,13.3630333333,6.35473333333,7.0627,13.3952,14.3276,11.3089222222,16.4398666667,9.30966666667
371.83,7.29568333333,15.9753333333,11.6460666667,13.4766,6.47526666667,7.16863333333,13.5062666667,14.4376666667,11.3742222222,16.5024,9.40693333333
372.19,7.34461666667,15.9748,11.6806,13.5764,6.58053333333,7.21273333333,13.5660666667,14.5343333333,11.3794777778,16.5668666667,9.46113333333
372.55,7.34906666666,15.9234666667,11.5954,13.5183666667,6.5048,7.18423333333,13.5422666667,14.4994,11.2921222222,16.5528666667,9.42453333333
372.92,7.30271666666,15.8073333333,11.4944,13.4743666667,6.4474,7.1594,13.4972,14.4569333333,11.2055333333,16.4892,9.34486666666
373.28,7.26485,15.7918,11.4566666667,13.4602333333,6.43346666667,7.18863333333,13.5133333333,14.4304666667,11.1757,16.5200666667,9.31939999999
373.64,7.35411666666,15.9097333333,11.5284,13.6005666667,6.57013333333,7.35546666667,13.6777333334,14.5872,11.3125333333,16.6587333334,9.36806666667
374.00,7.39596666666,15.8754666667,11.5112666667,13.6471,6.5918,7.36666666667,13.7058,14.625,11.2950111111,16.7343333333,9.36346666666
374.37,7.44358333333,15.9341333333,11.5517333333,13.6983,6.65246666667,7.4879,13.8290666667,14.7111333333,11.3481666666,16.833,9.42393333334
374.73,7.54803333333,16.0048666667,11.5559333333,13.8189,6.71166666667,7.5922,13.9540666667,14.7873333333,11.3956666667,16.9471333333,9.4994
375.09,7.53418333333,15.9505333333,11.4712,13.8139333333,6.68566666667,7.59283333333,13.9533333333,14.796,11.3188222222,16.9364,9.49306666666
375.45,7.61521666666,16.0134,11.5328666667,13.9439666667,6.827,7.67986666667,14.1340666667,14.99,11.4222777778,17.0716666667,9.59306666666
375.81,7.63711666667,15.9696,11.4754,13.9779333333,6.84793333333,7.70696666667,14.1817333333,15.0133333333,11.3955444445,17.1105333333,9.59766666667
376.18,7.70595000001,16.0104666667,11.4742,14.0402666667,6.90306666667,7.79376666667,14.2501333333,15.0352666667,11.439,17.1432666667,9.62820000001
376.54,7.65786666666,15.952,11.4108,14.0018,6.89453333333,7.75813333333,14.2502666667,15.0137333333,11.4187555556,17.1206,9.61233333333
376.90,7.85116666666,16.0488666667,11.5118666667,14.1611666667,7.08466666667,7.89563333333,14.4612,15.1933333333,11.6022111111,17.3131333333,9.78653333333
377.26,7.83823333333,15.9901333333,11.4537333333,14.1595666667,7.05113333333,7.88636666667,14.4766,15.1563333333,11.5652777778,17.2974666667,9.76453333335
377.63,7.74103333334,15.8498,11.3332666667,14.0351333333,6.90946666667,7.73816666667,14.4055333333,15.0248,11.4403555556,17.1935333333,9.67420000001
377.99,7.70128333333,15.7794666667,11.2315333333,13.9999333333,6.8716,7.71086666667,14.4054,14.9915333333,11.4080333333,17.1559333333,9.63919999999
378.35,7.64911666666,15.6785333333,11.1222666667,13.9652,6.80366666667,7.6124,14.3900666667,14.9128,11.3367555556,17.1046,9.57526666665
378.71,7.64621666667,15.6274,11.0826666667,14.0167,6.81506666666,7.573,14.4100666667,14.9489333333,11.3171555556,17.1506,9.57200000001
379.07,7.69531666666,15.6280666667,11.0616666666,14.0733666667,6.865,7.58526666667,14.4764,14.9788,11.3367777778,17.2323333334,9.61606666667
379.44,7.64578333333,15.5124,10.9628666667,14.0118,6.8212,7.5405,14.4544,14.8958666667,11.2473888889,17.1618666667,9.55566666665
379.80,7.71791666667,15.5152666667,10.9650666667,14.0356,6.87846666667,7.5479,14.5324,14.924,11.2832444444,17.2239333334,9.56946666667
380.16,7.69541666666,15.4408,10.9124,14.0134333333,6.82353333333,7.50666666667,14.5776666667,14.9252666667,11.2626,17.2618666667,9.58553333333
380.52,7.79885000001,15.5298666666,10.9578666667,14.1691666667,6.94246666667,7.6201,14.7306,15.0093333333,11.3539888889,17.3724666667,9.71366666669
380.88,7.81785000001,15.6066,10.9312666667,14.2424666667,6.94633333333,7.64773333333,14.7628,14.9868666667,11.3358222222,17.4207333333,9.74539999999
381.24,7.86461666667,15.6230666667,10.8916,14.2835666667,6.9938,7.62473333333,14.8429333333,15.0682,11.3637444444,17.4896666667,9.7532
381.61,7.86035,15.5878,10.8144,14.3485666667,7.04826666667,7.63236666667,14.8880666667,15.111,11.3403333333,17.5307333333,9.80766666667
381.97,7.81953333333,15.5782666666,10.7789333333,14.3552,7.02933333333,7.61806666666,14.9196,15.1149333333,11.2986666667,17.537,9.7756
382.33,7.84400000001,15.5808,10.784,14.4155,7.06946666667,7.64413333333,14.9842666667,15.1375333333,11.3139222222,17.6008666667,9.81653333334
382.69,7.82384999999,15.5884666667,10.7467333333,14.37,7.06906666667,7.64993333333,15.018,15.117,11.3464888889,17.5881333333,9.79686666666
383.05,7.75700000001,15.5424,10.6985333333,14.3141333333,6.98913333333,7.6126,14.9784666667,15.0297333333,11.2877333333,17.5276,9.72960000002
383.41,7.73048333333,15.5121333333,10.6565333333,14.3063666667,6.9358,7.54833333333,14.9554666667,15.0144666667,11.2429333333,17.5197333333,9.69773333333
383.77,7.66085,15.5049333333,10.5856,14.2909333333,6.8464,7.49306666667,14.9199333333,14.9550666667,11.1684666667,17.4904666667,9.67253333332
384.14,7.66091666667,15.4924,10.5728,14.2491333333,6.87413333333,7.46883333333,14.9091333333,14.9701333333,11.1484444445,17.4739333333,9.64533333333
384.50,7.66439999999,15.4805333333,10.551,14.2669333333,6.83313333333,7.43123333333,14.9116,14.9784,11.1255555555,17.4634,9.62666666667
384.86,7.60695000001,15.3755333333,10.4554,14.1754333333,6.75026666667,7.37226666667,14.8423333333,14.8976666667,11.0279666667,17.3555333333,9.52280000001
385.22,7.66153333334,15.3989333333,10.5035333333,14.2679333333,6.794,7.44923333333,14.9083333333,14.9306666667,11.0514,17.4141333333,9.58766666667
385.58,7.73116666666,15.4816666667,10.5463333333,14.3638666667,6.8168,7.51756666667,14.9880666667,14.9986,11.1093777778,17.4903333333,9.61126666667
385.94,7.80380000001,15.4637333333,10.5406666667,14.4322,6.88713333333,7.5497,15.0562,15.0508,11.153,17.5598666667,9.67926666666
386.30,7.81331666666,15.444,10.5104,14.4508333333,6.86413333333,7.54043333333,15.0633333333,15.0673333333,11.1072666667,17.5522,9.65746666667
386.66,7.78411666666,15.3743333333,10.4848,14.4695666667,6.84146666667,7.50993333333,15.0474666667,15.0676,11.0212555555,17.5386,9.65673333333
387.03,7.79428333334,15.3106,10.4358,14.4518666667,6.86113333333,7.49733333333,15.0656666667,15.0707333333,11.0108222222,17.5520666667,9.67506666666
387.39,7.83650000001,15.3412,10.4142,14.4929333333,6.9092,7.5114,15.1138666667,15.0912666667,11.0327888889,17.6104666667,9.71613333332
387.75,7.89396666667,15.3044666667,10.4202666667,14.5572666667,6.96513333333,7.54293333333,15.2252,15.1628,11.0888111111,17.6562666667,9.74813333333
388.11,7.82168333334,15.1888666667,10.2719333333,14.5183333333,6.88886666667,7.47093333333,15.2048666667,15.091,10.9979888889,17.593,9.65566666667
388.47,7.7611,15.0776666667,10.1722666667,14.4278333333,6.8502,7.43883333333,15.1716,15.0187333333,10.9377888889,17.5592666667,9.56653333333
388.83,7.78243333333,15.0366,10.17,14.5135333333,6.9078,7.4421,15.2624666667,15.0768,10.9652333333,17.629,9.61093333333
389.19,7.77611666666,15.0015333333,10.1183333333,14.5211666667,6.93133333333,7.4197,15.2877333333,15.0928,10.9658666667,17.6644666667,9.61699999999
389.55,7.82091666667,14.9793333333,10.0909333333,14.5545333333,6.9922,7.45226666667,15.3325333333,15.1075333333,10.9979333333,17.7223333333,9.65113333333
389.91,7.85236666667,14.9966,10.082,14.6086,7.01913333333,7.47576666667,15.3558,15.1099333333,10.9839222222,17.7519333333,9.6844
390.27,7.89686666666,14.9585333333,10.0474666667,14.6567666667,7.06933333333,7.52736666667,15.4000666667,15.1166666666,11.0189333333,17.8204666667,9.72020000001
390.63,7.93741666667,14.9576666667,10.0194666667,14.6972666667,7.12073333333,7.55603333333,15.4729333333,15.1376666667,11.0410555556,17.8646,9.76360000001
391.00,8.01306666666,14.9824,10.0586666667,14.7778,7.2106,7.62513333333,15.6020666667,15.2034,11.0986666667,17.9530666667,9.8468
391.36,8.04031666666,14.9270666667,10.0216666667,14.7785666667,7.22926666667,7.6759,15.6405333333,15.2138,11.1104777778,17.9681333333,9.88146666667
391.72,8.03741666666,14.9112666667,9.97040000001,14.7882,7.2522,7.67923333333,15.6484666667,15.1943333333,11.0919,18.0053333333,9.87786666667
392.08,8.14625,14.9502,10.0086666667,14.8878333333,7.34013333333,7.77726666667,15.7489333333,15.2695333333,11.1752444444,18.1321333333,10.024
392.44,8.16526666667,14.9122666667,9.94993333334,14.9335333333,7.34453333333,7.8009,15.8242,15.2785333333,11.1783,18.1878,10.0604666667
392.80,8.16341666667,14.8169333333,9.85006666666,14.8955333333,7.3076,7.77846666667,15.8116,15.2288,11.1188555555,18.1834666667,10.0106
393.16,8.16003333333,14.7554,9.77453333333,14.8818333333,7.27033333333,7.76643333333,15.8421333333,15.1787333333,11.0543555555,18.1452666667,10.0136666667
393.52,8.13273333334,14.6234,9.68299999999,14.8734,7.208,7.71503333333,15.8522,15.119,10.9826555556,18.1458,9.99540000001
393.88,8.10043333333,14.5125333333,9.56813333333,14.8127333333,7.1472,7.68723333333,15.8819333333,15.0902666667,10.9249,18.1159333333,9.97686666667
394.24,8.08363333333,14.438,9.49533333333,14.7580666667,7.13866666667,7.6727,15.9112666667,15.0831333333,10.8760444444,18.1057333333,9.98053333333
394.60,8.11131666667,14.3491333333,9.43913333333,14.7651666667,7.12213333333,7.66213333333,15.9463333333,15.0395333334,10.8597,18.1115333333,9.96226666666
394.96,8.07095,14.2506,9.30386666667,14.7623333333,7.075,7.63626666667,15.9222,14.9907333333,10.7883777778,18.0864666667,9.90493333332
395.32,8.10386666667,14.2255333333,9.26446666667,14.8243333333,7.09566666667,7.66606666667,15.9870666667,15.0143333333,10.7806666667,18.1437333333,9.91746666665
395.68,8.07101666667,14.1312666667,9.17126666666,14.8058333333,7.0672,7.65436666666,15.9922,14.9695333333,10.7262,18.1173333333,9.90046666669
396.04,8.02680000001,13.9876666667,9.05806666667,14.7649666667,7.0172,7.62623333333,15.9866666667,14.8806,10.6570333333,18.0554,9.80613333333
396.40,8.0079,13.8802,8.96006666667,14.7626333333,7.01,7.5911,15.9816,14.8651333333,10.5823777778,18.0309333333,9.78613333335
396.76,7.94450000001,13.7685333333,8.84979999999,14.7155,6.95273333333,7.54903333333,15.9734666667,14.7944666667,10.5025,17.9956666667,9.75939999999
397.12,7.91995,13.6222,8.7332,14.6703666667,6.93306666667,7.50633333333,15.9556,14.7408666667,10.4565777778,17.9888,9.70906666665
397.48,7.91803333334,13.5422,8.66173333333,14.6307333333,6.93386666667,7.51416666667,16.0082666666,14.7468666667,10.4212777778,17.9752666667,9.70420000001
397.84,7.97256666667,13.5393333333,8.6582,14.7049,7.01506666667,7.55163333333,16.1028,14.7856,10.4687222222,18.0650666667,9.74559999999
398.20,7.96175000001,13.4419333333,8.58806666667,14.6993,7.0164,7.53876666667,16.1124666667,14.7358666666,10.4291888889,18.05,9.73433333333
398.56,7.96226666667,13.3766,8.50273333333,14.6778666667,7.01066666667,7.5278,16.1237333333,14.7442,10.3929222222,18.0963333333,9.73319999999
398.92,7.89441666667,13.2318,8.34573333333,14.6053333333,6.92086666666,7.4082,16.0764666667,14.6374666667,10.2844333333,18.0437333333,9.66846666667
399.28,7.91681666668,13.1822,8.3108,14.6201,6.93746666667,7.41643333333,16.1373333333,14.6564,10.2823333333,18.0720666667,9.69646666666
399.64,7.97101666667,13.15,8.2736,14.6912333333,6.98406666667,7.4352,16.2166,14.69,10.2876444445,18.1332666667,9.76493333333
400.00,8.03665,13.1642,8.3004,14.7564,7.04213333334,7.4675,16.3136,14.7606,10.3293222222,18.2691333333,9.84340000001
400.36,8.03628333333,13.1003333333,8.25126666667,14.7589,7.04573333333,7.47496666667,16.3231333333,14.7249333333,10.3093111111,18.2879333333,9.86626666668
400.72,8.15735,13.1495333333,8.31053333333,14.8890666667,7.1616,7.5793,16.4648666667,14.823,10.3907,18.4061333333,9.98606666667
401.08,8.17445,13.1123333333,8.30353333333,14.9050666667,7.1662,7.5773,16.4674666667,14.8164666667,10.3592444444,18.4098,9.99486666667
401.44,8.16631666667,13.0307333333,8.23673333333,14.8987,7.156,7.5414,16.4331333333,14.7631333333,10.3122444444,18.3888666667,9.96999999999
401.80,8.10005,12.8657333333,8.09506666667,14.7994333333,7.0694,7.47483333333,16.3632666667,14.6661333333,10.2213777778,18.3501333333,9.87853333334
402.16,8.1495,12.8418666667,8.0808,14.8359,7.09333333333,7.51606666667,16.4592,14.6913333333,10.2327888889,18.4236666667,9.92059999999
402.52,8.14116666667,12.7720666667,8.04706666667,14.8709666667,7.0964,7.54413333333,16.4754666667,14.6809333333,10.2169555556,18.4092666667,9.95406666665
402.88,8.20993333334,12.8144,8.1002,14.9431666667,7.18273333333,7.6513,16.5704666667,14.7576666667,10.2739,18.5034,10.0265333333
403.24,8.16166666667,12.7026,8.02073333333,14.8886333333,7.1618,7.6306,16.547,14.6977333334,10.2331555556,18.4594666667,9.97146666666
403.60,8.15176666668,12.6566,7.99306666667,14.8783666667,7.1648,7.65323333333,16.5661333333,14.6986666667,10.2267666667,18.4846666667,9.95066666665
403.95,8.14564999999,12.6568,7.95,14.8888,7.16433333333,7.64986666667,16.5904666667,14.6966666667,10.2070333333,18.4491333333,9.93513333334
404.31,8.19075,12.6469333333,7.97573333333,14.9146,7.19633333333,7.68396666667,16.6337333333,14.716,10.2215222222,18.4872,9.96566666665
404.67,8.17355,12.6403333333,7.9228,14.9186333333,7.202,7.671,16.6554,14.7036,10.2218222222,18.4772666667,9.96660000001
405.03,8.16863333333,12.6204666667,7.90126666667,14.9180333333,7.2202,7.69423333333,16.6936666667,14.7146666667,10.2450333333,18.4946,9.98700000001
405.39,8.15965,12.6161333333,7.8762,14.8962666667,7.232,7.71133333333,16.7097333333,14.7082,10.2479777778,18.4789333333,9.96053333334
405.75,8.185,12.6492,7.92246666667,14.9802666667,7.27933333333,7.74853333333,16.7558666667,14.735,10.2701555555,18.4928666667,9.99933333332
406.11,8.15475000001,12.6270666667,7.86953333333,14.9919666667,7.24833333333,7.71576666667,16.7364,14.6961333333,10.2488666667,18.474,9.95693333335
406.47,8.18116666666,12.6493333333,7.89933333333,15.0380333333,7.28593333333,7.7399,16.8128666667,14.7254,10.2883222222,18.5416,9.96266666665
406.83,8.18371666667,12.6310666667,7.8738,15.0433333333,7.30726666667,7.7271,16.8552,14.724,10.2955888889,18.5474666667,9.96646666666
407.19,8.19145,12.627,7.86413333333,15.0998333333,7.30186666667,7.71333333333,16.8905333333,14.7228,10.2848888889,18.5532666667,9.96813333333
407.55,8.17481666667,12.5956666667,7.83533333333,15.0670333333,7.29513333333,7.68426666667,16.8710666667,14.6979333333,10.2588666667,18.5291333333,9.93873333334
407.90,8.16828333333,12.5598,7.81946666667,15.0743666667,7.30273333333,7.69546666667,16.8845333333,14.6878,10.2557333333,18.5472,9.9606
408.26,8.14094999999,12.5404,7.77093333334,15.0504333333,7.26893333333,7.66416666667,16.8853333333,14.6514,10.2567222222,18.5023333333,9.93293333333
408.62,8.13098333333,12.4809333333,7.7686,15.0561333333,7.2416,7.6632,16.8856666667,14.6562666667,10.2616666667,18.5071333333,9.92619999998
408.98,8.20293333334,12.514,7.81293333333,15.1444333333,7.2998,7.74196666667,16.9790666667,14.7301333333,10.3220333333,18.5772,9.98386666667
409.34,8.24153333333,12.5434666667,7.84566666667,15.2107,7.32173333333,7.7702,17.044,14.7612666667,10.3636,18.6434666667,10.0487333333
409.70,8.31490000001,12.5644666667,7.88086666667,15.2382,7.36333333333,7.83156666667,17.1152666667,14.8270666667,10.4114888889,18.7216666667,10.1004666667
410.06,8.36648333333,12.5730666667,7.91086666667,15.2538666667,7.40966666667,7.86016666667,17.1759333333,14.875,10.4538777778,18.7626666667,10.1524
410.42,8.34323333333,12.5318,7.86126666667,15.2009666667,7.3994,7.82803333333,17.1412666667,14.8490666667,10.4133444444,18.7331333333,10.1208
410.77,8.38601666666,12.5391333333,7.87573333333,15.2597,7.42293333333,7.87186666667,17.1965333333,14.8804,10.4456222222,18.7829333333,10.1552
411.13,8.39563333333,12.5322,7.8552,15.2834333333,7.4286,7.85846666667,17.2188,14.886,10.4380555556,18.81,10.1608666667
411.49,8.42896666666,12.5104,7.84393333333,15.3155,7.42706666667,7.88436666667,17.2500666667,14.9142,10.4468555555,18.8518,10.1956
411.85,8.46615,12.5032,7.8324,15.3500666667,7.42733333333,7.91976666667,17.2948666667,14.9283333333,10.4766333333,18.8806666667,10.2199333333
412.21,8.56441666667,12.5456,7.88573333333,15.4334333333,7.5056,7.98673333333,17.3976,15.0138,10.5315222222,19.0085333333,10.2815333333
412.57,8.60063333333,12.5631333333,7.88653333334,15.4562,7.54366666667,8.0122,17.4592666667,15.0414666667,10.5289444444,19.0784,10.3217333334
412.92,8.58128333333,12.5277333333,7.8462,15.438,7.52593333333,7.9698,17.4678,14.9985333333,10.5010888889,19.0773333333,10.2911333333
413.28,8.58015,12.4632,7.81393333333,15.4609,7.533,7.96783333333,17.5090666667,14.9978,10.4799888889,19.0982,10.3145333333
413.64,8.48973333333,12.3494,7.68493333333,15.3727,7.44286666667,7.8662,17.4485333333,14.861,10.3851888889,19.0034,10.2418
414.00,8.46494999999,12.2699333333,7.63253333333,15.3639666667,7.43946666667,7.8456,17.4504666667,14.8277333333,10.3555222222,18.9854,10.2245333333
414.36,8.51923333333,12.267,7.63353333333,15.4229,7.4772,7.91236666667,17.5715333333,14.8662666667,10.4192888889,19.0622,10.2964666667
414.72,8.47326666667,12.1614666667,7.56146666666,15.3787666667,7.42,7.87906666667,17.5432666667,14.8131333333,10.3500444445,19.0061333333,10.2696666667
415.07,8.47293333333,12.0958,7.52766666667,15.349,7.4388,7.9378,17.5769333334,14.7839333333,10.3353444444,19.0295333333,10.2980666667
415.43,8.44101666667,12.0080666667,7.47053333333,15.3061333333,7.41186666667,7.92426666667,17.5865333333,14.7171333333,10.3019666667,18.9986,10.2785333333
415.79,8.38263333334,11.8742,7.38526666667,15.2249,7.369,7.89106666667,17.5504666667,14.6284,10.2200777778,18.9452666666,10.2364666666
416.15,8.31921666666,11.7533333333,7.2892,15.1657333333,7.3306,7.85203333334,17.5582666667,14.5558,10.1503777778,18.891,10.2148666667
416.51,8.30686666667,11.6372666667,7.22,15.1199333333,7.31566666667,7.83403333333,17.5396666667,14.4923333333,10.0977333333,18.8667333333,10.1847333333
416.86,8.29861666666,11.5240666667,7.13186666667,15.077,7.28013333333,7.8402,17.5311333333,14.4279333333,10.0426333333,18.85,10.1938
417.22,8.29684999999,11.439,7.06906666667,15.0421666667,7.26886666667,7.84973333333,17.5250666667,14.3753333333,9.99005555555,18.8316666667,10.1870666667
417.58,8.30258333334,11.3614666667,7.02166666667,15.0108666667,7.27886666667,7.87073333333,17.5326666667,14.3508666667,9.9629,18.841,10.2005333333
417.94,8.29195000001,11.2549333333,6.956,14.962,7.2506,7.86953333334,17.5229333333,14.2857333334,9.9205888889,18.8242666667,10.1960666667
418.29,8.28293333334,11.1534666666,6.88133333334,14.9179666667,7.2316,7.86103333333,17.5007333333,14.2176666667,9.86083333333,18.7949333333,10.194
418.65,8.32915000001,11.0974666667,6.8728,14.9251333333,7.2758,7.91613333333,17.5406666667,14.2014,9.86931111111,18.8361333333,10.2400666667
419.01,8.33918333334,11.0018,6.81353333334,14.8759333333,7.25193333333,7.90063333333,17.5420666666,14.1528,9.84305555555,18.8296666667,10.2436666667
419.37,8.33836666666,10.9169333333,6.75146666667,14.8354,7.25053333333,7.90113333334,17.5516666667,14.1121333333,9.79876666665,18.825,10.2470666667
419.73,8.35385000001,10.8596666667,6.71806666666,14.8238333333,7.27686666667,7.90696666667,17.5688,14.0889333333,9.78213333335,18.8465333333,10.2582666667
420.08,8.36489999999,10.7772,6.67493333333,14.8088666667,7.26946666667,7.91946666667,17.5600666667,14.0501333333,9.76546666667,18.844,10.2661333333
