wavelength,Back_NesAcuf,Belly_NesAcuf,Breast_NesAcuf,Crissum_NesAcuf,Crown_NesAcuf,DorTail_NesAcuf,Rump_NesAcuf,Throat_NesAcuf,WingTip_NesAcuf
201.57,15.7406666667,25.4629166667,79.6294166665,-157.4075,-11.1111666666,-83.3331666668,87.9630000001,-31.713,60.1849999999
201.95,-5.330965468e+13,-7.4633516552e+13,8.47623509415e+14,-2.31363901312e+15,-6.82363579906e+14,-1.66326122602e+15,6.50377787099e+14,-6.53043269830e+14,9.5957378424e+13
202.33,-40.0,-23.3333333333,338.333333333,-673.333333333,-196.666666667,-423.333333333,270.0,-111.666666667,116.666666667
202.71,83.3333333331,113.888833334,580.555583335,-850.0,-316.666666667,-505.5555,472.222166668,-329.166916667,94.4443333335
203.09,133.333333333,125.0,554.166666665,-562.5,-112.5,-283.333333333,395.833333333,-283.333333333,233.333333333
203.47,0.9803333333,-1.9608333335,-100.000083334,171.568666667,64.7058333334,98.0391666667,-70.5883333335,116.176541667,-19.6078333335
203.85,-16.6666666667,-3.07,-72.3684166665,171.052833334,50.8771666666,70.1754999999,-63.1579999998,122.36825,-6.1405
204.22,-9.6775,24.4624166667,-36.0213333335,130.645,19.8925,51.6128333332,-28.4946666667,88.9784166668,20.43
204.60,-39.0476666667,7.85716666665,-46.42875,94.7618333335,1.90483333335,15.7143333333,-47.619,61.1906250001,10.0001666667
204.98,-31.6326666667,12.415,-32.82325,65.306,-5.102,18.0273333333,-31.9728333333,49.575,3.4015
205.36,-27.381,10.2681666666,-32.1429166667,63.3928333333,-5.65466666665,15.1786666667,-14.8808333334,52.3065,12.2025
205.74,-6.58433333335,19.4443333334,-3.08658333335,57.6131666667,1.8518333333,21.811,2.881,50.1542083333,13.786
206.12,-25.7811666667,6.51025,-9.76558333335,61.7186666666,-15.625,16.6666666666,-7.5521666667,42.3178333333,3.3855
206.50,-12.7191666667,8.11408333335,-6.14016666665,62.7193333333,1.09666666665,21.9298333333,3.5086666667,48.5196666667,9.21066666665
206.87,0.8333333333,8.02083333335,-6.35416666665,64.1666666667,-2.5,29.5833333333,17.0833333334,47.2916666667,3.54166666665
207.25,7.5925,15.0,1.94425,65.9258333333,6.11116666665,35.7408333333,22.222,49.9539583333,13.8888333333
207.63,-0.4385,4.16666666665,-2.41258333335,68.421,-1.9735,32.2368333333,17.7631666666,49.1229166667,7.01766666666
208.01,11.1111666667,16.453,0.42725,73.932,10.6838333333,40.5985,27.3503333334,48.5575,9.40166666665
208.39,-3.38166666665,-3.86483333335,-22.2219166666,69.082,-4.58933333335,27.0531666667,18.5991666667,33.3335,-10.3863333334
208.77,20.2651666666,6.34458333335,11.0796666667,73.4846666667,11.3636666666,45.8333333333,37.8788333334,42.9925416666,8.52283333334
209.14,25.9495,-2.53166666665,11.8141666666,81.8565,16.4558333334,49.1561666667,44.304,41.6665833333,9.91583333331
209.52,31.7981666667,4.8245,26.5349166666,92.3245000002,22.1491666667,53.9475,49.1228333334,49.5065416667,13.816
209.90,6.66666666665,-24.1666666667,-11.5,108.333333333,3.0,35.0,28.3333333334,27.5,-17.3333333333
210.28,17.0371666666,-9.25916666665,-9.44433333335,120.370333333,4.44433333335,34.8148333333,27.037,43.5187083333,5.55566666669
210.66,27.1606666666,8.642,14.1976666667,122.839666667,8.95066666665,46.605,41.3581666667,47.5307083333,23.7655
211.03,7.5165,8.987,8.82341666665,132.026166667,4.24816666665,42.1568333333,32.3528333333,38.562,35.294
211.41,-24.3901666666,-15.8539166667,-26.82925,128.455333333,-23.1706666667,13.008,-15.8536666667,6.9105416667,2.84533333334
211.79,-47.287,-39.14725,-60.465,98.4496666668,-56.2015,-20.9303333333,-44.5735,-21.31775,-14.341
212.17,-45.1516666667,-51.9696666665,-50.1516666665,68.4848333333,-56.3638333333,-30.303,-48.4848333334,-20.8333333333,-16.9698333333
212.55,-27.0,-18.3333333335,-18.3333333333,90.3333333331,-25.6666666667,-15.3333333333,-26.6666666667,4.0,14.0
212.92,-97.2223333334,-53.33325,-97.7779166665,98.8889999999,-80.5555,-84.4443333335,-90.5556666665,-15.555375,-27.2223333334
213.30,-54.3858333333,-1.7545,-65.5703333335,100.877166667,-56.5788333333,-56.1403333334,-57.0175000002,9.53941666665,-4.38616666666
213.68,-29.1665,18.5896666667,-39.42325,85.2563333333,-26.6026666667,-20.8335,-24.6795,12.980875,18.9101666667
214.06,8.4615,32.3076666667,-8.07691666665,86.1538333333,4.35866666665,10.0001666667,13.5896666667,32.9486666667,42.3076666667
214.44,18.8233333333,36.6663333333,3.03925,83.9216666666,22.3528333333,24.1176666667,26.8626666667,38.4803333333,46.2743333334
214.81,-1.69066666666,24.8794166667,-13.8888333334,69.8066666667,14.4928333333,15.7005,11.5943333333,26.6303333333,46.3771666667
215.19,3.1965,26.94075,-1.48416666665,74.4291666667,27.6256666666,13.9268333333,15.2968333333,35.730625,42.466
215.57,25.7385,38.8184166666,16.3501666667,88.3964999998,37.7636666667,24.6835,37.3418333333,53.6919583334,57.8058333333
215.95,40.4761666667,59.82125,27.7778333333,101.388833333,56.1506666667,44.4445,57.3411666666,68.9486666666,72.6191666667
216.32,51.6261666667,83.0284166667,38.7195833334,105.894166667,64.6341666667,54.4716666667,67.0733333334,81.5547500002,83.1301666666
216.70,36.508,63.4918333334,19.9401666667,95.8333333333,52.5795,38.0951666666,53.9683333334,70.1390416667,72.4205
217.08,43.1035,69.349,26.7243333333,103.256833333,63.9846666666,46.3601666667,60.9195,69.8753749998,84.0995
217.46,29.0323333333,48.9244166667,18.4589166666,86.9175,54.8386666666,36.0215,50.0,62.0070416669,72.939
217.83,29.6098333334,36.7021666667,15.3369166667,83.6878333333,50.0,29.2553333333,40.4253333333,60.6383749999,64.539
218.21,24.479,34.0279166667,18.0553333333,84.2013333333,43.7501666667,23.0903333333,34.5488333333,57.03125,57.9861666666
218.59,17.2916666667,31.7708333333,8.4375,84.375,39.1666666667,9.5833333333,29.5833333333,58.5937499998,49.5833333333
218.97,32.1051666666,44.64925,22.9825,90.8773333334,41.9298333334,19.8246666667,41.9298333333,65.8770833334,53.3333333333
219.34,37.9433333333,44.4149166667,18.3510833334,91.1346666667,43.9716666666,23.0496666667,47.8725,66.2233333333,60.8155
219.72,33.7078333334,44.1009166667,19.1011666667,98.3146666666,54.3071666666,20.7863333334,50.0,64.6065833335,62.734
220.10,35.4166666667,34.49075,14.815,112.037166667,55.787,8.79633333333,46.7591666667,70.2545833333,70.139
220.47,24.2425,9.46966666667,0.75758333335,110.101,54.293,-1.7675,31.8181666667,61.3004166667,67.4243333334
220.85,31.1405,20.7235833333,15.4604166667,101.315666667,49.7806666666,19.2985,40.351,56.3594583334,58.114
221.23,27.1825,22.6193333333,15.6745,91.2696666665,43.6508333333,17.4605,40.6746666666,48.363125,46.8253333334
221.61,16.875,19.2708333333,6.66666666665,81.4583333335,36.25,8.125,30.625,29.4270833334,38.9583333333
221.98,0.2346666667,23.47425,-14.90625,74.8825000002,35.446,-2.11266666665,27.6995,19.6011666667,40.8451666667
222.36,0.0,22.1813333333,-20.8335,69.3628333333,42.8921666667,-0.000166666650001,27.451,26.838375,47.794
222.74,-5.55533333333,14.0048333333,-14.2363333333,61.111,40.2776666667,0.926,30.7871666667,16.7245416667,41.2035
223.11,-15.9205,8.58208333333,-21.5175,65.174,37.811,-9.70133333335,23.8805,10.51025,38.5573333334
223.49,-30.5553333333,5.682,-29.5455833335,51.2626666666,22.4748333333,-16.4143333333,17.4243333333,-6.50245833335,24.7473333333
223.87,-33.3331666667,13.65725,-25.926,37.7315,9.2595,-7.4075,16.898,-4.10891666665,26.3888333333
224.24,-11.2963333334,24.4443333333,-5.00008333335,43.1481666666,16.4813333333,7.963,31.4815,9.35179166669,30.5553333333
224.62,-3.99333333335,35.5034166666,-8.42008333335,46.3541666667,13.5416666667,7.8125,38.021,11.935625,28.6458333333
225.00,-10.7638333333,33.5069166666,-20.6598333334,40.4513333334,6.42333333335,-3.64583333334,29.1666666667,11.1111666667,30.3818333334
225.38,-9.85650000002,25.8960833333,-30.8240833333,37.8136666667,3.7635,-9.4985,18.4586666667,11.5592083333,30.287
225.75,9.39733333332,36.436,-14.9824166667,51.9505,17.0211666667,6.73750000002,29.61,30.6295,43.4398333333
226.13,18.8173333333,35.1256666666,0.35841666665,59.8565,19.5338333333,16.8458333334,37.6343333333,37.231125,44.4443333333
226.51,5.31133333333,21.7950833334,-13.09525,49.817,1.28216666665,0.732666666667,31.6848333333,21.52,27.6558333333
226.88,10.6528333334,23.3678333333,-7.21641666665,54.811,3.26466666665,2.57733333333,26.804,29.2525833333,33.677
227.26,20.082,22.063,-3.34708333335,47.1311666666,10.1093333333,13.388,30.7376666667,30.7379166667,32.7866666667
227.64,22.4265,21.2010833333,0.30633333335,45.3431666667,10.7843333333,14.2156666667,27.8185,32.5979166667,34.8038333333
228.01,28.5878333333,20.4863333334,0.57858333335,44.4445,12.3841666667,14.5833333333,28.472,34.924875,36.3425
228.39,22.662,15.6475,-5.87533333335,40.0481666667,8.15350000002,9.11249999999,23.741,29.1666666667,34.4125
228.76,19.3471666667,15.67625,0.23308333335,39.8601666667,10.7226666667,9.90683333331,24.4755,32.0514166667,37.6455
229.14,21.2641666667,14.5403333333,-1.1495,42.5286666667,15.6318333334,9.99966666665,27.1263333333,29.3677916666,34.9425
229.52,22.6115,21.6561666667,5.62625,40.9766666667,18.896,16.3481666667,32.9088333334,30.1487916666,36.4118333333
229.89,15.4245,17.70175,2.69166666665,37.8883333333,13.8716666667,12.4223333333,32.8156666666,26.6821666666,31.9876666667
230.27,11.3095,16.2203333333,8.33333500001e-05,34.623,9.02783333335,8.43233333334,27.976,23.636125,26.6863333333
230.65,13.6451666666,22.1246666667,-0.38991666665,36.0623333333,13.7428333333,14.62,25.6336666667,26.5595416667,32.651
231.02,14.1763333334,22.5574166666,-4.50216666665,31.705,11.3985,16.2833333333,26.6283333333,23.4915,31.9921666667
231.40,2.81533333331,17.0045833333,-14.9775833334,22.7478333333,2.81533333335,4.8425,19.144,12.5280416667,27.3648333333
231.78,0.966,11.896,-18.6596666667,19.9275,0.120833333335,1.3285,17.8743333333,7.33708333334,23.0676666667
232.15,-8.54016666665,7.02458333335,-27.0659166666,20.1101666667,-4.54550000002,-1.9283333333,15.5648333333,-4.683375,18.5948333333
232.53,-9.43149999999,5.94316666665,-19.8318333334,15.1161666667,-4.39266666667,1.80883333335,14.4701666667,-6.13670833333,14.4703333334
232.90,-19.6476666667,-8.60425,-28.5230833334,2.16816666665,-14.2275,-4.4715,1.62616666666,-19.7832083334,3.794
233.28,-14.5363333334,-4.01008333334,-15.2884166667,6.64166666665,-9.3985,8.89716666667,6.89233333334,-11.0277083333,11.1528333333
233.66,-13.017,-6.08291666666,-9.24591666665,9.48916666665,-7.05566666667,9.12383333335,7.78583333334,-7.63387500002,11.8005
234.03,-5.24483333335,1.92316666666,-3.08866666665,15.8508333333,-0.6995,15.0348333333,11.1886666667,-1.19475,20.3961666667
234.41,-4.62983333332,1.33075,-6.01833333335,11.1111666667,0.694500000015,16.3193333333,10.5325,-5.700125,21.7591666667
234.78,2.5975,10.6604166667,6.00658333335,17.9653333333,5.41133333333,21.645,19.697,-0.2435,28.8961666667
235.16,0.331166666665,9.49241666665,6.2915,19.3156666666,5.62933333335,22.5163333333,22.4063333333,-0.055125,25.3863333334
235.54,6.02133333331,12.3116666666,8.226,23.656,5.16133333333,24.8386666667,24.1935,4.62370833333,27.957
235.91,0.6495,12.013,3.89625,20.671,0.0,22.5108333333,19.9131666666,3.65254166667,25.1083333333
236.29,6.41033333335,13.4615833333,8.23475,21.7948333333,3.15583333335,25.5423333334,20.9073333333,11.3906666667,28.205
236.66,7.24200000002,14.7321666666,7.14291666667,23.8093333334,5.85316666666,25.2978333333,23.4126666667,15.0299166666,33.234
237.04,8.51066666666,18.3950833334,4.74308333333,25.0886666666,5.93983333331,21.6311666667,25.798,18.12925,31.5601666667
237.41,9.01366666665,16.8794166666,3.74125,24.2345,4.67666666666,17.9421666667,23.1291666667,16.3265,32.483
237.79,9.06866666665,15.237,-0.69458333335,22.9575,3.67649999998,17.0751666666,21.9771666667,14.481,32.0261666667
238.17,6.03166666665,12.6191666667,-2.49991666665,16.9841666667,1.8256666667,13.0161666667,19.9208333334,10.7340833334,27.0635
238.54,8.29616666667,14.3333333333,-0.851916666665,18.3703333334,3.70366666666,13.4815,18.4445,12.4629583334,27.4073333334
238.92,6.7205,10.1143333333,-1.20975,15.793,2.35233333333,10.0135,15.4568333334,12.2311666667,24.7308333333
239.29,3.502,2.7235,-5.57725,9.92216666666,-2.72366666667,4.86366666669,8.30100000001,7.74975,23.2816666667
239.67,4.55083333333,5.14175,-2.896,10.6975,-0.591166666665,7.38766666665,7.624,9.79604166665,21.5128333333
240.04,2.81466666667,1.76625,-4.139,9.32666666666,-0.93833333333,5.51883333335,4.63583333334,6.388,18.7086666667
240.42,0.686166666668,-0.83325,-5.29416666665,6.27466666667,-2.49983333333,2.59816666667,2.69616666666,2.18158333333,14.7548333333
240.79,1.26183333333,1.28391666667,-3.95991666665,5.17833333333,-2.524,3.873,1.00066666666,2.40441666666,12.9243333333
241.17,4.452,3.7825,0.84725,6.93466666667,0.985000000002,8.23483333335,3.54616666667,3.556,15.3268333333
241.54,6.06383333334,4.52125,2.6065,5.95766666666,1.91483333334,8.79433333335,4.1135,3.90979166666,14.3263333333
241.92,4.7475,3.13116666666,1.14458333334,3.70383333333,0.740666666665,7.77766666665,1.68333333334,1.17841666667,12.4578333334
242.29,6.62983333334,3.59125,3.0695,4.021,2.17916666667,8.62483333333,1.903,2.10233333333,12.2775
242.67,5.745,2.30416666667,2.22891666667,2.78283333333,0.89766666667,7.42050000002,1.526,1.279375,11.2806666667
243.05,3.54733333333,-1.23866666667,0.382416666665,0.244666666665,-1.16216666666,5.71849999998,-0.886833333331,-2.28591666666,9.35783333333
243.42,4.88333333333,2.64625,2.41225,2.105,1.11116666667,7.22216666669,1.2575,-1.030625,9.76583333333
243.80,5.40316666666,4.64525,4.65966666667,3.03016666667,3.4305,9.20516666668,3.459,-0.16425,11.6066666666
244.17,7.91649999999,7.45808333334,6.8195,3.6665,4.63883333333,10.7221666667,4.5555,1.972375,13.1943333334
244.55,10.0105,9.35533333335,8.75266666667,5.29333333333,6.60366666667,12.5263333333,5.739,4.23220833334,14.8586666667
244.92,9.25399999999,9.18141666665,9.169,6.129,7.098,12.282,6.371,4.172875,15.0195
245.30,9.44666666666,8.26616666667,8.17591666666,5.6905,7.08516666667,11.5608333333,6.16283333333,3.7225,15.1375
245.67,7.14583333333,6.59375,6.77083333334,4.4375,6.02083333334,10.0625,4.70833333334,2.65104166666,14.1666666667
246.05,6.29983333334,6.29025,7.10366666667,4.67283333334,5.278,10.0831666666,4.78616666667,3.66066666667,14.3588333333
246.42,4.9265,4.92625,5.92225,4.24533333334,4.38516666667,8.97966666669,3.87866666667,2.52883333334,14.0463333333
246.79,4.85516666667,4.688,6.52683333334,4.42533333333,4.8075,8.69150000002,3.94783333333,2.706,13.69
247.17,5.44766666667,5.3665,7.00091666667,4.9765,6.007,8.99566666667,4.26966666666,4.019625,14.1785
247.54,5.36716666666,5.2755,7.08308333333,4.67516666667,6.1865,8.78533333335,3.8135,4.16679166667,13.9688333333
247.92,5.52816666666,4.673,6.79391666666,4.62533333333,5.5145,7.53966666667,3.13366666666,3.974875,13.4371666667
248.29,5.2755,4.15641666666,6.78066666667,4.97683333333,6.19733333334,7.3365,3.49883333333,4.12279166666,13.9271666666
248.67,4.29166666666,4.12483333334,6.01391666667,4.15283333333,5.76383333334,6.69433333333,3.40283333333,3.593625,13.5693333333
249.04,3.6005,2.96158333333,4.63875,2.74383333334,5.06683333333,5.71983333333,2.54066666666,2.75854166666,12.7466666667
249.42,2.46616666666,2.57358333333,3.95241666667,2.3285,4.38116666666,4.87133333334,1.54716666666,2.42041666666,12.0863333333
249.79,1.41233333333,1.66166666667,2.71683333333,0.963666666665,3.22366666667,3.62233333333,0.3655,1.06341666667,10.8176666667
250.17,0.3075,0.108416666665,0.949166666665,-1.39183333333,1.7355,1.41,-1.10266666667,-1.38295833333,9.183
250.54,-0.490166666665,-0.833666666665,-1.17658333333,-3.3725,0.549166666665,0.137333333335,-2.86283333333,-2.73041666667,7.43133333334
250.92,0.250166666665,0.166916666667,-1.55391666666,-3.44183333334,0.479833333335,0.584,-3.00366666667,-2.36225,8.17683333331
251.29,-1.33933333333,-1.065,-4.27083333334,-5.55566666667,-2.284,-0.153833333335,-4.85283333333,-4.649875,6.0165
251.66,-2.7245,-2.95316666667,-6.4905,-7.09716666667,-4.57866666667,-0.938666666665,-5.24283333333,-6.11825,5.151
252.04,-6.21733333333,-5.82741666667,-9.90525,-10.804,-7.02133333333,-3.2385,-8.01416666666,-9.308625,2.43483333333
252.41,-6.25,-6.3905,-10.4399166666,-11.6105,-7.88866666669,-3.37066666667,-8.5675,-10.4869166666,1.7555
252.79,-7.35366666666,-8.43025,-10.958,-12.5058333334,-9.57916666665,-5.46683333335,-11.0061666667,-12.7297916666,0.0725
253.16,-6.96683333333,-8.43183333333,-11.2384166667,-12.457,-9.89633333334,-6.20383333335,-11.423,-13.8109166667,-0.24616666667
253.54,-9.42150000001,-11.8534166667,-13.8503333334,-15.5916666666,-12.801,-8.7045,-13.9018333333,-16.3852083333,-3.55883333333
253.91,-7.98116666667,-11.2674166666,-12.337,-15.0756666667,-11.3716666667,-8.52883333335,-13.641,-16.164375,-2.7645
254.28,-7.1885,-9.93066666666,-10.7560833333,-13.6848333333,-9.98383333333,-7.80083333332,-13.871,-15.0958333334,-2.39633333333
254.66,-8.33333333334,-10.2184166667,-10.4733333333,-14.5693333333,-9.77883333332,-9.41033333332,-14.5123333333,-15.922625,-2.0975
255.03,-10.7313333334,-13.7738333333,-12.7399166667,-16.9963333333,-11.7506666667,-12.2601666667,-17.1161666667,-19.0199583333,-4.58633333334
255.41,-11.6825,-14.0791666666,-12.6664166667,-18.2221666667,-11.9685,-14.6666666667,-18.1903333333,-20.3729166666,-6.22233333332
255.78,-11.9095,-14.9866666666,-13.6894166667,-18.463,-12.4085,-16.7331666666,-20.2928333333,-22.35525,-7.48500000002
256.15,-8.577,-11.8098333333,-10.4775833333,-15.4643333333,-9.35683333335,-14.8798333333,-17.4463333333,-18.7620833333,-4.1585
256.53,-8.3965,-10.4248333333,-9.15091666667,-16.1633333333,-8.93066666668,-15.3458333334,-17.3586666667,-17.5627083333,-5.0315
256.90,-5.56516666667,-7.09791666665,-7.46741666666,-14.1965,-5.8205,-11.9816666667,-14.2248333333,-13.138875,-2.41333333334
257.28,-4.34666666666,-5.23408333333,-5.76116666666,-12.6286666667,-4.11533333334,-9.28499999999,-12.3713333333,-10.5389166667,-0.643000000002
257.65,-0.754500000001,-2.57433333334,-2.58541666667,-8.72166666667,-1.57583333333,-5.83666666668,-9.01016666667,-7.65095833333,2.863
258.02,0.05616666667,-1.547,-2.87758333334,-7.40533333334,-1.72483333333,-3.787,-7.55533333333,-6.00370833333,3.5995
258.40,1.48983333333,-0.7215,-1.72225,-5.05916666666,-0.45,-1.41233333333,-5.1055,-3.771,5.57083333333
258.77,2.30683333333,-0.066333333335,-0.7225,-3.7125,-0.053,0.371166666665,-3.64633333333,-2.52929166666,5.84733333333
259.15,2.83033333333,0.7395,0.128166666666,-2.70216666666,0.791999999998,1.61883333334,-2.51566666667,-1.54325,6.662
259.52,3.7155,1.76825,1.02908333333,-1.52,1.615,3.01883333333,-1.43566666667,-0.438208333335,7.67366666667
259.89,3.67333333333,1.73408333334,1.46525,-1.44583333333,1.58283333333,3.36083333334,-1.11366666666,-0.0685416666665,7.62
260.27,3.60833333333,1.18683333333,1.46508333333,-1.479,1.253,3.50483333333,-1.33783333333,-0.240291666666,7.264
260.64,3.19183333333,0.690666666667,1.01241666667,-1.44666666667,0.7745,3.2755,-1.50216666667,-0.604291666667,7.32566666667
261.01,2.67966666667,-0.0419166666665,0.7705,-1.71816666667,0.009166666665,2.81983333333,-2.02616666667,-1.489375,6.58266666667
261.39,2.75766666667,-0.158416666667,0.941083333334,-1.42533333334,0.037,3.1765,-1.78883333333,-1.27158333333,6.49316666667
