wavelength,Back_CamParm,Belly_CamParm,Breast_CamParm,Crissum_CamParm,Crown_CamParm,DorTail_CamParm,Rump_CamParm,Throat_CamParm,WingTip_CamParm
556.48,13.7146333333,45.8801,7.20706666667,35.7544,6.80758666667,10.1445333333,12.3898903704,7.01966666667,12.1014
556.82,13.7620333333,45.9237333333,7.22873333333,35.8307666667,6.84654666667,10.1623333333,12.4127977778,7.04133333333,12.128
557.16,13.7898333333,45.9840666667,7.292,35.8943666667,6.85884,10.2220666667,12.4472348148,7.07053333333,12.1700666667
557.50,13.7707,45.9916,7.24973333333,35.9049333333,6.8136,10.202,12.4189511111,7.036,12.132
557.85,13.7683666667,46.0397333333,7.19606666667,35.8868333333,6.79056,10.1961333333,12.3924577778,7.0178,12.1251333333
558.19,13.7707333334,46.0228,7.18726666667,35.8832333333,6.79638666667,10.226,12.3839585185,7.0122,12.1209333333
558.53,13.7387333333,46.0313666667,7.14426666667,35.8821666667,6.7626,10.1943333333,12.33208,6.98113333333,12.0798
558.87,13.7936,46.0250333333,7.2182,35.8892666667,6.82028,10.2406,12.3813281481,7.0564,12.1414
559.21,13.7674,46.0476666667,7.18146666667,35.8784333333,6.78302666667,10.1927333333,12.3532303704,7.00513333333,12.1036
559.55,13.7566,46.0252666667,7.19906666666,35.8606333333,6.78545333333,10.2097333333,12.3509881481,6.9892,12.0822
559.89,13.7635,46.0172666667,7.19793333334,35.8152333333,6.78361333333,10.2188666667,12.3547266667,6.99266666667,12.0892
560.23,13.731,46.0042333333,7.1716,35.7743333333,6.76973333333,10.1914,12.3412318519,6.983,12.0774
560.58,13.7017,45.9762666667,7.16553333333,35.7285333333,6.77101333333,10.1728666667,12.3321266667,6.97766666667,12.0878666667
560.92,13.6621666667,45.9975333333,7.1208,35.7252333333,6.76570666667,10.1660666667,12.3241422222,6.95833333333,12.0766666667
561.26,13.6879333333,46.0035333333,7.12653333333,35.7349666667,6.7894,10.1622,12.3198696296,6.95526666667,12.0832666667
561.60,13.6909333333,45.9715333333,7.1572,35.7569,6.81737333333,10.1820666667,12.3440888889,6.95806666667,12.0861333333
561.94,13.7056666667,46.0143666667,7.15486666667,35.7515333333,6.81882666667,10.1874666667,12.3661888889,6.97293333333,12.1168666667
562.28,13.7435333333,45.987,7.2106,35.7342,6.87716,10.2322666667,12.426357037,7.03333333333,12.1936
562.62,13.7432,45.9921,7.18313333333,35.7428,6.86914666667,10.231,12.4098711111,7.008,12.1871333334
562.96,13.7898333333,46.0601666667,7.20626666667,35.8038333333,6.90529333333,10.2703333333,12.4491348148,7.02686666667,12.2388
563.30,13.7169,46.0118,7.12926666667,35.7356666667,6.82614666667,10.1945333333,12.342657037,6.96073333333,12.2087333333
563.64,13.7085666667,46.0045333333,7.11633333333,35.7587,6.79549333333,10.1790666667,12.3290237037,6.92106666667,12.2214
563.99,13.7330666667,46.0704,7.13326666667,35.7977666667,6.81029333333,10.2190666667,12.3628022222,6.9224,12.2522666667
564.33,13.7451333333,46.0561666667,7.13746666667,35.7602333333,6.79678666667,10.225,12.3612696296,6.93046666667,12.2542
564.67,13.7594,46.0386,7.12933333333,35.7247666667,6.78245333333,10.2078666667,12.3412474074,6.92926666667,12.2485333334
565.01,13.7801666667,46.0302666667,7.152,35.6923666666,6.80381333333,10.2519333333,12.3503592593,6.93366666667,12.282
565.35,13.8021666667,46.0758333333,7.14753333333,35.6964333333,6.77705333333,10.2322666667,12.3594355555,6.96293333333,12.279
565.69,13.8135333333,46.0496666667,7.16113333333,35.7110666667,6.77989333333,10.2516666667,12.3478037037,6.96586666667,12.266
566.03,13.7923333333,46.1049666667,7.1352,35.7358666666,6.73509333333,10.2372666667,12.3204362963,6.91546666667,12.2333333333
566.37,13.8153666667,46.1553666667,7.1758,35.7633,6.75993333333,10.2688,12.3648822222,6.95886666667,12.2511333333
566.71,13.777,46.1138666667,7.1386,35.6963666667,6.72088,10.2397333333,12.3160592593,6.93833333333,12.2154666667
567.05,13.8291,46.1373333333,7.18753333333,35.7489666667,6.78354666667,10.2885333333,12.3876414815,6.98966666667,12.2610666667
567.39,13.8274666666,46.1576666667,7.1814,35.7433333333,6.80188,10.3034,12.3808711111,7.0072,12.255
567.73,13.8322333333,46.0933333333,7.17833333333,35.7112666667,6.81148,10.2971333333,12.3601607407,7.00773333333,12.2518
568.07,13.8662666667,46.1446333333,7.215,35.7671666667,6.87130666667,10.3468666667,12.4083696296,7.03773333333,12.2975333333
568.41,13.9247666667,46.1613,7.27506666667,35.8084333333,6.93116,10.4078666667,12.4749,7.09166666667,12.3494666667
568.75,13.8930333333,46.1916,7.24793333333,35.8188333334,6.87993333333,10.3846666667,12.467002963,7.09673333333,12.3159333334
569.09,13.9118333333,46.2030666667,7.27466666667,35.8636,6.92909333334,10.4509333333,12.4822311111,7.10626666667,12.3608
569.43,13.9545333333,46.2830333333,7.3164,35.9138666667,6.99536,10.4759333333,12.547142963,7.1678,12.4268666667
569.77,14.0202666666,46.3364666667,7.3538,35.9409,7.03196,10.5569333333,12.5943148148,7.2038,12.4739333333
570.11,13.9770333333,46.2836666667,7.30793333333,35.8909333333,6.99630666667,10.541,12.5499562963,7.15533333333,12.447
570.45,14.0325333334,46.2725333333,7.37746666667,35.9007,7.04433333333,10.5911333333,12.6137244444,7.22306666667,12.5009333333
570.79,14.0440333333,46.3135,7.38613333333,35.9098,7.03781333333,10.5997333333,12.6406562963,7.20953333333,12.4936
571.13,14.0272333333,46.2900666667,7.3752,35.8921333333,7.02566666667,10.6013333333,12.6308185185,7.20093333333,12.5036
571.47,14.0079333333,46.3078333333,7.36193333333,35.8907666667,6.98902666667,10.5925333333,12.6332192593,7.179,12.4804
571.81,14.0035333333,46.3129666667,7.36393333333,35.8892,6.97525333333,10.5978,12.6271755556,7.1784,12.4698
572.15,14.0091333334,46.3128,7.35473333333,35.8882333334,6.97526666667,10.5865333333,12.6297311111,7.16373333333,12.4844
572.49,14.0003,46.2738333333,7.3432,35.8633333333,6.96728,10.5649333333,12.6370466667,7.13186666667,12.4834666667
572.83,13.9829333333,46.2666333333,7.3078,35.8174666667,6.92608,10.5182,12.6241962963,7.09666666667,12.4463333333
573.17,13.9926666667,46.2720333333,7.29293333333,35.8207,6.88812,10.5232,12.6204288889,7.07306666667,12.4356
573.51,13.9444666667,46.1594333333,7.21966666667,35.7369,6.85132,10.4397333333,12.5685814815,7.03173333333,12.3893333333
573.85,13.937,46.1255666667,7.1992,35.7178333333,6.83016,10.4022666667,12.5622511111,7.0048,12.3688666667
574.19,13.8848,46.1183333333,7.1448,35.742,6.77985333333,10.3555333333,12.5360548148,6.94593333333,12.3388
574.53,13.8763666667,46.1285666667,7.1226,35.7176333333,6.77388,10.3459333333,12.5274222222,6.95913333333,12.3258666666
574.87,13.9054666667,46.1745,7.12773333333,35.7436666667,6.75890666667,10.3494,12.5454133333,6.9632,12.3113333333
575.21,13.9255,46.2136666667,7.12793333333,35.7807,6.75996,10.3537333333,12.5581281481,6.97353333333,12.3322
575.55,13.9328,46.2301333333,7.1224,35.7769,6.74330666667,10.3500666667,12.5673037037,6.96406666667,12.3349333333
575.89,13.9072333333,46.2189,7.12073333333,35.7557666667,6.72566666667,10.3536666667,12.5529651852,6.95433333333,12.3125333333
576.22,13.9356333333,46.2936,7.1404,35.828,6.75438666666,10.3801333333,12.5667748148,6.97633333333,12.3439333333
576.56,13.8970333333,46.2487333333,7.12806666667,35.8025,6.75553333333,10.376,12.5626466667,6.97746666667,12.3414666667
576.90,13.8468666667,46.2328,7.12506666667,35.7830333333,6.7338,10.3341333333,12.527577037,6.9336,12.3074
577.24,13.8616,46.3459,7.15853333333,35.8868333333,6.74332,10.3514666667,12.5596,6.93533333333,12.33
577.58,13.9156,46.5274333333,7.1936,36.0499333333,6.79312,10.4221333333,12.6041251852,7.01093333333,12.3996666667
577.92,13.9819666667,46.6381666667,7.23666666667,36.102,6.85061333333,10.4747333333,12.6643822222,7.0746,12.4328
578.26,13.981,46.5959,7.2358,36.1114666667,6.83450666667,10.4876,12.6464385185,7.03526666667,12.4351333333
578.60,14.0312666667,46.6596,7.2888,36.2121666667,6.90945333333,10.5578,12.7031340741,7.1028,12.5072666667
578.94,14.0103,46.6038666667,7.2806,36.2062333333,6.90850666667,10.5473333333,12.6657407407,7.09706666667,12.4784
579.28,13.9908666667,46.546,7.25926666667,36.1937333333,6.8918,10.5156666667,12.6434074074,7.09233333333,12.4567333333
579.61,13.977,46.665,7.23553333333,36.3187333333,6.86125333333,10.5138,12.6531162963,7.0722,12.4470666667
579.95,13.9621666667,46.5940666667,7.22366666667,36.2793,6.86296,10.5150666667,12.6459792592,7.07046666667,12.432
580.29,14.0446666667,46.7194,7.27833333333,36.4412333333,6.89048,10.5761333333,12.699557037,7.10893333333,12.4906666666
580.63,14.1035666666,46.7229333333,7.29086666667,36.4855,6.93470666666,10.6372,12.7623474074,7.17666666667,12.5294
580.97,14.0983,46.7208333333,7.2946,36.5270333333,6.93586666667,10.656,12.7918755556,7.21526666667,12.5288
581.31,14.1006333333,46.6128,7.32426666667,36.4303333333,6.94121333333,10.627,12.8095792593,7.21373333333,12.5366666667
581.65,14.0190666667,46.5433666667,7.26866666667,36.3795,6.87225333333,10.5872666667,12.7278066667,7.1346,12.4558
581.98,14.0549333333,46.6115666667,7.2944,36.4604666667,6.89662666667,10.6262,12.7640385185,7.18913333333,12.5016
582.32,14.0028333333,46.5715333333,7.2416,36.3646333333,6.85224,10.5747333333,12.7422325926,7.1218,12.4567333333
582.66,14.0288,46.6195,7.24433333333,36.3933333333,6.86757333333,10.6072,12.7970785185,7.1242,12.4668666667
583.00,14.0521666666,46.7157,7.25193333333,36.4856,6.88962666667,10.6485333333,12.8384977778,7.13166666667,12.4905333333
583.34,14.1253,46.7621333333,7.3094,36.4953333333,6.97869333333,10.7228,12.905717037,7.22246666667,12.5928
583.68,14.1744333333,46.8010333333,7.36693333333,36.5465333333,7.00934666667,10.7513333333,12.9505022222,7.28593333333,12.6416666667
584.01,14.1848,46.8308333333,7.38493333333,36.5534,7.06072,10.7648,12.9765503704,7.29873333333,12.6506666667
584.35,14.1764333333,46.8421,7.3424,36.5438,7.04836,10.7437333333,12.9642074074,7.25813333333,12.6413333333
584.69,14.1985333333,46.8783333333,7.38226666667,36.5475333333,7.09144,10.7688,12.9958829629,7.2606,12.6765333333
585.03,14.1995333333,46.9299,7.37206666667,36.5859666667,7.08832,10.8131333333,13.0134511111,7.23166666667,12.6534666667
585.37,14.2914,46.9759,7.42893333333,36.6429,7.16252,10.8767333333,13.0822451852,7.2952,12.7504
585.70,14.2748666667,46.9968666667,7.41906666667,36.6418333333,7.16516,10.8885333333,13.1132592593,7.29486666667,12.7464
586.04,14.3036666667,47.0721,7.4402,36.7502333333,7.17270666667,10.9072666667,13.1392266667,7.31073333333,12.7846666667
586.38,14.3061,47.1616333333,7.442,36.7800333333,7.18101333333,10.9104,13.1529562963,7.3188,12.822
586.72,14.3386666667,47.2358333333,7.4672,36.7965,7.18974666667,10.9340666667,13.1782377778,7.334,12.8542
587.06,14.3579333333,47.2313,7.4818,36.8391666667,7.18041333333,10.9309333333,13.1734585185,7.329,12.8458
587.39,14.3182,47.2823666667,7.4544,36.8733333333,7.15145333333,10.9188,13.1636762963,7.2828,12.8463333333
587.73,14.2899,47.2295333333,7.3658,36.8384333333,7.08705333333,10.8528666667,13.1218281481,7.24973333333,12.8228
588.07,14.2657666667,47.2076,7.36446666667,36.8362,7.08165333333,10.8362,13.1058266667,7.23893333333,12.8349333333
588.41,14.2016333333,47.1452333333,7.27366666667,36.7620333333,6.99905333333,10.8000666667,13.0181681481,7.18606666667,12.7738666667
588.74,14.1986666667,47.0724,7.25526666667,36.6953333333,6.99818666667,10.8038,12.99848,7.205,12.7859333333
589.08,14.1615,47.0916333333,7.20626666667,36.6821666667,6.94342666667,10.7694666667,12.9734474074,7.1724,12.7366666667
589.42,14.1941666667,47.0854333334,7.21113333333,36.6822333333,6.9724,10.7555333333,12.9898414815,7.1938,12.7834666667
589.76,14.1592,47.0246,7.20673333334,36.6207666667,6.97937333333,10.7709333333,12.9970555555,7.17493333333,12.7686666666
590.09,14.1597333333,46.9986,7.21473333334,36.6404,6.96650666667,10.7498666667,13.0044518518,7.1636,12.7884
590.43,14.1411666667,46.9861333333,7.191,36.6699666667,6.94885333333,10.728,12.9898562963,7.1556,12.7912
590.77,14.0748666667,46.951,7.12266666667,36.6247666667,6.9106,10.6808,12.9539496296,7.0962,12.7355333333
591.11,14.1202333333,46.9581,7.1446,36.6216666667,6.95154666667,10.7304666667,12.9958762963,7.1298,12.7778666667
591.44,14.1618333333,47.0492,7.22126666667,36.6952666667,7.01029333333,10.8142666667,13.053442963,7.1204,12.8501333334
591.78,14.2101666667,47.1353333333,7.24073333333,36.7291333333,7.02757333333,10.8288666667,13.0905755556,7.14966666667,12.8949333333
592.12,14.3368666667,47.2262666667,7.3348,36.8521666667,7.13906666667,10.9338,13.2128385185,7.24366666667,13.0114
592.46,14.412,47.3987,7.38586666667,37.0224333334,7.19196,10.9758666667,13.2980785185,7.29853333333,13.0986
592.79,14.4179,47.4181,7.39413333333,37.0553333333,7.19056,11.0078666667,13.3239355556,7.28706666667,13.1358666667
593.13,14.4007666667,47.5177666667,7.36033333333,37.1069333333,7.15178666666,10.9856666667,13.2966777778,7.25513333333,13.1035333333
593.47,14.4962,47.6011,7.41413333333,37.1875333333,7.20830666667,11.0207333333,13.3150703704,7.32946666667,13.146
593.80,14.5393,47.639,7.42433333333,37.1894,7.24376,11.0612,13.3691740741,7.3844,13.1808
594.14,14.5114333333,47.5878333333,7.39926666667,37.1051666667,7.21218666667,11.0045333333,13.328537037,7.34273333333,13.1334
594.48,14.5480666667,47.5502666667,7.44406666667,37.0653666667,7.24122666667,11.0580666667,13.3724674074,7.39206666667,13.2041333333
594.81,14.5288333333,47.5824333333,7.4046,37.0528,7.21269333333,11.0330666667,13.3652755556,7.37126666667,13.2064666667
595.15,14.5041666667,47.5144333333,7.3848,36.9769,7.16326666667,11.0205333333,13.3547985185,7.39706666667,13.1715333333
595.49,14.4916,47.469,7.3754,36.9747,7.13098666667,11.0352,13.3485607408,7.38213333333,13.1637333333
595.82,14.4714,47.4339666667,7.3696,36.9276,7.10298666667,11.0042,13.3204088889,7.34973333333,13.1606666667
596.16,14.4479,47.4270666667,7.3578,36.9130666667,7.092,10.9906666667,13.3092733333,7.329,13.1464
596.50,14.5254666667,47.5365333333,7.41146666667,36.9853666667,7.17776,11.0370666667,13.3801762963,7.39753333333,13.2314666667
596.83,14.4920666667,47.4811,7.42113333334,36.9591666667,7.18418666667,11.0442666667,13.3775244445,7.37786666667,13.2521333333
597.17,14.3978333333,47.4660333333,7.34046666667,36.9299333333,7.09276,10.9460666667,13.3350185185,7.2826,13.2060666666
597.51,14.3926666667,47.5047,7.3464,36.9685,7.1196,10.9564,13.3344992593,7.28273333333,13.2298666667
597.84,14.3896,47.502,7.3288,37.0054,7.12358666667,10.9885333333,13.3561881481,7.2828,13.2513333333
598.18,14.3821333333,47.5729333333,7.29586666667,37.0527666667,7.11298666667,10.9712,13.3573303704,7.2406,13.2399333333
598.52,14.4055,47.6112333333,7.31286666667,37.1153333333,7.13852,10.9984,13.385962963,7.23566666667,13.2603333333
598.85,14.3920333333,47.6329,7.29566666666,37.1398333333,7.16013333333,11.0154666667,13.3742585185,7.21206666667,13.2638666667
599.19,14.3478333333,47.6287333333,7.2662,37.1133333333,7.15908,11.0078666667,13.3418562963,7.18066666667,13.2441333333
599.53,14.2966666667,47.6483333333,7.23633333333,37.1349,7.15694666667,10.9617333333,13.3411792593,7.16733333333,13.2201333333
599.86,14.3118333333,47.6463333333,7.246,37.1507333333,7.19249333333,10.9919333333,13.3573718518,7.199,13.2394
600.20,14.2930333333,47.5533,7.26246666667,37.1440333333,7.18502666667,10.9982666667,13.3579851852,7.18606666667,13.2195333333
600.53,14.3628,47.5787666667,7.311,37.1945,7.20888,11.0466,13.4107318519,7.21246666667,13.2383333333
600.87,14.4379666667,47.5643666667,7.33413333333,37.2119666667,7.23902666667,11.1487333333,13.4562237037,7.22893333333,13.2873333333
601.21,14.4198,47.4608,7.30493333333,37.1852333333,7.20225333333,11.1288666667,13.4031948148,7.19753333333,13.2538
601.54,14.4908333333,47.5191666667,7.38846666667,37.1992333334,7.27028,11.1861333333,13.4484555556,7.24466666667,13.3066666667
601.88,14.6399333333,47.6201666667,7.52946666666,37.3182666667,7.37618666667,11.2902,13.5681614815,7.37766666667,13.4500666667
602.21,14.6495666667,47.5729333333,7.5622,37.2769333333,7.38969333333,11.3278,13.5845318518,7.41666666667,13.4846666667
602.55,14.673,47.6113,7.61533333333,37.2796666667,7.41328,11.3494,13.6033066666,7.45966666667,13.5203333333
602.88,14.7352333333,47.6726333333,7.6816,37.3276666667,7.46870666667,11.4308666667,13.6490903704,7.51606666667,13.5912
603.22,14.7914333333,47.7084333333,7.73113333334,37.3430333334,7.51276,11.5144,13.6952540741,7.55753333333,13.6582666667
603.56,14.8010333333,47.7391666667,7.74119999999,37.342,7.49964,11.533,13.6948577778,7.5358,13.6845333333
603.89,14.8177333333,47.7558,7.73840000001,37.3157666667,7.49066666666,11.5321333333,13.6874651852,7.53326666667,13.6846
604.23,14.8466333333,47.797,7.74873333334,37.3568333333,7.51736,11.5576,13.6932014815,7.58026666667,13.7236
604.56,14.8365666667,47.7537,7.77100000001,37.33,7.55614666666,11.5722,13.7001162963,7.61673333333,13.7228666667
604.90,14.8442666667,47.7828,7.78659999999,37.3246333333,7.56846666667,11.5896666667,13.7366444445,7.62393333333,13.7362666667
605.23,14.834,47.7920333333,7.78460000001,37.3605333333,7.56513333333,11.6107333333,13.7323962963,7.62593333333,13.7657333333
605.57,14.7229666667,47.6897666667,7.66139999999,37.2563,7.46373333333,11.5316,13.6113407408,7.52026666667,13.6370666667
605.90,14.7262333333,47.7091666667,7.62793333333,37.2831,7.43297333333,11.4946666667,13.5762059259,7.51046666667,13.5905333333
606.24,14.7476333333,47.7051666667,7.59986666667,37.2915666667,7.44305333333,11.506,13.5822814815,7.51926666667,13.6180666667
606.58,14.7756,47.7374333333,7.62873333333,37.3311333333,7.46444,11.5014666667,13.6220385185,7.5592,13.6538666667
606.91,14.7805666666,47.7627333333,7.6392,37.3636666667,7.46309333333,11.5227333333,13.6241496296,7.55153333333,13.6618666667
607.25,14.8007,47.7286,7.6458,37.3404333333,7.47877333333,11.5387333333,13.6488288889,7.57233333333,13.6623333334
607.58,14.7774666667,47.7725,7.61386666667,37.3116333333,7.47876,11.5508666667,13.6021703704,7.56026666667,13.6788666667
607.92,14.7527,47.756,7.6116,37.2457,7.47321333333,11.5586,13.5881051852,7.533,13.6618
608.25,14.8084333333,47.8112,7.6484,37.3011,7.49256,11.6164,13.6030659259,7.54493333333,13.7254
608.59,14.8354333333,47.8267,7.64386666667,37.3194333333,7.51833333333,11.6598666667,13.5974807407,7.5798,13.7624
608.92,14.8174333333,47.7811,7.64813333333,37.3033,7.52910666667,11.6745333333,13.5863703704,7.60506666667,13.7544
609.26,14.8427,47.8813,7.7082,37.3864333333,7.60585333333,11.7399333333,13.6479829629,7.67386666667,13.8354666667
609.59,14.8442666667,47.8706666667,7.73066666667,37.3788,7.63994666667,11.7916,13.6425207407,7.67453333333,13.8712666667
609.93,14.8737333333,47.8561333333,7.78979999999,37.4103,7.67825333333,11.8242,13.6876148148,7.71853333333,13.9136
610.26,14.8226,47.8126,7.72593333334,37.3763333334,7.62865333333,11.7737333333,13.6231725926,7.66766666667,13.8870666666
610.60,14.8034,47.7733,7.69466666667,37.3633,7.60806666667,11.7485333333,13.5969918519,7.65166666667,13.8761333333
610.93,14.7835333333,47.8134,7.70826666667,37.4222333333,7.61918666667,11.7352666667,13.599242963,7.66453333333,13.8961333333
611.27,14.7687666667,47.7101,7.74060000001,37.4409666667,7.62204,11.7434666667,13.6114274074,7.69226666667,13.8866666667
611.60,14.7549666667,47.7155333333,7.72533333334,37.4609,7.6176,11.7532,13.5981925926,7.6996,13.9008666667
611.93,14.7934666667,47.8116,7.80180000001,37.5360666667,7.68792,11.8001333333,13.6619266667,7.82326666667,13.9524666666
612.27,14.8191666667,47.8662333333,7.8634,37.5733666667,7.71593333333,11.8362666667,13.6829555555,7.854,13.9865333334
612.60,14.8921,47.9913333333,7.88399999999,37.6450666667,7.74066666667,11.8778666667,13.7324325926,7.86473333333,14.0444
612.94,14.9137666667,47.9257,7.90159999999,37.6226333333,7.76,11.9019333333,13.7169822222,7.87086666667,14.0627333333
613.27,14.8968333333,48.0209,7.89726666666,37.6616333333,7.7282,11.854,13.7251162963,7.85926666667,14.0659333334
613.61,14.8379333333,48.1008333333,7.8218,37.6540666667,7.67029333333,11.8109333333,13.6580755556,7.75733333333,13.9986666666
613.94,14.8358,48.1261333333,7.81433333334,37.6352,7.6664,11.8119333333,13.6433244444,7.73286666667,13.9824
614.28,14.8386,48.1420333333,7.81566666667,37.6102,7.65265333333,11.8241333333,13.6395103704,7.72306666667,13.9762
614.61,14.8145,48.0996,7.77506666667,37.5659,7.61716,11.8410666667,13.604582963,7.69326666667,13.9406666667
614.94,14.8820666667,48.2696333333,7.76713333333,37.6457333333,7.63650666666,11.8885333333,13.652862963,7.67746666667,13.9822666667
615.28,14.9647333333,48.3156,7.82560000001,37.7024,7.68641333333,11.9624,13.7151,7.703,14.034
615.61,14.9267333333,48.3186,7.75239999999,37.7028333333,7.64202666667,11.9316666667,13.6806792593,7.5764,14.0008666667
615.95,14.8963666667,48.3287333333,7.72040000001,37.6603,7.58432,11.8748666667,13.6542,7.4936,13.9463333333
616.28,14.8712333333,48.2873333333,7.71719999999,37.6394,7.59398666666,11.8584666667,13.6718511111,7.48993333333,13.9392
616.61,14.8922333333,48.3302,7.73800000001,37.6771,7.56784,11.8316,13.7096125926,7.48933333333,13.9515333334
616.95,14.9723666667,48.3877,7.83553333334,37.7387666667,7.66224,11.9963333334,13.8364444444,7.5822,14.0447333333
617.28,15.0450333333,48.4077,7.93460000001,37.7994,7.72217333334,12.0868,13.9153251852,7.6736,14.1148666666
617.62,15.0705666667,48.4308,7.95960000001,37.8041666667,7.74112,12.1333333333,13.9599288889,7.6714,14.1219333333
617.95,15.0620333333,48.4343666667,7.94566666666,37.8169333333,7.73753333333,12.1232666667,13.9405785185,7.6704,14.1020666666
618.28,15.0384666667,48.4307333333,7.9156,37.8274666667,7.68358666667,12.0852,13.9020444445,7.62466666667,14.0681333333
618.62,14.9917,48.323,7.86873333333,37.7500666667,7.64561333333,12.0448,13.8512385185,7.6208,14.0162666667
618.95,14.9394666667,48.2811,7.83473333333,37.7197,7.60216,11.9812666667,13.8145733333,7.60733333333,13.9791333333
619.28,14.8950333333,48.1906333333,7.7888,37.6283,7.50941333333,11.8961333333,13.7489837037,7.59853333333,13.9230666667
619.62,14.8946333333,48.1475666667,7.83193333333,37.6752,7.53518666667,11.9819333333,13.7884103704,7.63966666667,13.9299333333
619.95,14.9059666667,48.2055333333,7.82633333334,37.7047,7.5238,12.0188666667,13.7490051852,7.6136,13.9164
620.28,14.9238333333,48.1994666667,7.82106666666,37.7015,7.53248,12.0610666667,13.7641407408,7.62213333333,13.9238
620.62,14.8919666667,48.1237,7.75733333334,37.6534333333,7.47068,11.9816666667,13.7056888889,7.56433333333,13.8508666667
620.95,14.8918666667,48.1679,7.721,37.6682333333,7.44433333333,11.9482,13.7130659259,7.5554,13.8389333333
621.28,14.8736666667,48.1232333333,7.69020000001,37.6699,7.42185333333,11.9491333333,13.684597037,7.5372,13.8128
621.62,14.9775,48.1875666667,7.78506666667,37.7637,7.51930666666,12.0808,13.791022963,7.65953333333,13.9547333333
621.95,15.0979,48.2540333333,7.86053333333,37.7933666667,7.61366666667,12.1651333333,13.8868874074,7.7358,14.0587333333
622.28,15.1204333333,48.316,7.93906666667,37.8301333333,7.67706666667,12.2220666667,13.9678622222,7.74826666667,14.1317333333
622.62,15.1214,48.3119333333,7.88773333333,37.8487,7.65352,12.2126,13.9761051852,7.71433333333,14.1268
622.95,15.1673333333,48.3724333333,7.94940000001,37.9176,7.71124,12.2961333333,14.0315451852,7.73613333333,14.1854
623.28,15.2015666667,48.3739666667,7.91573333333,37.9009333333,7.71318666667,12.2949333334,14.0416414815,7.7508,14.2409333333
623.62,15.1684,48.2431,7.87586666666,37.8066,7.67801333333,12.2888666667,14.0597296296,7.72753333333,14.2175333333
623.95,15.1176666667,48.1842,7.84213333334,37.7196333333,7.65721333333,12.2852666667,14.0188955555,7.68766666667,14.1818666667
624.28,15.115,48.1419333333,7.83093333334,37.6968666667,7.65308,12.2894,14.04632,7.6674,14.1864
624.62,15.0412666667,48.0351333333,7.77553333334,37.6027,7.59553333333,12.2448666667,13.9855977778,7.618,14.135
624.95,15.1015666667,48.0227666667,7.8382,37.6153333333,7.65110666667,12.3313333333,14.0597251852,7.69873333333,14.1923333333
625.28,15.0439,47.9604333333,7.74873333333,37.5383333333,7.57558666667,12.2238,13.9991555556,7.5766,14.0658666667
625.61,14.9788,47.8575666667,7.71626666667,37.4549333333,7.55188,12.1702666667,13.9706074074,7.55226666667,14.008
625.95,14.9425,47.8488666666,7.6386,37.4782666667,7.46282666667,12.1396,13.9401088889,7.4968,13.9437333333
626.28,14.979,47.8661666667,7.68600000001,37.4779,7.50813333333,12.2133333333,13.9947940741,7.54333333333,13.9792666667
626.61,15.073,47.9413,7.73833333333,37.5583666667,7.59585333333,12.2746666667,14.0860133333,7.62813333333,14.0773333333
626.94,15.1239333334,48.0305666667,7.79900000001,37.6215333333,7.65304,12.3354666667,14.1717518518,7.69946666667,14.1334
627.28,15.1960666667,48.1240333333,7.92273333334,37.7037,7.73902666667,12.3896,14.2735851852,7.815,14.2411333333
627.61,15.2612,48.1835666667,7.96986666668,37.8119,7.75138666667,12.4256,14.3486940741,7.85273333333,14.2374
627.94,15.3033666667,48.2626,7.97053333333,37.8375,7.77565333333,12.4364666667,14.33862,7.85073333333,14.256
628.27,15.3309333333,48.2821,7.98326666667,37.9000333333,7.78621333333,12.4542,14.3824407408,7.875,14.2793333333
628.61,15.3077333333,48.2794666667,7.95253333333,37.8833333333,7.75690666667,12.4078666667,14.3707392593,7.8246,14.2556
628.94,15.3273666667,48.3661,8.01133333333,37.9361333333,7.79644,12.4603333333,14.4124688889,7.8998,14.2923333333
629.27,15.3406666667,48.4739,7.99753333334,38.0464333333,7.77046666667,12.4733333333,14.4123333333,7.872,14.3312
629.60,15.407,48.5201333333,8.04526666667,38.0838333333,7.84370666667,12.4932,14.4319525926,7.95326666667,14.397
629.94,15.4373,48.5965,8.04846666666,38.1294,7.85332,12.4824666667,14.4562266667,7.942,14.4224
630.27,15.345,48.5463666667,7.99960000001,38.0531333333,7.81352,12.4432666667,14.4279562963,7.89846666667,14.3796
630.60,15.3072333333,48.4809666667,7.99353333333,38.0456666666,7.79122666667,12.3759333333,14.3859118518,7.843,14.3721333333
630.93,15.2715333333,48.4655666667,7.89719999999,38.0575,7.71921333333,12.3148,14.2979333333,7.74393333333,14.3128666667
631.26,15.2220666667,48.4405666667,7.85479999999,38.0193,7.70785333333,12.2810666667,14.2618422222,7.71246666667,14.3342
631.60,15.1543,48.341,7.81273333333,37.9777666667,7.64153333333,12.2295333333,14.2119755556,7.69793333333,14.2763333333
631.93,15.2139333333,48.4096333333,7.8818,37.9941,7.71882666667,12.3088,14.2774533333,7.74493333333,14.3575333333
632.26,15.2439666667,48.4811333333,7.9042,38.0783,7.73128,12.3012,14.2844518519,7.79473333333,14.373
632.59,15.2368666667,48.4571333333,7.8794,38.0597333333,7.69893333333,12.2951333333,14.282577037,7.77546666667,14.4202
