wavelength,Back_SpoPerf,Belly_SpoPerf,Breast_SpoPerf,Crissum_SpoPerf,Crown_SpoPerf,DorTail_SpoPerf,Patch10_SpoPerf,Patch11_SpoPerf,Rump_SpoPerf,Throat_SpoPerf,WingTip_SpoPerf
572.15,17.15175,68.9404166667,39.4492083333,56.3054166667,13.47125,13.1534166667,14.8114166667,25.5446666667,19.1630972222,35.0815833333,13.3282916666
572.49,17.1475,68.91875,39.4485,56.32475,13.4875,13.1617083333,14.801,25.5435833333,19.1866666667,35.06975,13.3325
572.83,17.1851666667,68.96,39.4520833333,56.3740833333,13.5071666667,13.1958333333,14.8210833333,25.5684166667,19.2058055556,35.06375,13.3413333333
573.17,17.22325,69.0143333333,39.504,56.4274166667,13.5459166666,13.2144166666,14.8698333333,25.6145833333,19.239125,35.0955,13.3890833333
573.51,17.249,69.1346666667,39.5649166667,56.4743333333,13.6026666667,13.260125,14.93375,25.6778333333,19.2834027778,35.1756666667,13.4355
573.85,17.27625,69.0970833333,39.5573333333,56.4828333333,13.6165833334,13.2714583333,14.9660833333,25.7006666667,19.3299444444,35.14125,13.4380833334
574.19,17.33675,69.1308333333,39.6259583333,56.5483333334,13.6680833333,13.3121666667,15.0314166667,25.7758333333,19.3998194445,35.1908333333,13.4949166667
574.53,17.41125,69.2606666667,39.739625,56.6469166667,13.779,13.3885416667,15.1153333333,25.8501666666,19.5030416667,35.2943333333,13.5884166667
574.87,17.4735833333,69.3215,39.8102916667,56.7143333333,13.8318333333,13.44,15.1880833333,25.9269166667,19.5575138889,35.35925,13.6550416667
575.21,17.4605,69.253,39.768375,56.645,13.815,13.4498333333,15.1605833333,25.9211666667,19.5145694444,35.27475,13.6297083333
575.55,17.4520833334,69.2421666667,39.7671666667,56.6718333334,13.8151666667,13.424,15.1438333333,25.9413333333,19.4957916667,35.254,13.625625
575.89,17.4928333333,69.32725,39.81675,56.7406666667,13.866,13.4628333333,15.1955,25.9935833334,19.5656944444,35.304,13.669125
576.22,17.5364166667,69.3036666667,39.820625,56.6898333333,13.8785,13.4905,15.22125,26.0215833333,19.5609722222,35.27475,13.6979583333
576.56,17.5363333334,69.3095,39.8619583333,56.6828333333,13.8898333333,13.4988333333,15.242,26.0559166666,19.5814861111,35.31,13.7040833333
576.90,17.5399166667,69.2260833333,39.82275,56.61425,13.88225,13.5125,15.2381666667,26.0235,19.5912083333,35.2559166667,13.6672916667
577.24,17.5231666667,69.1415,39.7865833333,56.5629166666,13.8788333333,13.5173333333,15.2226666667,26.0093333333,19.5952638889,35.1915833333,13.6556666666
577.58,17.574,69.2340833333,39.87025,56.63,13.9225,13.596625,15.2725,26.08875,19.6455694444,35.29,13.7471666666
577.92,17.5568333333,69.1745833334,39.8252083333,56.5539166667,13.90775,13.571125,15.2470833333,26.0776666666,19.6232361111,35.2500833333,13.7642916667
578.26,17.5968333333,69.0903333333,39.8543333333,56.54425,13.9315833333,13.5815416667,15.2953333333,26.1209166667,19.6638472222,35.2505833334,13.8069583333
578.60,17.5710833333,69.0503333333,39.8505,56.54575,13.8944166667,13.5665,15.2480833333,26.0971666667,19.6465555556,35.2081666667,13.77175
578.94,17.6054166667,68.9840833334,39.841375,56.5443333333,13.9393333333,13.5670416667,15.3039166667,26.0934166667,19.6851805556,35.2534166667,13.7900416666
579.28,17.6818333333,69.0198333333,39.9272083333,56.5825833334,14.0251666666,13.6432916667,15.3953333333,26.173,19.7735555556,35.30875,13.8662916667
579.61,17.67925,69.0259166667,39.953375,56.5469166666,14.0080833333,13.6355,15.3900833333,26.1754166667,19.7779444445,35.2876666667,13.8662916667
579.95,17.6295833333,68.9810833333,39.92,56.51325,13.9914166667,13.6042916667,15.3465833334,26.1605833334,19.7675694444,35.2611666666,13.805
580.29,17.6119166666,68.9110833333,39.8539583333,56.453,13.9771666667,13.58675,15.3439166667,26.1271666667,19.7504444445,35.222,13.758125
580.63,17.5939166666,68.89025,39.868,56.4801666666,13.9979166667,13.6115,15.3361666666,26.1519166666,19.7596111111,35.2175833333,13.7962083333
580.97,17.6205833333,68.8763333333,39.8748333333,56.5083333333,14.0125,13.6225833333,15.3420833334,26.1839166667,19.7675138889,35.2398333333,13.8133333334
581.31,17.62525,68.8840833333,39.821375,56.4983333333,13.9976666666,13.5698333333,15.3124166667,26.1496666667,19.7637777778,35.2018333333,13.7647916667
581.65,17.6156666667,68.9271666666,39.8320833333,56.5614166667,13.9678333334,13.541125,15.3163333333,26.1575833333,19.7589305556,35.2078333334,13.701375
581.98,17.53275,68.9371666667,39.689125,56.5004166666,13.8834166667,13.4540833333,15.2255833333,26.0689166667,19.6598472223,35.13875,13.6018333334
582.32,17.5425833333,68.87025,39.6494583333,56.44925,13.9125833333,13.4565833333,15.23775,26.0393333333,19.6656388889,35.1254166666,13.5881666667
582.66,17.52675,68.8995,39.637125,56.4320833333,13.89475,13.433625,15.20275,26.0528333334,19.64625,35.0930833333,13.56425
583.00,17.4945,68.9494166667,39.6205833333,56.46175,13.8675,13.41525,15.1515,26.03275,19.6075972222,35.07525,13.49975
583.34,17.5369166667,68.9625,39.654375,56.522,13.9390833333,13.4651666667,15.19375,26.0883333334,19.6768194444,35.104,13.5326666666
583.68,17.5710833333,68.9575,39.671,56.56725,13.98225,13.484875,15.256,26.0818333333,19.6919722222,35.1198333333,13.6017083333
584.01,17.6293333333,69.00275,39.7437083333,56.65475,14.0338333333,13.4995416667,15.27925,26.101,19.7320277778,35.1735,13.6478333333
584.35,17.6638333333,69.0520833333,39.781125,56.6448333333,14.0390833333,13.4701666667,15.31275,26.1319166667,19.7505416667,35.2078333333,13.6445
584.69,17.6695,69.1530833333,39.8394583333,56.7374166666,14.0568333333,13.4795416667,15.3689166667,26.1536666667,19.7900416667,35.24825,13.6484166667
585.03,17.6948333334,69.2773333334,39.9784166667,56.8775,14.0945,13.5442083333,15.4500833334,26.2456666667,19.8437916667,35.29875,13.6901666667
585.37,17.7134166666,69.3111666667,40.0262083333,56.8729166666,14.1383333334,13.5948333333,15.4938333334,26.2715,19.8901666667,35.3158333333,13.7300416667
585.70,17.7413333333,69.2330833333,40.0962083333,56.8329166667,14.1439166667,13.6067916667,15.512,26.2740833333,19.9035972222,35.2916666667,13.7437083333
586.04,17.7549166667,69.2883333333,40.149125,56.85975,14.1475,13.6269583333,15.5476666667,26.3210833333,19.9115,35.2934166667,13.7822083334
586.38,17.7948333333,69.3410833333,40.2193333333,56.91175,14.1758333333,13.6425833333,15.5954166667,26.368,19.9694027777,35.3335,13.8031666667
586.72,17.9524166667,69.33825,40.309375,56.98075,14.3246666667,13.7792916667,15.7564166667,26.4871666667,20.126625,35.4409166666,13.944625
587.06,17.88525,69.33375,40.3147083333,56.9920833333,14.246,13.7030833333,15.7068333333,26.4495833333,20.0498055556,35.3856666666,13.881375
587.39,17.8945,69.3985,40.379375,57.0150833333,14.2545,13.7374166667,15.7195833333,26.5124166667,20.0913055556,35.4251666667,13.9014166667
587.73,17.8884166667,69.4209166667,40.4169166667,57.0568333333,14.25225,13.7803333333,15.7351666667,26.5500833333,20.113,35.4264166667,13.9479166667
588.07,17.9049166666,69.3828333333,40.3943333333,57.0701666667,14.24875,13.79425,15.7163333333,26.5254166667,20.1008888889,35.38775,13.961125
588.41,17.9114166667,69.343,40.3805,57.0129166666,14.22125,13.802125,15.6811666667,26.4990833333,20.0788055555,35.35025,13.9518333333
588.74,17.9343333334,69.3184166666,40.375,56.9760833334,14.2348333334,13.7752916667,15.66425,26.517,20.0642361111,35.3314166667,13.956125
589.08,18.0018333333,69.4101666667,40.45425,57.09475,14.257,13.8569166667,15.7283333333,26.571,20.1099305555,35.4025,13.9945416667
589.42,18.0840833334,69.5493333333,40.5705416667,57.2539166666,14.3343333333,13.9528333333,15.8203333333,26.6645833333,20.2081666667,35.54275,14.0732083333
589.76,18.095,69.5861666667,40.626625,57.3195833333,14.3564166667,13.9524166667,15.8176666667,26.6573333333,20.2357777778,35.56375,14.0614583333
590.09,18.1010833333,69.5698333333,40.6499583333,57.3293333334,14.3873333333,14.013875,15.8253333333,26.6514166667,20.2529861111,35.6136666666,14.111
590.43,17.94675,69.5709166667,40.5671666667,57.2738333333,14.2263333334,13.8704166666,15.6560833333,26.544,20.1286666667,35.4774166667,13.9684583333
590.77,18.022,69.5565833334,40.6096666667,57.2473333333,14.2608333333,13.9210416666,15.7103333333,26.5813333333,20.1662638889,35.53,14.0470416666
591.11,18.0365833333,69.5535833333,40.5768333333,57.2443333333,14.23275,13.9040416667,15.7008333333,26.54925,20.1673194445,35.5245,14.0395416667
591.44,18.0343333333,69.5635,40.5383333333,57.2298333333,14.2029166667,13.8752083333,15.6794166666,26.5248333333,20.139125,35.5250833333,13.9742916667
591.78,18.0351666666,69.57975,40.5545416667,57.2171666667,14.19125,13.8712916667,15.6923333333,26.5505833333,20.17,35.5473333333,13.9848333333
592.12,18.05925,69.64425,40.57875,57.28675,14.23725,13.8915416667,15.724,26.5830833333,20.2093333333,35.5673333333,13.9955833333
592.46,18.0648333333,69.55275,40.6012083333,57.23975,14.2523333334,13.9556666667,15.77525,26.5644166667,20.2441666667,35.5771666667,14.0135416667
592.79,18.0245,69.4830833333,40.517375,57.1691666667,14.1963333334,13.906375,15.7223333334,26.4953333333,20.1935694444,35.5250833333,13.938
593.13,17.9333333333,69.4111666667,40.4414166667,57.0945833334,14.114,13.8437916667,15.6440833334,26.4360833333,20.1065416667,35.426,13.856
593.47,17.9450833333,69.3543333333,40.3865833333,57.0853333333,14.1001666667,13.8394583333,15.6371666666,26.454,20.0930694444,35.3955,13.8517083333
593.80,17.9513333333,69.3400833333,40.349875,57.0590833333,14.08675,13.810625,15.6280833334,26.47225,20.0966111111,35.3263333333,13.7859583333
594.14,17.9554166667,69.2874166667,40.3445833333,57.0403333333,14.12325,13.8122083333,15.651,26.44375,20.1173888889,35.3263333333,13.8091666667
594.48,17.9545,69.4119166667,40.3702916667,57.1186666667,14.119,13.8445416666,15.6664166667,26.4276666667,20.1226388889,35.335,13.7689166667
594.81,17.9669166667,69.38825,40.380125,57.1220833333,14.127,13.8603333333,15.7055833334,26.48475,20.1470277778,35.3444166667,13.7865833333
595.15,18.0050833333,69.37025,40.4008333333,57.1194166667,14.15225,13.9095833333,15.7540833333,26.4898333333,20.1795,35.307,13.81675
595.49,18.1080833333,69.5405,40.521375,57.2885833333,14.2414166667,14.0111666667,15.8590833334,26.594,20.2689166667,35.4039166667,13.8882083333
595.82,18.1488333333,69.5831666667,40.5479583334,57.3429166667,14.247,14.03225,15.9161666666,26.6676666666,20.3243888889,35.4348333333,13.91675
596.16,18.1688333333,69.6778333333,40.5532083333,57.3831666667,14.2709166666,14.0384583333,15.9105,26.6883333333,20.331375,35.4263333333,13.940375
596.50,18.1721666667,69.6365,40.5783333333,57.3904166667,14.2820833334,14.0539583333,15.9354166667,26.7064166667,20.3547638889,35.4125,13.9859166667
596.83,18.197,69.6265,40.5578333333,57.3748333333,14.2843333333,14.0677083333,15.9526666667,26.7133333334,20.3920694445,35.3784166666,13.9955
597.17,18.2350833333,69.7840833333,40.6363333333,57.45775,14.3093333333,14.1380416667,16.005,26.7475,20.4492777777,35.4595833333,14.0230416667
597.51,18.2281666667,69.8386666667,40.676125,57.5025,14.3051666667,14.1445,16.0185,26.7524166666,20.4594166667,35.4836666666,14.0497916667
597.84,18.2985,69.9204166667,40.75775,57.5590833333,14.334,14.2325416667,16.1023333333,26.8118333333,20.5105138889,35.5724166666,14.1
598.18,18.3055,69.8429166667,40.7284583333,57.5615,14.3551666667,14.2375,16.12025,26.8559166667,20.541125,35.559,14.1464583334
598.52,18.383,69.9525833334,40.8325,57.6645,14.44625,14.2979166666,16.1744166667,26.9191666667,20.61425,35.6184166666,14.1927083333
598.85,18.391,69.9861666667,40.8750833333,57.6916666666,14.471,14.2987083333,16.1856666667,26.97525,20.6629861111,35.6569166666,14.2265416667
599.19,18.35575,69.8934166666,40.8240833334,57.6370833333,14.4553333334,14.2495833333,16.1508333333,26.92425,20.6455416667,35.6281666667,14.1955416666
599.53,18.3441666667,69.86825,40.83575,57.62075,14.4356666667,14.253875,16.128,26.864,20.626875,35.6265833333,14.1939583333
599.86,18.3299166666,69.7781666666,40.805,57.59025,14.4069166666,14.2468333334,16.103,26.86625,20.6346805555,35.6511666667,14.1783333333
600.20,18.35375,69.8295,40.8003333333,57.5975833333,14.4579166667,14.261375,16.1010833334,26.885,20.6685833333,35.6606666667,14.1930416667
600.53,18.4491666667,69.9964166667,40.9425416667,57.7505,14.54525,14.3049583333,16.1715,26.9936666667,20.7580138889,35.7571666667,14.2672083333
600.87,18.4265,69.989,40.965625,57.7595833333,14.5294166667,14.2882083333,16.16175,26.9966666667,20.7504305556,35.7109166667,14.27775
601.21,18.4708333334,70.0721666667,41.004875,57.7998333333,14.5610833334,14.3146666667,16.1883333333,27.0298333333,20.7854722222,35.719,14.332875
601.54,18.4828333333,70.0571666667,40.9687916667,57.7814166667,14.5516666667,14.294,16.1691666666,26.9985833333,20.7818194445,35.6790833334,14.3295833333
601.88,18.5171666667,70.1203333334,40.992625,57.81025,14.5666666667,14.3254583333,16.2124166667,27.0175,20.8006111111,35.6939166666,14.3395
602.21,18.5475833334,70.1345833333,41.0082916667,57.843,14.5361666667,14.3852916667,16.24125,27.0103333334,20.8080416667,35.6899166666,14.3665416667
602.55,18.5675833333,70.1031666667,41.01275,57.8035,14.5005833333,14.3927083334,16.2625833334,26.9921666667,20.7939444445,35.6741666667,14.36125
602.88,18.5394166666,70.11375,41.0026666667,57.79125,14.464,14.39075,16.2706666667,26.9603333333,20.7509305556,35.6295,14.3089166666
603.22,18.5073333333,70.05725,40.9323333333,57.7131666667,14.4769166667,14.3720833333,16.2248333333,26.96625,20.745375,35.5698333333,14.310875
603.56,18.5344166667,70.18375,40.973875,57.8285,14.497,14.368625,16.2558333333,26.99975,20.7654861111,35.5854166667,14.3359166667
603.89,18.5230833333,70.1895,40.968,57.83125,14.5190833333,14.3715,16.25875,27.0150833333,20.7570555556,35.56925,14.3625416667
604.23,18.5201666667,70.0863333333,40.94725,57.7470833333,14.532,14.3918333334,16.2628333333,27.0044166667,20.7728333334,35.5414166667,14.383875
604.56,18.5200833334,70.0700833333,40.923625,57.7275,14.5375,14.3874166667,16.2875833333,26.9865,20.7868055556,35.5325833333,14.36675
604.90,18.5361666667,70.064,40.9718333333,57.7893333333,14.5515,14.4152916667,16.3124166667,27.0063333333,20.7956527778,35.52975,14.3734583333
605.23,18.5703333333,70.129,41.035375,57.87625,14.6025833333,14.4864583333,16.3926666667,27.0904166667,20.8392222222,35.57125,14.4475
605.57,18.5864166666,70.1539166667,41.0644583333,57.9143333333,14.6339166667,14.4929166667,16.411,27.11775,20.8792361111,35.60325,14.4659166667
605.90,18.498,70.12575,40.9758333333,57.8256666667,14.5913333333,14.3982916667,16.35625,27.07975,20.8313055556,35.50375,14.3905416667
606.24,18.4605,70.17075,40.929375,57.8335833333,14.5896666667,14.3809583333,16.3288333333,27.0973333333,20.8185972222,35.4871666666,14.338625
606.58,18.4836666667,70.2013333333,40.9453333333,57.871,14.62075,14.3981666667,16.2941666667,27.1571666666,20.8720972222,35.4929166666,14.3578333333
606.91,18.5715833333,70.3648333333,41.0692916667,57.9971666667,14.6905,14.4916666666,16.4113333333,27.2540833333,20.9572777778,35.59,14.4117083334
607.25,18.6274166666,70.3571666667,41.115375,57.9966666667,14.7343333333,14.5577916667,16.49175,27.2773333333,21.0170694445,35.62,14.4277916667
607.58,18.6614166667,70.4061666667,41.1641666667,58.0674166667,14.7168333333,14.5745,16.5103333333,27.3028333333,21.0508888889,35.666,14.4206666666
607.92,18.6638333333,70.4575833333,41.1755833334,58.1338333333,14.7231666667,14.6035,16.5505,27.3215833333,21.0441666667,35.679,14.422125
608.25,18.7178333333,70.4455833333,41.219625,58.1768333333,14.7829166667,14.6691666666,16.5774166666,27.3846666666,21.1067638889,35.7386666667,14.4662916667
608.59,18.68725,70.3365,41.149375,58.0510833333,14.8013333333,14.6495416667,16.5504166667,27.3935833334,21.100125,35.7198333333,14.4611666666
608.92,18.659,70.2750833334,41.1516666667,57.9986666667,14.80575,14.639125,16.5165833333,27.3979166666,21.1034861111,35.6891666667,14.4299583333
609.26,18.651,70.1205833333,41.1170833333,57.8663333333,14.8193333334,14.6485833334,16.4840833333,27.3708333333,21.0865555556,35.644,14.4250833333
609.59,18.68275,70.0526666667,41.1380416667,57.86625,14.9121666667,14.7108333333,16.5155,27.391,21.1188194444,35.6891666667,14.497625
609.93,18.7244166667,69.9800833333,41.1470833334,57.8573333333,14.9725,14.762,16.53975,27.3845833334,21.1654305555,35.67625,14.5671666667
610.26,18.69075,69.8741666666,41.1014166666,57.735,14.9675,14.7391666667,16.5235,27.3451666667,21.1151388889,35.6224166666,14.553125
610.60,18.6061666667,69.6824166667,41.0002916666,57.5988333334,14.92,14.6605833333,16.4401666667,27.2468333334,21.0229027778,35.525,14.4978333333
610.93,18.5259166667,69.578,40.921125,57.5150833333,14.87825,14.59425,16.3368333333,27.1981666666,20.9546527778,35.4291666667,14.4685
611.27,18.5445,69.5248333334,40.919875,57.4905,14.92875,14.631125,16.3551666666,27.2298333333,20.9715138889,35.4323333334,14.501625
611.60,18.5106666666,69.47225,40.8601666667,57.4110833333,14.9094166666,14.5913333334,16.2831666667,27.1929166667,20.9389305555,35.4063333333,14.4355
611.93,18.4768333333,69.3274166667,40.7934166667,57.3160833333,14.9306666666,14.591375,16.2658333333,27.13925,20.8988055555,35.3543333333,14.486
612.27,18.5364166666,69.4069166666,40.82575,57.4041666667,14.9505833333,14.6647916667,16.3125,27.145,20.9244583333,35.39775,14.497125
612.60,18.5811666666,69.4011666667,40.83475,57.4265,14.964,14.701375,16.32775,27.1646666667,20.9590277778,35.4218333333,14.5179583334
612.94,18.53475,69.3535833333,40.775,57.381,14.9006666667,14.682,16.28375,27.0780833333,20.8853888889,35.3220833333,14.47225
613.27,18.55225,69.2874166667,40.7479166667,57.3125,14.8490833333,14.6810833333,16.2971666666,27.0599166667,20.8779861111,35.2700833334,14.416625
613.61,18.5306666667,69.2508333333,40.7169166667,57.2711666667,14.84425,14.6366666667,16.2965833334,27.06375,20.8332916667,35.2201666667,14.4165
613.94,18.618,69.39675,40.858625,57.4490833333,14.9176666667,14.7492916667,16.4154166667,27.1728333333,20.9735138889,35.34225,14.52675
614.28,18.68,69.451,40.903625,57.5431666667,14.9408333333,14.8042083333,16.4795,27.24375,21.0505277778,35.3866666667,14.559125
614.61,18.7370833334,69.4254166667,40.9197916666,57.5249166667,14.9774166667,14.849625,16.5325833334,27.2489166667,21.1068333334,35.3804166667,14.57875
614.94,18.7185833333,69.3691666667,40.89575,57.478,14.93925,14.7510416667,16.4966666667,27.1791666667,21.0803194444,35.3274166667,14.4940416667
615.28,18.7450833333,69.4935833334,41.028875,57.63375,14.97275,14.8219166667,16.56575,27.2295833333,21.142875,35.4129166667,14.578875
615.61,18.73925,69.5445833334,41.0145416667,57.6329166666,14.882,14.7838333333,16.5821666667,27.2476666666,21.1320138889,35.3668333333,14.5217916667
615.95,18.7065,69.53,41.0139166666,57.64575,14.8808333333,14.761,16.60075,27.2535,21.1561527778,35.3521666667,14.5461666667
616.28,18.7540833333,69.52375,41.036375,57.6501666667,14.90875,14.778,16.665,27.3060833333,21.1889861111,35.34725,14.5711666667
616.61,18.9001666667,69.7565833333,41.18625,57.836,15.031,14.8927083333,16.83375,27.5115833333,21.3463055555,35.5044166667,14.7151666667
616.95,18.9489166667,69.8584166667,41.2766666667,57.9431666667,15.0854166666,14.9179166667,16.8705,27.6004166667,21.4256666667,35.5715833333,14.8139583333
617.28,19.0395833334,69.9621666667,41.4082916667,58.0846666666,15.1614166667,15.0029166667,16.9874166667,27.7233333333,21.5383888889,35.6885833334,14.8570416667
617.62,19.0139166667,69.821,41.292125,58.0250833333,15.1169166666,14.9140416667,16.9498333333,27.6331666667,21.4654722222,35.56475,14.8167916667
617.95,19.0745,69.8495833333,41.378125,58.0639166667,15.1536666667,14.946125,16.9954166667,27.6801666667,21.5060138889,35.5758333333,14.8729166667
618.28,19.11225,69.88425,41.445375,58.13925,15.1886666667,14.9665,17.04125,27.7253333333,21.5393194444,35.6471666667,14.907375
618.62,19.1614166667,70.0188333334,41.5407083333,58.254,15.24825,15.070625,17.1143333334,27.7931666667,21.5976388889,35.7161666667,15.002875
618.95,19.2338333333,69.89475,41.476375,58.2018333333,15.2893333334,15.0911666667,17.1495,27.811,21.6516527778,35.6989166667,15.022
619.28,19.2953333333,69.9803333334,41.5525833333,58.264,15.3935,15.140625,17.1866666667,27.9065,21.7300833334,35.7465833333,15.0680833333
619.62,19.3690833333,69.9968333333,41.5963333334,58.2953333333,15.4095,15.1627916667,17.2283333333,27.95975,21.7737222222,35.76275,15.115375
619.95,19.33675,69.9714166667,41.539875,58.217,15.36925,15.115,17.161,27.9038333334,21.7393194445,35.69575,15.139625
620.28,19.2795833334,69.8939166667,41.4807916666,58.2256666667,15.33025,15.0537916666,17.09375,27.8391666667,21.7015,35.6379166666,15.054125
620.62,19.28725,69.9194166666,41.4814166667,58.2613333333,15.3209166666,15.0714583333,17.0890833334,27.8209166666,21.6815416667,35.6480833333,15.03275
620.95,19.24975,69.9408333333,41.4572083333,58.2691666667,15.2783333333,15.0765833333,17.0480833333,27.77375,21.6403888889,35.6325,15.03775
621.28,19.2235,70.0179166666,41.4841666666,58.28875,15.2691666667,15.106625,17.0503333333,27.78275,21.625,35.6999166666,15.030125
621.62,19.2225,70.1721666667,41.5217916667,58.3806666667,15.2685833333,15.1169583333,17.0680833333,27.8018333333,21.6665694444,35.79125,15.03
621.95,19.19125,70.1581666667,41.468875,58.3705833333,15.241,15.115,17.05875,27.7760833333,21.6364305556,35.7593333333,14.9914166667
622.28,19.1363333333,70.0375,41.4095833333,58.28175,15.1491666667,15.0882083333,17.00975,27.7545833333,21.6210138889,35.71575,14.9520416667
622.62,19.1085,70.08325,41.4241666666,58.28025,15.1095,15.0805833333,16.9900833333,27.7570833333,21.5708055556,35.6658333333,14.9140416667
622.95,19.1405833334,70.2443333333,41.5155,58.4431666667,15.1204166667,15.0920416667,16.99575,27.76625,21.5877222222,35.7533333333,14.9633333333
623.28,19.0976666667,70.1399166666,41.4169583334,58.3409166667,15.0841666667,15.0806666667,16.9594166667,27.6878333333,21.5732083333,35.6918333333,14.907375
623.62,19.125,70.21525,41.481375,58.4723333334,15.1626666667,15.1208333333,17.0230833333,27.6974166667,21.6188611111,35.7998333333,14.8719166666
623.95,19.1893333333,70.18375,41.5565,58.4368333333,15.2325833334,15.20475,17.0960833334,27.7244166667,21.6869861111,35.8358333333,14.931625
624.28,19.1795,70.1641666667,41.5867083334,58.42,15.2320833333,15.2372083333,17.1260833333,27.7086666667,21.7160694444,35.80525,14.9382083333
624.62,19.2206666667,70.2295833333,41.6762916667,58.4605,15.26375,15.2717916667,17.15425,27.7478333333,21.7514722222,35.845,14.9765
624.95,19.3005833333,70.3279166666,41.7896666666,58.51825,15.3254166667,15.3264583333,17.2240833333,27.8313333333,21.8725972222,35.90325,15.0403333334
625.28,19.2659166667,70.2728333333,41.754,58.3965,15.3248333333,15.2994583333,17.2190833333,27.7783333333,21.7987222222,35.82225,15.0055
625.61,19.26025,70.372,41.815625,58.4303333333,15.2861666667,15.2727916667,17.2090833333,27.797,21.7814027778,35.8129166667,14.98075
625.95,19.3049166667,70.4428333333,41.8980833333,58.4859166667,15.331,15.297875,17.2754166667,27.8273333333,21.7993888889,35.8584166667,15.0018333333
626.28,19.3650833333,70.5560833334,41.976125,58.5680833333,15.4276666667,15.374875,17.37675,27.8783333333,21.865125,35.8840833333,15.074375
626.61,19.3935,70.5048333333,41.9825,58.50125,15.4375833334,15.4094166666,17.4264166666,27.8790833333,21.8849444444,35.8385,15.049875
626.94,19.44675,70.5824166667,42.0987083333,58.61175,15.5003333333,15.4479166667,17.4823333333,27.9376666667,21.9374861111,35.9045833333,15.1352916666
627.28,19.4923333333,70.6791666667,42.1532083333,58.652,15.535,15.5262083334,17.5204166667,27.99,21.9722083333,35.9434166667,15.2051666667
627.61,19.5124166667,70.7335833333,42.1675416667,58.7125,15.5564166666,15.5387083333,17.5648333333,28.0428333333,22.0021527778,35.9804166667,15.2314583333
627.94,19.58775,70.8289166667,42.2184583334,58.8063333333,15.6181666667,15.5607916667,17.6119166667,28.1419166667,22.0492083334,36.0601666667,15.2627916667
628.27,19.6265,70.7984166667,42.1949583334,58.8068333333,15.6331666667,15.5877083333,17.6524166666,28.1689166667,22.0928888889,36.07,15.2782083333
628.61,19.6321666667,70.637,42.11675,58.7554166667,15.6539166667,15.6194166667,17.6751666667,28.1783333333,22.0616111111,36.01675,15.2711666667
628.94,19.7024166667,70.6418333333,42.1641666667,58.8603333333,15.6790833334,15.7119583334,17.7225,28.2390833334,22.1610694444,36.0671666667,15.376125
629.27,19.72975,70.6215,42.181375,58.904,15.7556666666,15.7697916667,17.7579166667,28.2656666667,22.2007361111,36.09625,15.4391666667
629.60,19.75525,70.6638333333,42.1948333333,58.9578333333,15.7755833333,15.8009583333,17.7695,28.2885,22.2259861111,36.1335833333,15.4492083333
629.94,19.7218333333,70.5473333333,42.1465833334,58.8986666667,15.7051666667,15.6973333334,17.6565,28.2090833333,22.1777222222,36.1350833333,15.4034583333
630.27,19.66125,70.4015833333,42.0414166667,58.7564166667,15.6593333333,15.6594166667,17.5858333333,28.1755833333,22.140875,36.0574166667,15.3695833334
630.60,19.6433333333,70.3749166666,41.9949166666,58.688,15.6073333333,15.6609583333,17.5384166667,28.1565833333,22.1159722222,35.9994166667,15.3072083333
630.93,19.5496666667,70.1468333334,41.8294166667,58.5400833333,15.4668333333,15.5312083333,17.4595,28.05875,22.0075972222,35.8401666667,15.18725
631.26,19.4721666667,70.1099166667,41.7555,58.4480833333,15.3658333334,15.42775,17.3465,27.9734166667,21.9099166667,35.7295,15.1166666667
631.60,19.4148333333,70.0598333333,41.762375,58.3815833334,15.3115,15.3966666667,17.33625,27.8870833333,21.8973472222,35.6616666667,15.0833333333
631.93,19.437,70.098,41.8255833333,58.43275,15.3414166667,15.3960833333,17.3538333333,27.9013333333,21.9180138889,35.69125,15.0799583333
632.26,19.4201666666,70.0844166667,41.82375,58.4008333333,15.3019166666,15.3644166667,17.3278333333,27.8251666667,21.8686805556,35.67525,15.0866666667
632.59,19.503,70.2269166666,41.9587916667,58.48675,15.3903333333,15.4092083333,17.4141666667,27.9125,21.9508194445,35.7558333333,15.127
632.92,19.5014166667,70.1528333333,41.897375,58.3570833333,15.3255,15.393375,17.41175,27.8673333333,21.9555,35.7146666666,15.097375
633.26,19.5004166667,70.0605,41.8505416667,58.3419166667,15.3504166667,15.3917916667,17.4045833334,27.85025,21.9740277777,35.6314166667,15.1201666667
633.59,19.5125833334,69.9958333334,41.8452916666,58.3175,15.3571666667,15.439375,17.4718333333,27.8823333334,21.9909444445,35.63175,15.159375
633.92,19.5325833333,70.1315833333,41.8945,58.45425,15.3835,15.493,17.5225833333,27.9199166667,22.04025,35.7111666667,15.2155833334
634.25,19.5390833333,70.1960833333,41.9336666666,58.5473333333,15.4035833333,15.4815,17.5699166667,27.91875,22.0264027778,35.7693333333,15.2232916667
634.58,19.5840833333,70.3379166667,42.0749583333,58.66175,15.521,15.56425,17.6341666666,27.9848333333,22.1211666667,35.85525,15.2959166667
634.91,19.6456666667,70.2325833333,42.0545,58.5983333333,15.5816666667,15.6480833333,17.7086666667,28.0129166666,22.1735833333,35.8551666667,15.3401666667
635.25,19.70925,70.3175,42.0872083333,58.7256666667,15.6519166667,15.7335416667,17.7563333333,28.1071666667,22.2255416667,35.932,15.3884583333
