wavelength,Back_SpoPerf,Belly_SpoPerf,Breast_SpoPerf,Crissum_SpoPerf,Crown_SpoPerf,DorTail_SpoPerf,Patch10_SpoPerf,Patch11_SpoPerf,Rump_SpoPerf,Throat_SpoPerf,WingTip_SpoPerf
183.35,21.789,12.997,25.0380416667,34.7859166667,19.3424166667,4.01370833332,12.1559166667,12.38525,17.3293194444,-6.65124999999,-7.95099999999
183.73,22.5665833333,13.8643333333,26.5855,32.59575,17.18275,2.54425,9.36575000001,10.7669166667,11.1357222222,-5.16241666667,-7.33770833333
184.11,20.9745,14.9010833333,25.3178333333,28.0366666667,13.9125,0.95325,7.62708333333,12.64125,9.22787499999,-5.29658333332,-8.545125
184.49,26.4956666666,17.0226666667,27.88475,27.4929166667,21.1539166667,3.27625,11.1111666667,14.6011666667,12.7255277778,-1.42441666666,-5.51991666667
184.87,13.8615,1.98016666666,18.06925,10.1485833333,9.65341666666,-14.2739166667,-3.05283333332,-1.23766666665,-5.59658333333,-16.4191666667,-23.0198333333
185.25,7.36249999999,-7.60508333333,9.42554166668,2.34650000002,3.07441666666,-17.2734583333,-10.5175833333,-11.4078333333,-12.8911666667,-20.2265833333,-26.4562083333
185.63,6.93216666667,-9.29199999999,5.82595833333,-1.03258333332,1.91725000002,-14.7860833333,-11.1356666667,-13.7168333333,-13.9012083333,-19.69025,-24.557625
186.01,2.98741666666,-11.2420833333,2.31908333332,-6.44641666668,-2.43708333334,-16.7059583333,-14.0723333333,-16.1164166667,-15.9590138889,-22.2483333334,-31.4072083333
186.39,-2.49999999998,-10.5555833333,3.194375,-10.9259166667,-9.53699999998,-18.5648333333,-17.6854166667,-20.4630833333,-20.7561666667,-28.7036666667,-43.9815
186.77,-3.21966666667,-10.322,1.94129166667,-17.89775,-11.17425,-22.3010833333,-24.0530833333,-22.9166666667,-21.1488888889,-30.2084166667,-48.816
187.15,-5.90716666667,-16.4556666667,-1.95145833333,-22.7849166667,-17.9324166667,-28.5335833334,-27.32075,-26.4768333333,-24.4548472222,-36.49775,-58.4389166667
187.53,-20.115,-35.2011666667,-10.344875,-44.9713333332,-36.3505833334,-46.33625,-46.9827499999,-46.6953333333,-43.1753472222,-59.1954999999,-87.0687916668
187.91,-62.2549166665,-90.1960833332,-43.505,-92.8921666666,-84.5587499999,-93.9950416667,-103.431333333,-101.960833333,-90.9722083331,-128.186166667,-168.01475
188.29,-190.833333333,-304.166666667,-174.583333334,-303.333333333,-304.166666667,-284.166666667,-331.666666667,-336.666666667,-287.222222222,-394.166666667,-518.333333333
188.67,329.762,452.381000001,304.761875,453.571416667,496.428666666,429.16675,510.714249999,560.714249999,441.865125,617.857166667,771.428458333
189.05,128.33325,182.77775,145.277666667,188.333333334,215.000083333,171.9445,205.0,230.0,166.203722222,256.111166666,350.277875
189.43,61.86875,83.3332500001,69.4444999999,86.1110000001,96.2120833333,87.3738333334,94.1919166666,103.787916667,72.6010277779,115.151416667,170.580791667
189.81,22.6190833333,50.476,44.4047083333,47.3809999999,66.1904999999,50.9525000001,55.9524166667,55.2381666667,40.5554583333,69.7618333333,136.666666667
190.19,11.1979166668,45.0520833334,36.1979166667,37.2395833333,65.1041666665,47.7864583334,45.5729166666,42.1875,34.0277777778,71.3541666667,127.994791667
190.57,6.45175,48.11825,44.3547916667,35.2150833333,73.3870833332,58.19875,52.1505833334,43.8171666667,32.9301944444,69.0859999998,120.16125
190.95,27.4999999999,70.5555833333,69.5833750001,48.6109166668,101.666666667,87.4999166666,73.3333333332,59.7223333333,56.99075,83.6111666666,133.888916667
191.33,18.4027499999,81.5973333334,71.007,51.0416666665,93.7499166665,83.8542083333,81.2498333333,61.4583333332,54.7454166667,66.66675,144.09725
191.71,0.333333333175,66.6666666665,64.1666666667,34.6666666666,73.0,60.1666666667,75.6666666667,39.6666666667,45.6666666667,45.0,124.0
192.09,-26.3333333333,41.3333333334,42.5,33.0000000002,41.0,38.9999999999,48.3333333334,14.6666666668,31.2777777777,15.6666666666,105.333333333
192.47,-30.3333333333,49.3333333335,40.8333333333,49.6666666667,32.6666666666,48.5000000001,47.6666666666,16.0,43.5,21.3333333333,114.333333333
192.85,-39.9121666665,78.0702499998,46.9299166667,74.5613333333,57.8945833332,71.9297500001,55.2630833334,3.50858333343,73.2456805556,38.5964166667,152.631583333
193.23,-69.1666666666,56.2500000001,17.0833333333,31.2500000001,46.6666666665,45.2083333333,30.0000000001,-10.8333333334,56.9444444444,15.4166666666,105.208333333
193.61,-75.3968333334,69.8412500001,20.833375,36.9047500002,58.3333333332,37.3015833334,36.508,-14.6824999999,64.351736111,8.33333333333,98.0160000001
193.99,-15.5556666667,74.9999166667,43.3333333333,76.389,72.7777499999,71.2501666667,60.0,29.1665833332,76.2962361112,39.4444166666,95.6945416666
194.37,9.188,82.6923333334,54.16675,83.97425,69.2307500001,72.4360416668,63.6751666666,44.6582499999,70.6551805556,48.9315833333,88.9959166668
194.75,17.1473333333,74.1986666668,52.4038333334,72.2757500001,51.1216666667,57.0511666666,53.6859166666,37.4999166667,57.959263889,51.282,71.3942083334
195.13,5.05958333335,54.7619166667,31.5476666667,56.8452500001,31.9939166668,25.446375,30.9525,22.0236666666,44.5435138888,39.137,46.8750416668
195.51,9.16666666668,45.2380833333,30.1190833333,47.3809166666,26.1905,14.6429166667,22.0238333333,18.9285,41.5277777777,36.9049166667,35.7142916667
195.89,9.70475000001,42.7215,27.0569583333,41.66675,23.9450833333,14.9789583333,16.3503333333,15.6118333333,40.6645277778,34.0716666667,30.485125
196.27,21.8136666667,50.9804166667,41.4625,46.6503333333,36.4379166667,25.9394583333,29.6568333333,27.3691666667,48.2025138889,42.8105833333,41.707375
196.65,24.6344166667,53.14325,44.2982916667,46.4911666667,38.01175,27.1199583333,32.4560833333,28.50875,50.5359861111,46.6373333333,42.9458333333
197.03,28.0535,53.1170833333,45.3245416667,47.5190833334,38.2315,29.770875,39.631,31.6793333334,50.8693888889,45.1654166667,42.8435416667
197.40,37.4719166667,58.1653333333,52.8522083333,55.4249166666,43.0089166667,37.919375,47.53925,38.0871666667,54.1293055555,51.5100833333,48.9094583333
197.78,38.5995833333,57.9281666667,54.9769583333,55.2085,43.0555,36.2268333333,47.3379166667,38.07875,53.1058055555,54.1086666667,47.4825833334
198.16,37.018,53.68475,50.5101666667,47.84575,41.6666666667,30.6973333333,42.8005,32.7665,49.0552777778,51.5305833333,41.4399583333
198.54,31.60925,47.41375,45.7184166667,42.8735833333,35.862,24.9138333334,38.8504166667,27.0113333333,43.726,46.55175,35.9194583334
198.92,29.1079166667,45.01175,43.6325833333,40.9623333333,32.7465,24.5305,38.20425,26.17375,42.9087638889,41.9014166667,34.184125
199.30,29.5509166667,43.4396666667,45.153875,42.0804166667,31.974,26.595625,38.357,27.4231666667,42.898013889,42.4940833333,35.28375
199.68,32.84325,43.6274166666,49.724125,45.7721666667,37.3160833334,33.7929166667,41.8505,32.0465833333,43.8930277779,47.6100833333,36.366375
200.06,28.72625,36.17875,45.3929583333,43.225,34.9594166667,28.9972916666,36.924,28.5228333333,36.8902083333,47.2898333333,31.402375
200.44,22.2974166667,22.8978333334,30.930875,32.88275,26.5765833334,19.1440833333,24.69975,17.6426666667,28.2033333332,40.4654166667,18.3934166667
200.82,18.0316666667,14.79875,23.9942916667,28.95125,23.1321666667,14.2240416667,19.6838333334,13.9369166667,20.0312222222,35.4885833333,15.5532916667
201.19,12.3155,6.34216666667,19.5428333333,24.2625,19.5426666666,5.12533333334,7.52208333332,7.52225000001,11.2464166667,32.0058333333,8.5915
201.57,-4.39075000001,-18.7275833333,2.3745,7.1685,3.85325,-17.2939166667,-13.3511666667,-10.1254166667,-5.8392361111,19.4444166667,-10.0356666667
201.95,-8.61425000001,-28.6516666667,-3.97945833334,6.74141666667,-1.49808333333,-17.8840416667,-19.1011666667,-14.7005833333,-9.12933333332,14.5131666667,-16.292125
202.33,-7.21649999998,-23.3678333333,-0.38666666666,11.2543333333,-0.25775,-12.3280416667,-11.1684166667,-5.92774999998,-2.74906944445,14.0894166667,-9.66491666665
202.71,-1.41666666668,-17.3333333333,1.62500000001,14.0,5.91666666667,-5.16666666667,-6.33333333334,-0.333333333342,5.36111111109,14.8333333334,-2.83333333333
203.09,0.2746666667,-18.4065,-2.19783333333,16.4835,7.23433333332,-5.86075,-8.51658333335,-2.28941666665,7.78379166657,18.3151666667,-1.92304166666
203.47,2.62691666665,-15.942,-6.56708333333,17.0290833333,5.88774999999,-6.92920833333,-8.33333333332,-4.34775000002,7.15576388888,13.2245833333,-2.17395833334
203.85,4.25,-9.49999999998,-6.91666666667,20.5833333334,9.83333333332,-4.04166666667,-3.41666666667,-1.66666666665,11.0277777778,10.75,3.0
204.22,10.4519166667,-1.27124999999,0.24725,23.72875,12.5000833333,3.24845833333,6.35600000002,2.68375,16.5254722222,11.8644166666,8.47470833334
204.60,3.6035833333,-4.95483333333,-3.45333333333,19.97,5.10499999999,-1.23866666667,2.77766666667,-4.20425,8.49597222225,5.40533333333,2.36475
204.98,3.3855,-8.33333333333,-10.546875,18.4895833333,0.520833333325,-2.47395833333,-2.34375000002,-6.94449999999,4.81779166668,2.25708333334,-8.85420833334
205.36,-2.49041666668,-16.092,-22.9407083333,12.6436666667,-7.47116666667,-11.2069583333,-9.09958333335,-15.4214166667,-3.43227777777,-9.09958333334,-20.9290833334
205.74,-0.089499999975,-10.6630833333,-25.4480416666,12.3655833333,-5.01791666665,-7.93020833332,-8.87108333335,-13.9785833333,-0.49293055555,-10.5735,-22.5357916667
206.12,-2.10516666668,-13.5088333333,-29.9560833333,3.5965,-10.52625,-13.0702083333,-14.8245,-20.4385833333,-5.20469444443,-16.3158333333,-29.29825
206.50,-11.56875,-27.9411666667,-42.1077916667,-7.15691666666,-24.1175833333,-25.5392916667,-31.5685833333,-37.84325,-18.8888888889,-29.0195,-47.2059583333
206.87,-4.88208333334,-23.1481666667,-28.914125,-5.303,-17.8451666667,-18.9815833333,-25.5050833334,-28.45125,-10.1991805556,-18.6025833333,-38.9309583333
207.25,-14.9039166667,-34.2148333333,-32.7724166667,-14.8238333333,-24.5190833334,-28.4854583333,-35.0961666667,-32.7725,-18.6832361111,-25.9615,-46.43425
207.63,-8.40466666666,-24.4303333333,-19.515625,-9.90033333334,-16.168,-17.4857916666,-27.63525,-21.5813333333,-11.9658194445,-14.9573333333,-36.039875
208.01,-17.4310833333,-37.0029166667,-28.6697083333,-24.4649166666,-30.9631666667,-29.5488333333,-41.3608333333,-33.3334166667,-24.9106666667,-23.0885833333,-49.311875
208.39,-15.5554166667,-34.0475833333,-28.3333333334,-24.7619166667,-30.8730833333,-31.9842916667,-43.7301666666,-30.7143333334,-27.6985416666,-24.9206666667,-49.484375
208.77,-2.52100000001,-20.0280833333,-16.94675,-11.2745833333,-16.3165833333,-18.20725,-27.381,-13.3054166667,-14.8342777778,-11.7645833333,-33.2633333333
209.14,2.44708333333,-13.35975,-8.82920833333,-7.14283333333,-9.92075,-12.5,-21.8915833333,-7.60591666666,-7.50670833332,-7.07675,-23.6109583333
209.52,1.758,-13.7368333333,-5.11066666666,-8.724,-10.1563333333,-7.29174999999,-22.72125,-6.44541666666,-5.14309722222,-2.34358333335,-18.2944166667
209.90,-0.926,-14.021,-3.40595833334,-8.20091666665,-11.4418333333,-8.76316666667,-26.12425,-7.60591666669,-7.79312500003,0.463,-14.8147916667
210.28,0.645916666675,-10.4651666667,2.26108333332,-2.39008333333,-6.65366666666,-6.36295833334,-21.9636666666,-3.42383333332,-4.93113888887,6.26633333333,-9.10854166667
210.66,-2.11750000001,-13.3880833333,-3.14199999999,-5.12300000001,-8.74316666668,-10.2800416667,-26.84425,-6.1475,-8.03722222223,3.62016666668,-10.929
211.03,-12.04625,-23.1024166667,-13.8614166667,-9.65358333333,-17.90425,-20.1319583333,-40.594,-14.1915,-19.9120138889,-2.14516666667,-18.275625
211.41,-6.41666666667,-12.6666666667,-6.20833333333,-1.33333333334,-11.3333333333,-12.7083333333,-31.9166666667,-7.00000000002,-14.2222222222,6.33333333333,-7.12500000003
211.79,-15.2328333333,-19.26525,-18.0555,-6.00366666668,-18.7276666667,-22.177375,-37.6345833334,-15.5018333333,-24.7012777778,-2.95708333333,-11.0215
212.17,-9.72225000001,-9.31383333333,-12.2140833333,0.9805,-9.23216666666,-11.4787083333,-23.69275,-9.8855,-14.760375,0.489999999997,-4.41183333333
212.55,-16.0946666667,-15.8495833333,-18.3414166667,-4.08508333336,-11.9281666667,-14.215625,-29.82025,-17.6471666667,-20.2342222222,-0.816916666658,-9.51779166668
212.92,-47.5108333333,-47.4025,-49.6212916666,-34.9568333333,-40.9091666667,-47.727125,-67.2078333333,-53.7879166667,-47.0597916667,-30.3029166666,-38.365875
213.30,-74.2187499999,-76.6927500001,-76.7576666667,-59.3749166667,-69.0101666667,-80.273375,-98.1770833335,-82.5519166668,-75.4555833334,-58.4634166667,-66.66675
213.68,-61.6665833334,-63.6904166667,-71.5475833333,-49.0475833333,-62.02375,-72.619,-84.28575,-70.71425,-68.1151250001,-55.238,-62.1429166667
214.06,-64.0845833334,-65.8451666666,-76.40825,-52.2301666666,-66.7840833332,-75.1761666667,-84.9765,-75.2348333334,-72.4960972223,-61.6196666666,-67.1361666666
214.44,-70.7030833333,-67.8386666667,-89.7787083334,-59.50525,-73.3074166666,-80.7292083333,-93.0990833334,-80.7292499998,-79.2100833333,-71.4845,-71.0286666666
214.81,-41.6668333333,-36.43175,-54.968,-32.05125,-42.2008333334,-49.3587916667,-56.1965833333,-49.2520833333,-49.5014027778,-42.7349166667,-43.6431666667
215.19,-41.8604166667,-35.4650833333,-52.810125,-33.624,-43.0231666667,-47.674375,-55.4264166666,-49.5154166667,-47.2381944445,-46.5116666667,-45.34875
215.57,-30.3370833334,-30.2433333333,-48.5955833333,-27.0598333333,-35.1125,-41.1516666667,-48.4083333334,-41.76025,-40.3714166666,-43.9138333333,-43.8670833334
215.95,-27.0831666667,-25.2840833334,-40.9564166667,-24.9053333334,-29.6401666667,-36.174125,-47.6325,-37.4051666666,-32.1811527778,-39.678,-43.1817916667
216.32,-35.3333333333,-31.22225,-48.9445,-28.3333333333,-37.6666666667,-44.111125,-64.5555,-45.1111666667,-40.9629305556,-47.6666666667,-48.77775
216.70,-40.4946666667,-37.2393333333,-56.7057916668,-30.599,-48.8280833334,-46.6795416667,-74.9998333333,-51.3020833333,-42.9252222222,-55.20825,-54.55725
217.08,-42.34975,-37.2950833333,-56.2158750001,-28.4155,-56.28425,-42.14475,-72.8140833333,-52.73225,-50.8880000001,-54.9180833333,-59.2897083333
217.46,-35.6558333333,-26.50275,-49.4534583333,-19.2624166667,-47.1311666667,-32.0354583333,-60.519,-47.4041666667,-43.1693055556,-42.4863333333,-53.142
217.83,-34.6666666667,-21.1666666666,-46.4166666667,-12.0000000001,-45.6666666667,-31.25,-61.5000000002,-51.6666666667,-41.9722222223,-39.6666666667,-57.8333333333
218.21,-13.8296666667,1.06383333333,-25.8864583333,8.86525000003,-23.0495833333,-12.0566666667,-36.17025,-28.1914166667,-17.6419027778,-15.0709166667,-42.9965
218.59,14.0930833334,17.8923333333,1.593125,28.3088333333,-1.22541666664,9.31375,-1.34800000002,-0.000166666667501,8.37408333335,12.13225,-12.990125
218.97,16.8920833333,17.79275,3.43462500001,32.9954166667,0.563083333325,12.556375,2.92783333332,3.04058333333,11.6929722222,14.1891666666,-6.813125
219.34,20.7364166667,19.9611666667,6.97679166667,32.2674166667,2.61633333334,14.8741666666,7.17049999998,7.0735,11.5473055555,19.08925,-3.97295833332
219.72,7.31708333335,6.91066666668,-5.64016666665,18.29275,-14.126,-0.101583333325,-9.756,-10.26425,-0.423319444425,9.04466666668,-17.17475
220.10,-22.1425833333,-27.6191666667,-37.8571666667,-11.3095,-49.64275,-36.4286666667,-39.1666666667,-41.3095,-33.2935277778,-16.7856666667,-49.9404583333
220.47,-27.4775,-34.009,-41.1035833334,-16.3288333333,-56.9821666667,-46.8467083333,-45.4954166667,-45.608,-38.5510833333,-22.8603333333,-57.2071666667
220.85,-24.5725833333,-29.1666666667,-37.927375,-15.59825,-52.13675,-45.833375,-37.9274166667,-39.8504166667,-34.6153611111,-19.7648333333,-55.9295416667
221.23,-10.3333333333,-12.0833333333,-18.9166666667,-4.58333333333,-29.3333333333,-29.9166666667,-26.4166666667,-20.3333333333,-16.0972222222,-4.75,-36.0833333333
221.61,-20.7928333333,-20.3884166667,-26.2945416667,-18.68925,-39.9675833333,-40.41275,-37.6214166667,-29.6925833333,-24.44725,-17.3948333333,-43.689375
221.98,-25.15725,-21.5410833333,-28.1446666667,-23.5849166667,-42.7673333333,-40.6054583334,-41.11625,-32.0754166667,-25.1441666667,-23.349,-40.4087083333
222.36,-31.0605833333,-27.6515,-29.1665833333,-30.98475,-47.1969166667,-42.1210833334,-46.51525,-36.3635833333,-29.6843472222,-30.9091666667,-42.3484583333
222.74,-56.1854999999,-52.4913333333,-51.8900833333,-55.756,-70.7044166667,-65.2492083333,-72.76625,-61.1684166666,-52.6203194444,-54.12375,-65.549875
223.11,-90.4166666666,-80.4166666668,-83.1770833333,-93.3333333335,-112.1875,-99.7916666667,-109.270833333,-97.1874999999,-87.0833333334,-84.8958333332,-100.15625
223.49,-97.5556666667,-86.7778333334,-92.0000000001,-102.777833333,-116.77775,-106.111291667,-114.333333334,-108.111083333,-91.9259027776,-90.33325,-101.444458333
223.87,-102.4775,-89.3016666666,-94.482,-108.783916667,-115.540666667,-110.979708333,-119.482,-116.328916667,-97.4475277778,-96.5090000001,-103.7725
224.24,-96.88875,-79.4443333333,-87.1666666666,-101.889,-106.111,-102.388958333,-112.4445,-114.333416667,-90.5555277778,-95.4445000001,-97.6111249999
224.62,-73.1371666667,-60.5883333333,-68.333375,-78.1373333334,-82.7452500001,-76.0785416667,-88.3334166667,-91.8625833332,-69.8693472222,-76.5686666667,-75.6373333333
225.00,-88.6752500001,-74.4658333333,-81.5172083333,-91.5597499999,-101.923,-91.5062916667,-105.555666667,-110.36325,-88.2301111111,-94.1239166667,-88.5685000001
225.38,-122.1265,-109.770083333,-120.258541667,-124.425333333,-146.98275,-125.862166667,-141.666583333,-156.75275,-126.053611111,-134.770166666,-125.215458333
225.75,-89.2856666666,-83.2010833332,-93.4523749999,-90.7408333332,-115.343833333,-90.476125,-113.095333333,-120.899416667,-95.1939305556,-101.851833333,-96.0318333333
226.13,-64.9350000001,-67.7489166667,-68.6147083333,-68.9392499999,-88.7445833333,-73.21425,-85.8224166667,-93.2900833333,-76.2806111111,-79.329,-77.3809166667
226.51,-64.4515833333,-69.09275,-73.8395416667,-65.2954166668,-93.4600833334,-75.4747083333,-84.1773333334,-97.7847499998,-79.9226527777,-83.7552499999,-79.27225
226.88,-52.6515,-53.409,-57.0550833333,-50.7576666667,-78.6932500001,-60.795375,-67.0455,-83.4280833333,-67.392625,-71.3067499999,-66.4297916667
227.26,-39.6016666666,-40.04425,-38.68,-35.4719166667,-53.83475,-43.657875,-47.0501666667,-60.39825,-49.0780972222,-52.8023333333,-46.3863333334
227.64,-33.6,-34.4666666667,-26.7333333333,-26.2666666666,-46.2666666667,-35.8333333333,-40.2666666667,-49.0,-42.0666666667,-45.6666666667,-38.6333333333
228.01,-19.9546666667,-22.5623333333,-14.6542916667,-10.8276666667,-34.8639166667,-20.9183333333,-23.923,-30.0454166667,-28.6091388889,-30.9523333333,-25.255125
228.39,-7.17041666666,-12.936,-3.87591666666,-0.193833333341,-22.5773333333,-8.91475000001,-12.8875833333,-15.4553333333,-17.8940833333,-16.0853333333,-12.5000416667
228.76,-8.92858333333,-15.2014166667,-5.17387499999,-4.57866666668,-23.947,-11.332375,-12.7748333333,-15.7509166667,-19.7572638889,-14.8350833333,-11.4927916667
229.14,-1.56491666666,-7.15966666667,1.74120833333,1.36925,-12.8715833333,-4.79283333334,-5.12516666668,-5.98575000002,-10.05475,-6.10333333332,-4.16666666666
229.52,2.289,-2.1815,6.97416666667,4.32766666666,-6.54516666665,-0.715416666657,-1.6095,-0.32175,-5.16202777777,-0.822499999997,3.12941666667
229.89,2.75616666667,-1.00516666667,8.72241666667,5.38266666667,-4.15058333332,0.761958333325,0.226916666667,0.680999999998,-3.39379166668,0.648416666665,3.82608333333
230.27,1.911,-1.00241666667,7.25254166667,5.35725000001,-2.94483333333,1.2375,-0.125166666667,0.971166666666,-2.79331944445,1.15925,4.58958333332
230.65,4.97016666667,1.51783333333,8.83929166666,7.38083333333,0.238166666667,3.46724999999,2.08325,3.86908333333,0.11901388889,4.13683333333,6.84529166668
231.02,9.59033333333,5.02733333333,10.91525,10.1913333333,4.42616666667,6.93979166666,4.80874999999,8.96166666667,5.15944444445,7.89608333333,11.1474166667
231.40,11.81225,6.39158333333,10.7605,10.7604166667,5.04325000001,7.53775000001,5.12400000001,10.8413333333,7.07908333333,9.73566666667,11.407625
231.78,11.0010833333,4.8955,8.25075,8.14083333334,3.8505,4.92291666666,3.7405,9.21341666668,4.69851388888,7.61824999998,9.52970833333
232.15,8.67349999998,3.6565,6.17916666667,4.56358333334,2.49433333333,2.23925,0.425083333325,7.08625000001,1.88962500001,5.61225000002,7.15691666666
232.53,10.84175,6.35458333334,7.204625,6.63333333333,4.79366666667,4.305875,2.14599999999,8.66775,3.47916666667,6.63316666667,9.62941666667
232.90,11.2598333334,6.99558333333,7.20445833334,6.68899999999,5.37908333333,5.47666666667,1.83950000001,8.66766666666,3.43733333334,6.10374999999,8.84891666668
233.28,10.7639166667,7.77233333335,8.06633333333,6.83758333332,4.19333333333,6.43691666666,1.60249999999,7.61216666668,3.0806111111,5.52875000001,9.21475
233.66,10.3849166667,7.67483333333,7.09220833333,6.25633333333,3.394,6.67425,2.17841666666,7.37083333334,2.99725000001,4.55941666666,8.23216666667
234.03,10.24025,6.58300000001,4.493125,5.64258333334,1.75025,5.6035,1.25383333333,6.26958333334,1.18859722222,2.97816666666,7.54970833333
234.41,10.915,7.6175,3.514875,5.95608333333,1.0735,5.30391666667,0.997000000008,6.74841666667,1.24818055555,3.47641666667,6.03266666665
234.78,8.90074999999,6.34683333333,2.60566666667,4.43758333333,0.387083333333,3.67658333333,-0.59341666666,6.3725,-0.546111111102,3.01858333334,4.77316666666
235.16,7.42466666668,5.32183333333,1.86916666667,3.27091666667,-1.16816666667,2.32333333333,-2.05066666667,4.04991666668,-2.95941666667,1.63558333333,3.18008333333
235.54,9.19541666666,7.39283333334,4.832875,6.03450000001,1.64575,5.09395833333,0.548583333335,5.61633333334,-0.944777777778,2.29891666667,6.40012499999
235.91,11.1110833333,9.85091666667,5.95416666667,8.43616666667,3.24075,7.47183333332,2.59775,6.89299999999,2.21176388889,3.80658333333,8.50050000001
236.29,13.499,11.6715833333,8.49179166667,11.3305,5.65299999999,10.5017916667,6.04291666667,8.13841666667,5.71798611112,5.67733333334,10.4775
236.66,10.1796666667,10.3983333334,7.03345833333,8.84341666666,3.20691666668,9.03812499999,4.03300000001,6.02524999999,5.11423611112,3.52283333333,7.45854166665
237.04,10.9450833333,13.31925,8.36899999999,11.1585833333,5.08066666668,9.81720833333,5.48433333333,7.47866666665,7.57769444444,5.05700000001,8.96254166666
237.41,10.8334166667,13.5714166667,7.82141666667,11.16675,6.42866666666,9.09520833333,5.99991666667,7.38083333334,8.05944444445,5.02383333334,8.20229166667
237.79,11.0076666667,13.63425,8.44075000001,11.7240833333,7.09175,9.35995833333,5.65916666668,6.70958333332,7.61305555556,5.56341666667,6.80525000001
238.17,10.75625,14.2664166667,9.5675,12.00175,7.81241666667,9.66925,6.29516666667,7.15575000001,7.65402777778,6.45383333333,7.04258333332
238.54,8.8695,13.3155,8.99233333332,11.0141666666,6.25558333334,9.79658333334,5.33966666666,5.71958333333,6.66158333332,5.58533333332,7.30566666668
238.92,9.22758333333,14.878,9.30875,12.0325,7.39841666666,10.5690833333,5.85366666667,6.80891666667,7.5745,5.54883333332,8.60754166665
239.29,5.85108333333,12.2734166667,6.36312500001,10.008,5.12241666667,7.79149999999,3.428,4.61,5.08931944444,2.85666666667,5.75249999999
239.67,4.80291666667,10.8244166667,4.54287499999,8.63799999999,3.15416666667,6.066125,1.86383333333,4.13983333333,3.99643055555,2.72408333332,4.1755
240.04,5.80133333333,11.37825,5.82533333334,9.11866666666,3.92633333333,6.24195833332,3.07683333333,5.72116666667,4.37509722222,4.39099999999,4.59141666667
240.42,5.67866666667,11.1443333333,5.99108333334,8.67408333333,4.48608333333,6.352875,3.43541666667,6.23233333334,4.57848611111,5.46574999999,5.38033333335
240.79,6.93425,10.9245833333,6.92208333333,8.75900000001,5.77866666667,7.44525,4.51341666667,6.72733333334,5.39936111111,6.60575,7.15945833333
241.17,6.52358333333,9.33025,6.32866666667,7.79149999999,5.2125,7.15762500001,4.43233333333,6.05766666667,4.83302777778,6.27425,6.81079166666
241.54,6.36783333333,8.72625,5.89629166667,7.43916666668,4.8055,7.59645833332,4.12741666667,6.024,4.78413888889,6.31883333333,7.28175
241.92,5.99208333333,8.36925000001,5.7275,7.13141666667,4.57483333333,7.43191666667,4.22483333333,6.08175,4.95443055556,6.35983333333,8.08658333333
242.29,5.93933333334,8.3665,5.67425,6.7595,4.68008333334,7.169375,4.16675,6.04708333334,5.176,6.45291666668,8.51566666667
242.67,6.05566666667,8.10566666666,5.96533333333,6.39333333333,4.72058333334,7.09233333332,4.34333333333,6.18941666667,5.40513888889,6.23641666666,8.58470833334
243.05,6.09,7.73208333333,6.45608333333,6.24416666667,4.71791666667,7.28487500001,4.37858333333,5.92808333333,5.60034722223,6.46775,8.65708333333
