wavelength,Back_SpoHyxm,Belly_SpoHyxm,Breast_SpoHyxm,Crissum_SpoHyxm,Crown_SpoHyxm,DorTail_SpoHyxm,Patch10_SpoHyxm,Rump_SpoHyxm,Throat_SpoHyxm,WingTip_SpoHyxm
189.05,47.7637333333,94.0928,54.5148000001,14.4304666667,47.3629166667,68.1435333333,76.6246666667,51.3923333333,65.7385666667,56.1182222222
189.43,42.7536666667,76.5217666667,47.5361333333,18.0434666667,43.0434,55.2900333333,66.7392666666,45.1448666666,61.7028666667,49.5168888889
189.81,31.5973333333,65.1041666667,36.8056,12.6389333334,35.6772,46.5624666667,55.4860666667,39.375,52.8125666667,42.8241111111
190.19,31.6824666666,62.8571,37.7143333333,19.4287333333,38.9525,46.6666666667,56.7620666667,42.3493333333,53.3650666667,51.5344444444
190.57,38.8772666667,69.8948333333,41.8948,25.6140666667,45.9298666667,55.2981333333,65.6141333333,49.193,61.9999333335,58.4793333335
190.95,35.0956666667,61.7625,38.0844,19.77,40.3255333333,49.8850333333,59.7700000001,43.7547333333,56.1687333333,52.2351111112
191.33,28.8889333333,53.0652,31.5709333333,13.7166,29.5785833333,37.8926333333,53.1802000001,38.0077333333,41.9541,49.8084444445
191.71,32.987,58.2251666667,32.7273333333,16.1039333333,33.8528333333,39.4807333333,59.3072666667,37.5758,45.7143333333,59.1631111111
192.09,31.9444,60.9258333333,28.0554666667,10.7407333333,28.7962833333,39.3982333333,56.9444000001,37.2222666667,44.9075333334,61.111111111
192.47,39.4870666667,68.1025333333,30.4614,20.1025333333,37.5383666667,46.8204333333,60.2052000001,42.7692666667,50.1537333333,62.051111111
192.85,54.2722,77.6995333333,38.0282666667,34.6479333333,47.46485,56.1972,63.0046666666,53.4272666667,62.9576666667,66.9796666668
193.23,56.1039333333,71.6017,34.9784,37.5758666667,47.9219833333,53.7661666667,66.0605999999,52.2942666667,62.5974666667,67.9653333333
193.61,56.3888666667,75.9259333333,34.9074666667,34.537,46.4814833333,49.3518666667,66.5741333334,56.2036666667,62.8240999999,74.8457777778
193.99,60.4695333333,78.6386,33.1456666667,33.0514666667,49.6948,48.4038,66.6666,55.3052,65.4929333334,72.769888889
194.37,56.0256666667,75.7692,8.33326666667,11.2820666667,32.7242666667,33.2051666667,55.3845333334,44.2307333333,56.6026666667,60.6837777778
194.75,43.6064666667,65.082,11.9125333333,14.2076666667,27.5409333333,25.1366,44.4807999999,36.1748666667,49.5629,48.0873333333
195.13,48.9246,70.5914666667,13.3332666667,13.1182666667,30.8064166667,19.8387333333,50.4301333334,32.1504666667,43.6557666667,53.5842222222
195.51,37.9487333333,65.1280333333,-6.41019999999,-3.84619999994,25.3204,10.5127,41.0256666667,18.0768666667,30.4486333333,34.1881111111
195.89,25.1162666667,47.5191333333,-33.6432666667,-31.9379333334,4.61248333335,-11.8604666667,15.6589333333,2.32560000001,-6.124,6.97699999997
196.27,-6.83333333333,24.1666666667,-63.6666666666,-53.1666666667,-25.9999999999,-35.8333333333,-13.5000000001,-28.6666666667,-40.8333333333,-16.6666666667
196.65,-16.0282666667,11.0638333333,-71.4893333333,-54.1843333332,-36.2410833334,-50.8510666667,-22.2695333334,-41.4184,-51.2055666666,-18.2033333333
197.03,-26.6667333333,-5.53206666666,-77.4467333333,-56.0284666667,-43.9006666667,-66.9504666667,-25.6737333333,-48.5105333333,-59.7162666667,-20.0945555556
197.40,-95.9139333333,-62.5807666667,-161.290466667,-130.107533333,-116.881783333,-156.6667,-90.1076000001,-107.096733334,-136.774166667,-77.7776666667
197.78,-49.3332666667,-25.6296,-92.8889333333,-67.1111333333,-60.66675,-82.4444666667,-50.9629333333,-58.074,-82.8147999999,-24.6915555555
198.16,-46.2016666667,-21.2403,-89.1472000001,-59.0698666667,-60.5038000001,-81.2403666666,-52.7131999999,-57.0542666667,-84.6512666667,-4.90966666667
198.54,-33.6054666667,-12.2448,-62.8571333333,-35.3742000001,-41.5306499999,-62.2448666667,-32.517,-41.3605333333,-65.7822666666,17.6871111111
198.92,-38.6666,-14.8571666667,-91.0476,-46.2857333333,-45.0001500001,-96.1904666666,-39.6191333334,-48.7618666667,-91.0476333334,48.254
199.30,-118.5184,-96.2964333333,-250.740866667,-108.148133333,-134.444433333,-231.851833333,-133.7036,-127.037133333,-212.037,65.4323333335
199.68,-9.4624,-5.3290705182e-16,-86.6665333333,-14.6236666665,-34.9462666667,-91.0752333333,-33.3334000001,-26.4515333334,-62.2580999999,103.942555556
200.06,17.6871333333,22.9933,-24.2177333333,18.6394666667,5.13596666669,-34.8298333333,12.3809333333,11.9728666667,-5.64626666668,95.4647777779
200.44,41.6374666667,39.1814,3.97666666666,37.3099333334,27.1053,-6.08166666665,33.2164,37.6608666667,24.8538333333,105.263
200.82,56.2424,51.4546333333,23.3939999999,53.4545333334,41.2423833333,7.8181,42.0606,58.9092000001,39.3938333333,114.141333333
201.19,63.7500000001,59.6874999999,18.9583333334,65.0000000002,53.2812499999,-2.7083333334,36.25,74.9999999999,29.1666666667,165.277777778
201.57,91.5152666667,123.6363,-34.5455333335,123.636333333,79.8486666667,-130.606133333,11.5153333333,101.818266667,-15.4546000001,390.909222222
201.95,70.3031333333,96.9697999999,215.151666667,44.2422666667,83.4850000001,304.848433333,136.363733333,101.212066667,178.181666667,-170.707111111
202.33,24.8484666667,64.5455666667,131.515066667,-6.06059999993,31.0606166668,278.1817,79.9998666667,56.3635333333,135.757533333,-185.858666667
202.71,38.4616000001,56.0255,77.1796666667,23.8460666667,41.5384666668,137.692366667,66.9229999999,46.4102666666,98.2050999999,-17.0942222222
203.09,67.9999999999,90.8890666666,94.4444666666,58.0001333333,86.6111833334,138.111133333,95.7778666667,82.2222666667,128.8888,32.9628888888
203.47,80.8333333333,120.625,114.166666667,74.5833333332,126.770833333,202.5,157.083333333,105.416666667,217.291666667,38.1944444446
203.85,101.794733333,110.512833333,118.2054,77.4358666665,110.192266667,166.025733333,151.795,118.718,178.0768,63.2480000001
204.22,91.4529333333,83.4189333334,95.0427333333,70.0853999999,92.7349166667,124.786433333,121.367466667,96.2391999999,142.051366667,55.2704444445
204.60,87.6192666668,87.4998999999,96.9047333333,71.1904666668,90.7142833333,108.2144,109.523866667,99.1665333333,128.5714,66.468
204.98,90.7406666666,88.3794333333,98.2408666667,78.5184666667,94.1435000001,105.185166667,106.573933333,101.944466667,122.222333333,72.5310000001
205.36,84.9999333334,83.8597333333,94.0349333334,76.842,90.9649833333,107.9826,100.526333333,98.5965333333,113.947466666,69.005888889
205.74,100.7144,108.690566667,113.690466667,94.5238666666,114.613033333,128.333333333,128.3334,119.404733333,145.238,88.6903333331
206.12,98.9542666667,98.9543999999,112.9412,94.7711999999,117.549016667,143.267866667,135.555466667,119.869266667,153.986966667,89.3246666668
206.50,97.0240666667,96.6070666667,121.0714,95.1191333335,114.851183333,139.940433333,134.047466666,126.785666667,150.714233333,92.8573333332
206.87,112.4074,104.444433333,148.703866667,110.925866667,135.74065,181.4815,172.222266667,167.777666667,200.277766667,91.9753333334
207.25,106.868733333,85.2524666666,133.535266667,105.656466667,122.42435,183.838233333,168.2828,173.737333333,195.656633334,86.8686666667
207.63,105.3846,89.1666999999,109.743533333,100.256333333,112.2115,151.923166667,137.051333333,146.923066666,154.230633333,93.8032222222
208.01,93.4463999999,90.4517666667,98.644,91.9773333335,103.785333333,143.0509,121.017,127.118666667,139.209,93.0321111112
208.39,88.8524666666,93.4972666666,101.3114,89.7267999999,103.906983333,145.300533333,125.245866667,130.1638,138.360666667,86.5212222224
208.77,96.0868666666,99.6377,100.7246,95.3623333334,108.659316667,181.8116,147.3914,142.753533333,164.7826,81.4011111112
209.14,72.8888,81.4814333333,74.3703333333,74.8148666667,86.8518500001,166.370366667,124.7408,121.1852,139.5556,52.5926666667
209.52,68.0342000001,72.2222666667,65.812,64.2735333333,83.2479333334,159.4872,122.051266667,123.076866667,144.1026,44.1595555557
209.90,53.9535333334,48.7598333333,50.3874,50.3876,68.0620000001,134.5736,96.2790666666,106.5116,125.6589,22.739
210.28,52.1367333333,40.5130333333,47.1796,49.2307333334,60.8546666666,128.8889,91.9657333333,105.982866667,122.3932,11.1110000002
210.66,67.5212666667,55.47,56.2394666667,67.1794666667,78.4187333333,146.068466667,110.085333333,115.213666667,140.341766667,19.9431111109
211.03,66.2894000001,65.7860666667,58.4905333333,69.9370666666,79.7484166667,128.301933333,100.503,100.880333333,115.345866667,42.1384444446
211.41,69.6296666668,75.926,73.3334,72.8394666667,81.79025,130.679133333,106.666733333,98.3950666668,113.518533333,43.4155555554
211.79,62.4357999999,65.1281333333,76.1538666666,69.7435333334,73.9101833333,132.6283,101.4102,92.9487333332,110.1281,38.2478888888
212.17,61.8887999999,58.6111333333,76.4442666667,66.3333333333,69.2778666667,116.6666,99.7777333333,88.4444666667,102.666733333,45.3702222222
212.55,59.5322666667,51.9881,69.9415333333,64.5612666667,66.1111999999,109.999966667,92.2807333334,81.5204666667,101.228133333,52.2415555555
212.92,54.7263333333,43.8804333333,63.98,57.1144666666,57.8359,93.1841999999,75.4229333333,72.3383333334,86.4677333333,52.7364444443
213.30,77.8571333333,60.7739333333,87.2619333333,71.1904666667,75.6548166666,122.0833,100.0,94.5236666667,116.369033333,74.6031111113
213.68,82.1051999999,63.5087,108.070066667,72.9823333334,80.5263,155.614,112.105266667,98.7720666667,144.8246,88.8887777776
214.06,59.8147999999,53.0557,86.2964,49.0741333332,61.8519666666,140.740733333,99.2592666667,87.4074666667,121.388766667,78.0864444446
214.44,58.2539333334,67.2220333333,80.0000666667,46.6668,66.1111333333,132.7778,99.2064000001,87.9366,117.063566667,75.9262222223
214.81,44.6376666667,59.4203333333,62.7538,37.5363333333,52.7536166667,105.8696,77.8260666666,70.8695333333,97.3187333331,67.1497777778
215.19,49.0474666667,63.7301666667,74.4443333333,38.0952666667,63.8095166667,115.079333333,87.9366,83.0160666667,105.396866667,76.1905555556
215.57,48.5271333333,68.7595666667,69.9224666667,38.7596666666,73.8371333334,116.9766,93.4884666668,88.2170666667,108.294633333,82.1704444443
215.95,41.9047333333,76.3095666667,55.4762,15.2382666668,65.65485,128.095133333,97.1429333333,86.6667333332,120.833433333,76.9843333333
216.32,-131.111066667,146.6667,-26.6666666666,-428.889000001,180.555616667,667.777833333,177.777866667,215.555666666,655.5556,-44.4444444444
216.70,58.3333333333,264.166666667,180.0,-96.6666666666,255.0,685.833333333,309.999999999,316.666666666,706.666666667,50.0000000001
217.08,249.333333333,392.666666667,392.0,109.333333333,466.0,717.333333334,501.333333335,447.999999999,769.333333333,233.333333333
217.46,135.2382,250.476133333,206.666933333,92.3810666667,349.7618,470.4763,358.0952,322.857133333,539.523766667,180.952333333
217.83,161.960866667,187.647033333,165.882266667,123.921733333,259.215666667,283.3335,259.6078,239.2156,316.470633333,134.640333333
218.21,245.7778,253.111233333,239.111066667,179.555533334,330.4445,385.3334,336.444333333,327.111066667,414.889,217.037222222
218.59,278.974266667,235.641066667,278.974266667,210.2564,369.35895,390.0,350.256533333,348.717933333,469.999933333,260.683777778
218.97,833.333333334,551.666666667,783.333333333,551.666666666,1089.58333333,1175.83333333,971.666666668,931.666666667,1405.83333333,650.0
219.34,248.717933333,163.589733333,237.9488,196.923,315.64095,364.871866667,288.205133333,290.256466667,460.256233333,188.889
219.72,330.666666667,142.666666667,266.666666667,224.666666666,338.166666667,456.666666667,336.0,336.0,576.0,207.777777778
220.10,178.039266666,57.0587,138.431466667,109.804,181.274533333,242.745033333,175.294266667,176.078533333,315.098066667,107.843333333
220.47,144.0,63.5,93.9999999999,93.0,116.916666667,203.833333333,135.0,132.0,237.5,117.222222222
220.85,113.548333333,64.7310333334,70.7528666667,67.0968666667,85.4838166667,146.8818,98.4944666667,95.9139333333,153.0107,93.19
221.23,90.9805333332,68.6275333333,63.3333333333,59.8038,64.3138166667,129.902,77.6470666667,78.2353333334,128.725533333,93.7907777777
221.61,76.7441333334,68.9145666665,68.0621333333,54.5735333333,49.8837333333,107.3642,63.4108666667,67.4418666667,100.930266667,74.6771111111
221.98,73.7143333334,63.6189666667,65.524,59.4285333334,34.3809666667,114.7619,50.6667333333,67.6191333333,103.238,93.6506666668
222.36,46.1110666666,24.5832333334,33.3333333333,37.2222666667,-26.5277833333,85.9722333334,-0.27779999992,16.6666,82.6388333331,56.9443333332
222.74,33.6112000001,22.6388,33.3332666667,28.3332666667,-23.1250833333,94.0278333333,4.7222,3.61106666666,75.6943999999,63.888888889
223.11,19.7619333333,26.9048333333,23.3332,12.8572,-18.15475,69.7618999999,11.4286000001,17.8570666667,61.1904666666,54.365
223.49,17.5,41.25,31.25,-12.5000000001,-65.6250000001,92.7083333333,-19.5833333333,-10.8333333333,78.1249999999,68.75
223.87,-173.333266667,-42.2222666666,-6.6666666668,-273.333400001,-478.333350001,103.3334,-311.111199999,-255.5556,265.555566667,125.926
224.24,186.666666667,-209.999999999,-196.666666667,263.333333333,419.999999999,-348.333333334,220.000000002,-46.6666666661,-511.666666667,-227.777777779
224.62,-142.222266667,-497.777766667,-584.4444,-113.3334,-192.7778,-425.555733333,-108.888866667,-351.111066667,-722.222200001,-351.852
225.00,24.4444666667,-15.2221,-38.4445333333,20.0,5.72229999998,-10.0000333333,25.1112,-4.22219999993,-40.7778,-4.8147777778
225.38,24.4445333333,7.0939,-10.5982,26.1539333333,13.7607666666,4.1025,23.0769333333,0.68373333332,-24.3589666667,18.5185555556
225.75,38.5896,30.5127666667,14.3589333333,44.6154,26.4422333333,25.0640333333,34.1024666667,20.5126666667,-2.75646666667,33.7605555555
226.13,34.7968,22.5203666667,-5.3658,38.3738666667,10.8130833333,20.813,22.9268,9.43079999998,-17.9675666667,33.8754444444
226.51,14.8570666667,-3.61896666668,-35.2380666667,22.2857333333,-24.47625,-6.76186666665,-9.71426666668,-19.8095333332,-51.4285666667,10.4762222222
226.88,-3.06286666667,-24.6847333333,-41.0812,5.7658,-32.5675666667,-12.6126333333,-17.8378666667,-40.9009333333,-58.6486333333,10.811
227.26,-38.5185999999,-50.4629666667,-70.9259333333,-35.7407333333,-68.2871166666,-48.8888,-47.4073333333,-56.4815333332,-97.7776,-31.1728888889
227.64,-53.3334,-73.964,-85.0450666667,-55.1351333334,-87.0270333333,-67.4775666667,-69.5495333333,-80.3602666666,-109.0991,-51.3512222222
228.01,-148.8,-208.133333333,-202.133333333,-162.4,-201.0,-180.666666667,-160.0,-183.733333333,-232.4,-160.0
228.39,-77.926,-116.592433333,-111.555733333,-93.0370666667,-116.185133333,-98.2223666667,-88.5926,-96.4443333333,-129.999966667,-91.358
228.76,-39.9999333333,-64.1807333333,-58.8700666667,-49.4915333333,-69.2654999999,-54.9151666667,-50.8474666667,-61.2428,-82.3164333334,-46.8926666667
229.14,-81.6259333333,-125.447233333,-109.9188,-102.1138,-128.69915,-105.284533333,-104.715466667,-126.6666,-149.3495,-91.3279999999
229.52,-174.567866667,-242.8397,-224.6916,-203.2098,-250.925883333,-201.605066667,-202.9628,-231.111,-281.4816,-181.481555556
229.89,-373.333333333,-484.375,-444.166666667,-420.416666667,-494.0625,-416.25,-392.5,-430.416666667,-528.75,-357.638888889
230.27,-154.747666667,-206.767733333,-166.262666667,-168.080866667,-204.899083333,-166.464633333,-169.292866667,-171.7172,-219.595966667,-135.353444444
230.65,-164.444466667,-219.292766667,-178.383866667,-188.0808,-228.939433333,-172.2223,-179.191866667,-179.191866667,-229.899033333,-164.309555556
231.02,-140.900866667,-187.387533333,-141.801733333,-151.3512,-194.234116667,-142.972866666,-152.792733333,-148.468466667,-190.991,-137.837888889
231.40,-157.222266667,-210.740866667,-161.481533333,-162.2222,-203.6111,-149.2593,-172.777666667,-171.481533333,-194.166733333,-155.246888889
231.78,-322.8572,-387.142933333,-320.317333333,-313.333333333,-397.380966666,-277.619066667,-332.380933333,-325.7142,-373.809566667,-304.232666667
232.15,-248.333266667,-273.194366667,-255.555733333,-225.555533333,-311.3194,-208.055733333,-256.944333333,-253.888866667,-285.138933333,-234.259222222
232.53,-444.615333333,-456.6668,-464.615333333,-383.077,-530.384566667,-385.641066667,-440.5128,-444.102533333,-505.3846,-434.188222222
232.90,7113.33333333,7100.0,7733.33333333,6360.0,8030.0,6633.33333333,7286.66666667,6706.66666667,7670.0,7255.55555555
233.28,-1251.11093333,-1173.88893333,-1365.55553333,-1045.55553333,-1367.49995,-1066.11106667,-1201.11106667,-1069.99993333,-1279.99996667,-1261.111
233.66,-253.333133333,-218.611166667,-268.333533333,-197.222333333,-268.611183333,-207.222333333,-238.3334,-213.055533333,-247.499933333,-256.944333333
234.03,-115.4074,-97.7778333332,-130.814733333,-85.3333333333,-119.666633333,-90.6665666667,-109.481333333,-102.222266667,-115.333266667,-119.012333334
234.41,-145.000133333,-124.444466667,-184.6296,-107.5926,-145.69445,-117.3148,-121.8518,-129.8148,-151.2037,-160.494
234.78,-117.833333333,-99.4166666665,-151.666666667,-75.6666666667,-103.166666667,-94.0000000001,-88.3333333333,-106.333333333,-123.5,-118.611111111
235.16,-46.4405333333,-31.6949333333,-75.1414,-18.6440666667,-32.62715,-35.1978,-22.5989333333,-39.6612,-55.7627,-51.4124444444
235.54,-19.7332,-8.17766666665,-44.9776666667,7.20000000002,-10.71105,-17.3778,3.82219999999,-17.4221333333,-27.6444666667,-23.5555555555
235.91,0.0681333333406,5.71413333333,-25.034,19.5237333333,3.80938333335,-8.16326666667,13.5374666667,-5.44213333333,-8.09526666667,-8.50344444445
236.29,5.18513333334,5.92593333333,-19.2592666667,21.605,6.06476666667,-4.13589999999,16.5431333333,-1.60493333333,-4.7221,-2.98333333332
236.66,-3.46153333335,-3.62183333334,-25.7052,15.577,-4.02225000001,-10.8011666667,7.17953333334,-11.4101333333,-12.0191,-8.76055555557
237.04,-1.66673333332,-1.82106666667,-21.7284666667,17.5309333333,-3.75011666667,-8.24083333333,10.3086,-11.9752666667,-10.6790333333,-4.83544444443
237.41,9.21740000001,8.81166666666,-5.971,28.0,8.02898333334,1.82600000001,18.2027333333,-1.56519999999,1.33336666667,8.98566666668
237.79,10.7246,5.07256666667,-5.56519999999,25.1014,3.73908333333,1.50716666667,18.261,-3.30433333334,-2.86953333332,5.21755555554
238.17,17.2315333333,11.5818333333,4.63253333333,29.4350666667,9.2373,8.87006666667,26.4406,2.71193333333,3.24846666667,9.32211111112
238.54,14.0742,9.49736666666,1.53446666666,24.0740666667,5.58196666666,6.34926666666,19.6295333333,0.687800000014,1.85193333333,9.34733333335
238.92,8.4552,4.9322,-2.168,16.7478666667,-2.52031666667,-0.054333333346,12.3576666667,-8.2384,-5.393,3.07133333333
239.29,-5.50980000001,-10.6886666667,-10.0826666667,1.54266666666,-17.1213166667,-12.1212333333,-3.41600000001,-20.8264,-18.4020666667,-6.70355555557
239.67,-9.85299999999,-13.7009333333,-12.5,-5.34313333334,-19.91425,-17.2549666667,-9.99999999999,-22.2549333333,-23.4314333333,-7.84333333333
240.04,-1.3414,-1.2602,-0.284466666674,2.84546666666,-8.33333333335,-2.35773333333,-0.203266666666,-7.88626666667,-11.3008666667,4.53922222223
240.42,-0.035133333346,1.62253333333,4.47973333334,2.75133333333,-5.46735,0.934799999994,0.14106666666,-3.42146666666,-6.89576666667,6.64311111112
240.79,2.60026666667,5.68473333333,6.19620000001,4.37060000001,0.0553500000006,4.32913333333,4.34306666666,1.38306666666,-2.1437,7.9298888889
241.17,3.017,5.6812,7.22626666667,3.7712,0.0608833333267,5.59593333333,4.20913333334,2.36,-1.09493333333,7.7858888889
241.54,3.54300000001,6.49913333333,7.1068,4.3814,1.33653333333,6.19503333333,6.26853333333,3.1866,1.0063,8.94477777779
241.92,5.44440000001,8.78686666667,6.94426666666,6.75913333333,4.97211666667,8.22216666667,8.75913333334,6.29633333333,5.07416666667,12.5307777778
242.29,4.84066666667,7.61426666667,4.3238,5.89153333334,4.23346666667,8.33773333335,7.02853333334,5.4092,4.29813333333,10.9385555556
242.67,7.07526666667,9.08803333333,6.79240000001,8.69493333333,5.97466666667,9.77206666667,9.48113333334,6.65086666667,6.21059999999,12.3427777778
243.05,8.32586666667,9.71083333333,6.3704,10.1185333333,7.33333333335,10.6000333333,10.5037333333,8.57786666667,8.09643333333,13.3826666666
243.42,9.41780000001,10.1818333333,5.16733333333,10.5968,7.02333333333,10.4731333334,10.9317333333,8.83546666667,8.22396666667,14.0708888889
243.80,8.091,9.51523333333,3.95453333333,9.69686666666,6.02641666667,11.0151,10.9242,8.37880000001,8.55300000001,14.4444444444
244.17,3.75866666667,4.9496,-0.200933333333,5.78500000001,1.43078333334,6.40363333334,7.14626666667,3.9752,4.8416,11.266
244.55,5.0866,6.23003333333,-0.195599999999,6.90753333334,2.90081666667,7.71250000001,9.64646666665,4.49966666667,6.0948,12.9671111111
244.92,7.78986666666,7.21383333333,0.892733333333,9.20093333333,5.10086666667,10.6047333333,12.0952,6.42186666667,8.092,15.2627777778
245.30,7.88713333333,6.72563333333,0.734733333332,8.89773333333,6.1779,10.9381666667,12.5592,7.09973333333,7.74280000001,15.1137777778
245.67,7.52806666666,6.08003333333,-0.137466666666,7.99006666667,5.90203333333,10.1309666667,11.6853333333,6.46693333333,6.51696666667,13.1917777778
246.05,7.99093333334,6.1799,0.362266666665,7.3344,5.54609999999,10.147,11.5676,6.66653333333,6.01576666667,12.0353333333
246.42,7.52393333333,5.82436666667,1.2002,6.34393333333,5.34293333333,9.31939999999,11.5884,6.82813333333,5.80436666667,12.086
246.79,7.2616,5.99626666667,0.793199999999,5.4296,5.35411666667,8.98010000001,10.6986666667,6.2794,5.35876666667,11.7563333333
247.17,8.37833333334,7.1929,2.43046666667,6.63253333333,6.84425,10.5904666667,11.519,7.44546666667,6.8849,12.9511111111
247.54,8.13553333333,7.72,2.728,6.6586,7.26201666666,11.0331666667,11.3156,7.36066666667,7.63933333333,12.7792222222
247.92,10.113,9.38889999999,4.46473333333,8.21273333333,9.31366666667,12.5453,12.6622,8.74826666666,8.92526666667,14.1402222222
248.29,11.6174,10.8799666667,6.30153333333,9.23679999999,10.8085833333,13.9941666667,14.2826,10.3103333333,10.2957,15.3218888889
248.67,11.1594,10.3551,6.0652,8.89846666667,10.4910166667,13.3805,13.6882666667,10.1593333333,10.0472666667,15.1573333333
249.04,10.6351333333,10.2892333333,6.04293333333,8.2376,9.84029999999,12.2849,12.8598666667,9.53013333333,9.40623333333,15.0321111111
249.42,11.0558,10.8579,6.192,8.76233333334,10.1404833333,12.4475666667,12.946,9.60860000001,10.0040666667,15.8825555555
249.79,11.6585333333,11.4065,7.3984,9.34146666666,10.6301833333,12.9714666667,13.2277333333,10.3658,10.5406,17.0461111111
250.17,10.1354666667,10.5198666667,6.93753333333,8.7812,9.83635,11.5944,12.2674666667,9.0868,9.71163333331,17.0087777778
250.54,10.4144,11.4029666667,7.2126,10.0565333333,10.5461666667,11.6667333333,12.4482666667,8.936,10.1741666667,17.6868888889
250.92,7.79799999999,9.12620000001,5.23226666667,8.94953333333,8.27783333333,9.5001,10.7476666667,7.10093333333,8.41413333334,15.7574444444
251.29,7.30366666667,9.17713333333,4.95753333333,8.74733333333,8.13951666667,9.66033333333,10.5626,6.83653333333,8.26443333333,15.9413333333
251.66,7.68073333334,9.12623333334,4.86493333333,9.07220000001,8.68926666666,9.37973333334,11.1326666667,7.4002,7.98273333334,16.3607777778
252.04,7.43533333333,8.83596666667,5.16206666667,9.5992,8.27008333333,9.31346666666,11.1476666667,7.80886666667,7.79240000001,16.145
252.41,6.02526666667,7.4959,3.571,8.67879999999,7.15861666666,7.90506666667,8.98820000001,6.08066666667,6.1857,14.9253333333
252.79,3.79666666667,5.61016666667,1.70593333333,7.10733333333,5.60446666667,6.95473333333,7.29933333334,4.4632,3.90966666667,13.2017777778
