wavelength,Back_SpoHyxm,Belly_SpoHyxm,Breast_SpoHyxm,Crissum_SpoHyxm,Crown_SpoHyxm,DorTail_SpoHyxm,Patch10_SpoHyxm,Rump_SpoHyxm,Throat_SpoHyxm,WingTip_SpoHyxm
556.48,16.3183333333,24.9522333333,23.6438,24.6977333333,23.69435,9.68090000001,37.877,21.9431333333,29.501,13.2632222222
556.82,16.3941333334,25.0743666667,23.7696,24.7882,23.7698,9.73906666667,37.9648,22.0270666667,29.6409666667,13.2942222222
557.16,16.3652,25.1355,23.8253333333,24.8218,23.75315,9.7321,37.9503333333,22.0674,29.6706333333,13.2521111111
557.50,16.4388666667,25.2704333333,23.9271333333,24.9262666667,23.8338666667,9.83056666667,38.0138,22.2082,29.8417666667,13.3761111111
557.85,16.4718,25.3616666667,24.0043333333,25.0264666667,23.8815,9.86029999999,38.0512,22.3031333333,29.9518333333,13.4006666667
558.19,16.4788,25.3867,24.0754,25.0557333333,23.8789,9.88759999999,38.0244,22.3045333333,29.9828,13.4628888889
558.53,16.463,25.4153,24.0937333333,25.0790666667,23.8751833333,9.90626666668,37.9855333333,22.3417333333,29.9946,13.4507777778
558.87,16.4144,25.3371666667,24.0874,25.0642,23.8105333333,9.8669,37.9155333333,22.3378666667,29.9586666667,13.421
559.21,16.3472666667,25.3549,24.0886,25.0744666667,23.7897,9.84763333333,37.9354666667,22.3603333333,29.9958666667,13.3418888889
559.55,16.3745333333,25.4723,24.1325333333,25.1291333333,23.7770333333,9.85583333333,37.9238,22.4224666667,30.0829666667,13.3588888889
559.89,16.4032,25.5834333333,24.2361333333,25.2294,23.8422,9.88566666668,37.9519333333,22.4873333333,30.1523333334,13.4264444444
560.23,16.4514,25.7157666667,24.3258666667,25.3496666667,23.9242333333,9.97633333333,38.0312,22.5665333333,30.2652333333,13.5085555556
560.58,16.4305333333,25.7179,24.3072,25.4150666667,23.9226666667,9.97046666667,38.0434,22.6049333333,30.2717,13.4761111111
560.92,16.4303333333,25.7598333333,24.3072666667,25.4436,23.9151,9.96959999999,37.9966,22.6262666667,30.3237,13.5093333333
561.26,16.3983333333,25.7071666667,24.295,25.4462,23.8695166667,9.89566666667,37.9464,22.6104,30.2517666667,13.4607777778
561.60,16.3140666667,25.7282666667,24.2698,25.4041333333,23.7862333333,9.82196666667,37.8813333333,22.5667333333,30.2216,13.4705555555
561.94,16.3185333333,25.7904333333,24.281,25.4314666667,23.7749333333,9.84256666667,37.8746666667,22.631,30.2815,13.49
562.28,16.3152666667,25.8342666667,24.3607333333,25.5185333333,23.7845666667,9.83703333332,37.9250666667,22.6666666667,30.3600666667,13.5274444444
562.62,16.3752666667,25.9819,24.4802,25.6267333333,23.8608833333,9.89196666667,37.9896,22.7724,30.4812,13.5882222222
562.96,16.3875333333,26.0929666667,24.5770666667,25.6820666667,23.8826166667,9.9001,38.0120666667,22.8242,30.5399666667,13.6847777778
563.30,16.4358,26.1522333333,24.7223333333,25.785,23.9618166666,9.92173333333,38.0906666667,22.937,30.6616666667,13.7396666667
563.64,16.4195333333,26.1191333333,24.7523333333,25.7972666667,23.90515,9.91736666665,38.0478,22.9617333333,30.678,13.7633333333
563.99,16.374,26.1111,24.7757333333,25.7713333333,23.8562333333,9.89663333334,37.9839333333,22.9718,30.7052333333,13.7454444444
564.33,16.3882666667,26.1563333333,24.8260666667,25.7858666667,23.8218,9.83963333333,37.9417333333,22.9932666667,30.7332333333,13.7397777778
564.67,16.4204666667,26.2231,24.9063333333,25.8406,23.8656,9.88406666666,37.954,23.0614,30.7744333333,13.8012222222
565.01,16.4169333333,26.336,24.9815333333,25.8783333333,23.87375,9.91643333333,37.9426,23.0968666667,30.8575,13.8306666666
565.35,16.4360666667,26.3598666667,25.0377333333,25.9148,23.8842166667,9.9455,37.9229333333,23.1359333333,30.8995333333,13.8303333333
565.69,16.4036,26.3681,25.0476666667,25.9204666667,23.85195,9.90736666667,37.8627333333,23.1543333333,30.9027666667,13.7856666667
566.03,16.3539333333,26.3531666667,25.0501333333,25.8447333333,23.78115,9.84450000001,37.7544,23.1321333333,30.8580666667,13.7102222222
566.37,16.3867333333,26.3989333333,25.1222,25.934,23.8065333334,9.86756666667,37.7951333333,23.1872666667,30.9479,13.7334444445
566.71,16.3964666667,26.4082333333,25.1251333333,25.9623333333,23.8116333333,9.90196666666,37.7853333333,23.2222,30.9838666667,13.7366666667
567.05,16.3626666667,26.3877333333,25.1038,25.9345333333,23.7588,9.88363333334,37.694,23.1679333333,30.9401666667,13.7064444445
567.39,16.37,26.4366,25.1186,25.9544666667,23.7667,9.85486666667,37.7026666667,23.2168,31.0005,13.7091111111
567.73,16.4167333333,26.4740666667,25.1566,26.0185333333,23.7734666667,9.89109999999,37.691,23.252,31.0426,13.7377777778
568.07,16.4492,26.5700666667,25.2244666667,26.0974666667,23.81965,9.95556666665,37.7319333333,23.3124666667,31.1204,13.7843333334
568.41,16.4520666667,26.6117,25.2757333333,26.1424666667,23.8078666667,9.92436666667,37.7562,23.34,31.1785,13.7527777778
568.75,16.4777333333,26.6704,25.3754,26.2108,23.83395,9.91926666667,37.7884666667,23.4118,31.2313333333,13.7807777778
569.09,16.5067333333,26.7505333333,25.4227333333,26.2780666667,23.85845,9.93986666667,37.8011333333,23.4792666667,31.2882,13.7718888889
569.43,16.6017333334,26.8342333333,25.5257333333,26.3708,23.9238166667,9.99496666665,37.8732,23.5690666667,31.3615,13.8494444444
569.77,16.6796666667,26.9644,25.6215333333,26.4846666667,23.9971666667,10.0678333333,37.9745333333,23.6767333333,31.4941666667,13.9071111111
570.11,16.6220666667,26.994,25.5719333333,26.4478666667,23.93775,10.0225333333,37.9084666667,23.6642,31.4613,13.8838888889
570.45,16.6415333333,27.0989,25.6507333333,26.54,23.97105,10.0313666667,37.9384,23.7292,31.5350666667,13.9046666667
570.79,16.6648666667,27.1671,25.6891333333,26.6136,24.0198,10.0371666667,38.0108,23.8147333333,31.6141,13.946
571.13,16.6622666667,27.2323333333,25.7607333333,26.6616666667,24.0340666667,10.0768333333,38.0426,23.8513333333,31.6504,13.9284444444
571.47,16.6496,27.3045333333,25.8071333333,26.7060666667,24.0465333333,10.0462666667,38.1012,23.9034666667,31.7002,13.9155555556
571.81,16.6387333333,27.3701,25.8488,26.7308,24.0414833333,10.0478,38.0934,23.9551333333,31.7432666666,13.922
572.15,16.6373333333,27.4070666667,25.8848,26.7602,24.036,10.0770333333,38.0825333333,23.9928,31.7384666667,13.942
572.49,16.6444666667,27.4619666667,25.9447333333,26.8112666667,24.0361,10.0748333333,38.12,24.0320666667,31.7999,13.9424444445
572.83,16.6657333333,27.5215,26.0130666667,26.8644,24.0698333333,10.0981333333,38.1781333333,24.0986666667,31.8752333333,13.964
573.17,16.5902666667,27.5469333333,26.0539333333,26.8948666667,24.0481,10.043,38.1881333333,24.1076,31.9242333333,13.9022222222
573.51,16.5430666667,27.5091666667,26.0216666667,26.8516,23.9772166667,9.97476666667,38.0881333333,24.0854,31.8774,13.8895555555
573.85,16.5838,27.5721333333,26.1120666667,26.8854,24.01165,10.0089666667,38.1070666667,24.1472666667,31.9396333333,13.8978888889
574.19,16.6138,27.6211333333,26.1838,26.9371333333,24.0267833333,10.0153333333,38.1531333333,24.2231333333,32.0036,13.8978888889
574.53,16.6253333333,27.6949333333,26.2452666667,26.9698666667,24.0202166667,10.0115,38.1804,24.2829333333,32.0565,13.9003333333
574.87,16.6451333334,27.7786,26.3003333333,27.0316666667,24.0361333333,10.0123333333,38.2077333333,24.3268,32.1320333333,13.9558888889
575.21,16.7023333333,27.8852666667,26.4352666667,27.1278,24.0933833333,10.0808,38.2396666667,24.4376,32.2314333333,14.0036666667
575.55,16.6568666667,27.8280333333,26.4204,27.0939333333,24.0585166667,10.0451333333,38.1751333334,24.3996,32.2270333333,13.9818888889
575.89,16.6337333333,27.8395666667,26.4619333333,27.1152666667,24.0413833333,10.0285666667,38.1693333333,24.4388,32.3167,13.9774444444
576.22,16.6172666667,27.9166333333,26.5023333333,27.1475333333,24.0382833333,10.0510333333,38.1679333333,24.4435333333,32.3511,13.9571111111
576.56,16.6126,27.9504,26.5251333333,27.1719333333,24.01915,10.0386333333,38.1283333334,24.4717333333,32.3913666667,13.95
576.90,16.6168,28.0019333333,26.5254,27.1732666667,23.98535,10.0360666667,38.0948666667,24.4842666667,32.3787666667,13.9302222222
577.24,16.6510666667,28.1387666667,26.6394,27.3198,24.067,10.1279666667,38.2014,24.5894,32.5350333333,13.9704444445
577.58,16.6074,28.1475333333,26.6380666667,27.3434666667,23.9973166667,10.0930333333,38.1734,24.5865333333,32.5457333333,13.9498888889
577.92,16.5903333333,28.2016333333,26.6486,27.3554,23.99345,10.102,38.1098666667,24.5794,32.5767666667,13.9716666666
578.26,16.5758,28.2450666667,26.6693333333,27.4257333333,23.9872833333,10.1287666667,38.0626666667,24.6072666667,32.6007666666,13.964
578.60,16.5758666667,28.2757333333,26.6825333333,27.4418666667,23.9538666667,10.0984333333,38.0109333333,24.628,32.6397,13.9225555555
578.94,16.5518,28.2867,26.6442,27.4537333333,23.9404666667,10.0673666667,37.9868666667,24.6411333333,32.6511666667,13.8866666667
579.28,16.5843333333,28.3706,26.7562,27.5619333333,23.9612666667,10.0683666667,38.0455333333,24.7277333333,32.73,13.9142222222
579.61,16.5837333333,28.4038,26.7542666667,27.5466,23.9339166667,10.0736333333,37.9549333333,24.7166666666,32.7111666667,13.8933333333
579.95,16.6362666667,28.4196333333,26.7608,27.6259333333,24.01095,10.1217666667,37.9418666667,24.8318666667,32.7715666667,13.9653333333
580.29,16.6398,28.4585,26.8593333333,27.7007333333,24.0301666667,10.1586666667,37.9404666667,24.8757333333,32.7927333333,14.0048888889
580.63,16.7061333333,28.5213333333,26.9723333333,27.8188666667,24.1265333333,10.2473,37.9928666667,24.9952,32.9241333333,14.1015555556
580.97,16.6972666667,28.5349,26.9999333333,27.8356,24.1075166667,10.2367,37.9485333333,25.0022666667,32.9358333333,14.1577777778
581.31,16.7485333333,28.6562333333,27.1191333333,27.9314,24.1991833333,10.3204,38.0042,25.0749333333,33.0119,14.2024444444
581.65,16.7448666667,28.6846333333,27.1640666667,27.9400666667,24.1591166667,10.3097333333,37.9758666667,25.1279333333,33.0351666667,14.1717777778
581.98,16.7252666667,28.6979,27.2215333333,27.9180666667,24.1408,10.2998333333,37.9512,25.1207333333,33.0107666667,14.1947777778
582.32,16.7594,28.7636666667,27.2769333333,27.9806,24.1687833333,10.3785,37.9706666667,25.1720666667,33.0288666667,14.2518888889
582.66,16.7218666667,28.7733333333,27.3352666667,27.9724,24.1106333333,10.3196,37.9406,25.1361333333,33.0393,14.2498888889
583.00,16.689,28.8374666667,27.3757333333,28.0111333333,24.1312333333,10.3272666667,37.9616666667,25.1524,33.1024666667,14.2382222222
583.34,16.7849333333,28.969,27.567,28.1808,24.2449166667,10.3922333333,38.1528666667,25.3042,33.2506666667,14.3428888889
583.68,16.792,28.9971666667,27.6585333333,28.2140666667,24.2306,10.3574666667,38.1756666667,25.3384666667,33.3096333333,14.3593333333
584.01,16.8118666667,29.1199,27.7438,28.2668,24.2769833333,10.3442,38.2797333333,25.4007333333,33.4260333333,14.394
584.35,16.8248666667,29.2029333333,27.8165333333,28.32,24.2927,10.3797333333,38.3173333333,25.4644666666,33.4900666667,14.443
584.69,16.8748,29.2344666667,27.8793333333,28.3707333333,24.3009833333,10.4085,38.3638,25.5418,33.5813333333,14.433
585.03,16.916,29.3454666667,28.0036666667,28.5028666667,24.3639666667,10.424,38.4638666667,25.6637333333,33.7603333334,14.5015555555
585.37,16.9009333333,29.3381333333,28.0414666667,28.5160666667,24.3658833333,10.3844333333,38.4872666667,25.6781333333,33.7874333333,14.4526666667
585.70,16.9224,29.4405333333,28.0784,28.6105333334,24.3984833333,10.4180333333,38.5047333333,25.7474666667,33.9067,14.4631111111
586.04,16.8743333333,29.455,28.1242666667,28.6420666667,24.4094166667,10.3422333333,38.4914,25.8004666667,33.9240666667,14.4206666666
586.38,16.9391333333,29.6069666667,28.2102,28.7764,24.5096166667,10.4561666667,38.5931333333,25.9314,34.0490333333,14.4778888889
586.72,17.0830666667,29.7818,28.2852,28.886,24.5969333333,10.6097333333,38.6298,26.1008,34.1396,14.6697777778
587.06,17.0773333333,29.8268333333,28.2515333333,28.9243333333,24.62185,10.6066333333,38.6309333333,26.1299333333,34.2030333333,14.6812222222
587.39,17.0554,29.9175333333,28.2836,28.9960666667,24.5890333333,10.6248333333,38.7088,26.1804666667,34.2182333333,14.6903333333
587.73,17.043,29.9121,28.2655333333,28.9539333334,24.5261666667,10.6268666667,38.5999333333,26.1804,34.1928666667,14.6698888889
588.07,17.027,29.904,28.2466,28.9284,24.4755666667,10.5967333333,38.5314666667,26.1749333333,34.1622333333,14.6248888889
588.41,17.0075333333,29.9728333333,28.337,28.9571333333,24.5,10.5799666667,38.5225333333,26.2212,34.1794,14.616
588.74,16.9800666666,29.9562333333,28.3634666667,28.956,24.51645,10.5536666667,38.5242,26.2388,34.1961,14.5954444445
589.08,16.991,30.0061666667,28.4121333333,29.0301333333,24.5416,10.5974333333,38.5634,26.2722,34.2368666667,14.6387777778
589.42,17.1448,30.2059333333,28.6426666667,29.2001333333,24.6972333333,10.7524,38.7522666667,26.4735333333,34.4528,14.7745555556
589.76,17.1978,30.2855666667,28.7142,29.2564666666,24.7071833333,10.8260666667,38.7872666667,26.5349333333,34.5037333333,14.8346666667
590.09,17.2154666667,30.2776666667,28.7769333333,29.3486666667,24.7349833333,10.8260666667,38.8333333333,26.5724,34.5804,14.8176666667
590.43,17.1208666667,30.1732333333,28.7885333333,29.2866,24.63495,10.6967333333,38.7392666667,26.4916666667,34.5348,14.6533333333
590.77,17.0622,30.1835,28.8580666667,29.2822666666,24.56515,10.6281333333,38.6546,26.4984666667,34.4806333333,14.585
591.11,17.1332,30.2609333333,28.9299333333,29.3685333333,24.6326166667,10.6808333333,38.6783333333,26.5989333333,34.6377,14.5732222222
591.44,17.1448666667,30.3326,28.986,29.4487333333,24.6645,10.6793,38.6878666667,26.6708,34.6379,14.5961111111
591.78,17.2142,30.4815,29.1537333333,29.5832,24.7500166667,10.7281,38.8062,26.7742,34.8104666667,14.682
592.12,17.2096,30.5608333333,29.1434666667,29.6363333333,24.7332166667,10.7118333333,38.8014666667,26.7915333333,34.8294333333,14.6715555556
592.46,17.2049333333,30.6123333333,29.143,29.6724666667,24.67405,10.6814,38.7782,26.8496666667,34.8163,14.6877777778
592.79,17.1995333333,30.6877666667,29.2394666667,29.7386666667,24.7014,10.6707666667,38.8054666667,26.9434,34.9161,14.7311111111
593.13,17.0919333333,30.6163666667,29.1772,29.6999333333,24.6272666667,10.5521333333,38.7303333333,26.8927333333,34.8676333333,14.6277777778
593.47,17.1098,30.7438333333,29.3045333333,29.7821333333,24.6805666667,10.5594333333,38.7713333333,26.946,34.9439,14.5985555556
593.80,17.0476666667,30.7868666667,29.3305333333,29.7255333333,24.6152333333,10.4841333333,38.6881333333,26.9558666667,34.8822333333,14.5755555555
594.14,17.1344666667,30.9709666667,29.464,29.8620666667,24.7125166667,10.5944666667,38.8194,27.1364666666,35.0198333333,14.6928888889
594.48,17.138,31.0136333333,29.4314666667,29.8930666667,24.7168,10.5862,38.8306,27.1630666666,35.0542333333,14.6746666667
594.81,17.1574,31.0984,29.5251333333,29.9264666667,24.7271833333,10.6261333333,38.8366666667,27.2600666667,35.0894333333,14.7534444445
595.15,17.1612,31.1360666667,29.5630666667,29.9707333333,24.7145833333,10.6328,38.85,27.2656,35.1617333333,14.7805555555
595.49,17.1159333333,31.1574333333,29.5646,29.9716666667,24.6568833333,10.5869333333,38.7741333333,27.2868666667,35.1311333333,14.7331111111
595.82,17.1236666667,31.1733666667,29.6047333333,30.0205333333,24.6318666667,10.5973,38.7708666667,27.3328666667,35.1402,14.7481111111
596.16,17.0715333333,31.1650333333,29.5355333333,29.9533333333,24.5596833333,10.5507333333,38.6553333333,27.2726666667,35.1434333333,14.7093333333
596.50,17.1337333333,31.2833,29.6052,30.0522,24.5875666667,10.6284333333,38.7099333333,27.3444666667,35.2141333333,14.7612222222
596.83,17.0539333334,31.2472,29.5439333333,30.0109333333,24.4772833333,10.5364333333,38.6194666667,27.2681333333,35.1551666667,14.7114444444
597.17,17.0426,31.1954666667,29.5088666667,30.0204666667,24.4673166667,10.5268666667,38.5996666667,27.3318666667,35.2000333333,14.6967777778
597.51,17.1184666667,31.3167,29.577,30.0733333333,24.50395,10.5918,38.6181333333,27.3952666667,35.2985333334,14.764
597.84,17.0924666667,31.3583,29.5593333333,30.0543333333,24.4693666667,10.5475666667,38.5901333333,27.3918,35.3101666667,14.7151111111
598.18,17.122,31.4580666667,29.6515333333,30.1237333333,24.5140333333,10.5767,38.6478666667,27.4745333333,35.4323666667,14.744
598.52,17.1134,31.4466333333,29.7302,30.1674666667,24.5072166667,10.5723333333,38.6318,27.4215333333,35.4262333333,14.7226666667
598.85,17.1754666667,31.5517666667,29.8455333333,30.2970666667,24.6046833333,10.6037666667,38.786,27.5656666667,35.5759666667,14.7342222222
599.19,17.2397333333,31.6156,29.9191333333,30.3849333333,24.6665833333,10.6924666667,38.8420666667,27.6363333333,35.6547,14.8167777778
599.53,17.3064666667,31.7523666667,30.0214666667,30.449,24.7675833333,10.7865,38.8921333333,27.733,35.7839666667,14.876
599.86,17.3795333334,31.8712,30.2525333333,30.6457333333,24.8754666667,10.8933666667,39.0472666667,27.903,35.9133,14.9157777778
600.20,17.3992666667,31.8971,30.2996666667,30.6638,24.8878,10.8839666667,39.0276666667,27.9528666667,35.9562333333,14.9095555556
600.53,17.5026666667,32.0579666667,30.4608666667,30.7818,24.9908333333,11.0144666667,39.0994666667,28.1416,36.0683333333,15.0185555556
600.87,17.6036666667,32.1911333333,30.6354666667,30.8896,25.0625,11.0962666667,39.1864666667,28.2236,36.1833666667,15.1734444445
601.21,17.4857333333,32.0603333333,30.5766666667,30.8744666667,24.9532166667,11.0133,39.0604,28.2137333333,36.1108333333,15.1206666667
601.54,17.4601333333,32.0709333333,30.6364,30.9462,24.9445,10.9719,39.0628666667,28.2423333333,36.1289666667,15.1655555556
601.88,17.4262,32.1053333333,30.672,30.9724,24.88685,10.9052,39.0096666667,28.2687333333,36.1096333333,15.1797777778
602.21,17.3736666667,32.1099,30.5781333333,30.9233333333,24.8199,10.796,38.9116,28.2711333333,36.0819666667,15.1277777778
602.55,17.3204666667,32.1432333333,30.5519333333,30.8941333333,24.73135,10.7857333333,38.8094666667,28.2546,36.0511666667,15.1417777778
602.88,17.2292666667,32.1561,30.5379333333,30.8647333333,24.6686833333,10.6974333333,38.7614666667,28.2385333333,36.0566333333,15.025
603.22,17.1730666667,32.1102,30.5576,30.8624666667,24.6482666667,10.6459333333,38.7363333333,28.24,36.0324666667,14.9616666667
603.56,17.1357333333,32.1056333333,30.5309333333,30.8514,24.6305666666,10.6012,38.7424666667,28.2420666667,36.0629666667,14.9217777778
603.89,17.0904,32.1265333333,30.4908,30.8691333333,24.6069666667,10.5842333333,38.6987333333,28.2252,36.0430666667,14.906
604.23,17.0442,32.078,30.4704,30.8352666667,24.5669833333,10.5333,38.6311333333,28.1619333333,36.0127,14.8002222222
604.56,16.8943333333,31.9809333333,30.3518,30.7245333333,24.4312833333,10.3908,38.4862,28.0475333333,35.8754333333,14.6387777778
604.90,16.8965333333,32.0601,30.3918,30.7497333333,24.4735833333,10.3815666667,38.5303333333,28.0701333333,35.9291666667,14.642
605.23,16.9745333333,32.1231,30.4908,30.8477333333,24.5336,10.4728666667,38.574,28.1556,36.0345,14.6768888889
605.57,16.9928,32.1766,30.5121333333,30.8778,24.5388833333,10.5351666667,38.5696666667,28.1798,36.0821333333,14.6798888889
605.90,16.9827333333,32.2123666667,30.5397333333,30.9376,24.57725,10.5897333333,38.6088,28.2044666667,36.1499,14.6727777778
606.24,16.9214,32.2074333333,30.5528,30.9690666667,24.54325,10.5411333333,38.5884,28.1942,36.1643,14.6008888889
606.58,16.9552,32.2562,30.6005333333,31.0614666667,24.6153666667,10.5555666667,38.657,28.2878,36.2296,14.625
606.91,17.0208666667,32.4539666667,30.6924666667,31.1962666667,24.6589833334,10.5791,38.7499333333,28.4007333333,36.4049333333,14.6956666667
607.25,17.0348666667,32.5363,30.7058,31.2100666667,24.67095,10.5752666667,38.7100666667,28.4220666667,36.3969666667,14.7122222222
607.58,17.0842666667,32.5574666667,30.7932,31.256,24.7059166667,10.6000666667,38.7644,28.5138666667,36.5078,14.7902222222
607.92,17.0678,32.5501333333,30.7752,31.3026666667,24.64945,10.5501,38.7526666667,28.5192666667,36.5133,14.7847777778
608.25,17.079,32.6210666667,30.7916,31.3421333333,24.64545,10.5952666667,38.727,28.5851333333,36.6278666667,14.8432222222
608.59,17.024,32.5658,30.7182,31.2698666667,24.5326,10.5438,38.5930666667,28.5077333333,36.6161333333,14.7867777778
608.92,16.9352,32.5126333333,30.6098666667,31.1922,24.4481333333,10.4577333333,38.5084,28.4652666667,36.5825666667,14.7365555556
609.26,16.9655333333,32.4964666667,30.6363333333,31.2230666667,24.4693833333,10.5035333333,38.4830666667,28.4701333333,36.6251333333,14.7644444444
609.59,16.9660666667,32.5043666667,30.6222,31.168,24.4228666667,10.5266333333,38.4088,28.4692,36.6394666667,14.7633333334
609.93,17.0510666667,32.4945666667,30.6734666667,31.2002,24.4691,10.6287,38.3837333333,28.5324,36.6955666667,14.816
610.26,17.0679333333,32.5237666667,30.6845333333,31.182,24.4137333333,10.7033333333,38.3114666667,28.5234,36.7567333333,14.8694444444
610.60,17.0206666666,32.4141333333,30.6291333333,31.1234,24.38215,10.7408666667,38.2124,28.4830666667,36.7346666667,14.8975555555
610.93,17.0449333333,32.3895333333,30.6344666667,31.1379333333,24.3601333333,10.8249,38.1286666667,28.4700666667,36.7320333333,14.9374444444
611.27,17.0219333333,32.4166666667,30.5844666667,31.1249333333,24.3133833333,10.8287666667,38.0505333333,28.4358,36.7240333333,14.8981111111
611.60,17.1301333333,32.5923,30.7152,31.2406666667,24.4355833333,11.0009333333,38.1503333333,28.6102666667,36.8917,15.0887777778
611.93,17.1964,32.6603333333,30.8571333333,31.3645333333,24.5071666667,11.1116333333,38.2206666667,28.7136,37.001,15.1711111111
612.27,17.3109333333,32.7844666667,31.0273333333,31.5162,24.6362333333,11.2365666667,38.3684,28.8879333333,37.0956333333,15.2616666666
612.60,17.3632666666,32.9566333333,31.1159333333,31.6687333333,24.7137,11.3320666667,38.4837333333,28.9600666667,37.2215,15.3003333333
612.94,17.4165333333,33.0649666667,31.2330666667,31.7725333333,24.79775,11.3924333333,38.5858666666,29.0498666667,37.3203666667,15.4062222222
613.27,17.535,33.2123333333,31.4134,31.9358666667,24.87945,11.4842333333,38.6874,29.1955333333,37.3958666667,15.5161111111
613.61,17.6133333334,33.3770666667,31.5182666667,32.0431333333,24.9978833333,11.5558,38.8173333334,29.2900666667,37.4981,15.6406666666
613.94,17.6586,33.4671333333,31.6078666667,32.1567333333,25.0970333333,11.5664,38.8842666667,29.3871333333,37.5442,15.7273333333
614.28,17.6254666667,33.4950666667,31.6270666667,32.1722666666,25.0356833333,11.4507,38.9050666667,29.3992,37.5029,15.6088888889
614.61,17.6588,33.6531333333,31.82,32.3187333333,25.1003666666,11.4425,39.0229333334,29.5253333333,37.6593,15.68
614.94,17.6766666667,33.7518,31.9247333333,32.3702666667,25.1143333333,11.4298666667,39.0602666667,29.6321333333,37.6686666666,15.636
615.28,17.6129333333,33.7734333333,32.0104666667,32.3706,25.0909833333,11.3406333333,39.0015333333,29.6279333333,37.6443666667,15.589
615.61,17.6266666667,33.9257,32.0641333333,32.4248666667,25.1220666667,11.2660666667,39.107,29.679,37.6647333333,15.5512222222
615.95,17.6346,34.0977333333,32.179,32.5516,25.19315,11.2965,39.1908,29.7756,37.8166666667,15.6321111111
616.28,17.6217333333,34.0656666667,32.2112,32.522,25.1423,11.2347666667,39.0460666667,29.7980666667,37.7226333333,15.5866666667
616.61,17.5971333333,34.1208333333,32.2342666667,32.5654666667,25.1012,11.1491333333,39.0920666667,29.8750666667,37.7914333333,15.5171111111
616.95,17.5843333333,34.1875333333,32.2766666667,32.6713333333,25.1022833333,11.0892,39.1504,29.9469333333,37.8892666666,15.5033333333
617.28,17.5186666667,34.2407333333,32.3179333333,32.7275333333,25.0344166667,11.0238,39.1399333333,30.0176,37.9274666667,15.4955555556
617.62,17.4452666667,34.1807,32.3201333333,32.6609333333,24.9225333333,10.9335666667,39.0787333333,29.9491333333,37.8834333334,15.3575555556
617.95,17.5119333333,34.3800666667,32.4754666667,32.7991333333,25.0123833333,11.0177,39.1742666667,30.0973333333,38.0086333333,15.4398888889
618.28,17.5752,34.4116333333,32.4734,32.8464,25.03675,11.0700333333,39.1890666667,30.1632666667,37.9976,15.4574444444
618.62,17.6051333333,34.4942666667,32.5812,32.9826,25.0687333333,11.1356333333,39.2342,30.2341333333,38.1303,15.5251111111
618.95,17.6317333333,34.5371666667,32.6468,33.0599333333,25.11115,11.0981,39.3583333333,30.2836666667,38.2195,15.4387777778
619.28,17.6581333333,34.5646333333,32.6931333333,33.1419333333,25.1068833333,11.1479666667,39.3470666667,30.3516,38.2931666667,15.462
619.62,17.6710666667,34.5428,32.6990666667,33.1565333333,25.0830666667,11.1461333333,39.3714,30.3737333333,38.2987666666,15.4838888889
619.95,17.6850666667,34.6034,32.8573333333,33.2231333333,25.1191833333,11.1867,39.453,30.4536666667,38.4515333333,15.5423333333
620.28,17.6585333333,34.6270666667,32.9026666667,33.2368666667,25.1299333333,11.2431666667,39.4058,30.4507333333,38.3996666667,15.5183333333
620.62,17.6255333333,34.6357,32.9003333333,33.2276666667,25.1063166667,11.2423666667,39.3606,30.4702,38.4215,15.504
620.95,17.5945333333,34.6225333333,32.9167333333,33.1659333333,25.0597333333,11.1454666667,39.2816666667,30.4122666667,38.3667333333,15.3744444444
621.28,17.6235333333,34.7337,32.919,33.2556,25.10745,11.1608,39.3410666667,30.4926666667,38.4239,15.4116666666
621.62,17.6448,34.7215333333,32.9963333333,33.3081333333,25.0994333333,11.1892,39.3194,30.5482666667,38.4649,15.4283333333
621.95,17.6309333333,34.8249333333,33.1543333333,33.3881333333,25.0963833334,11.1719666667,39.3662,30.6298,38.5655666667,15.4223333333
622.28,17.5939333333,34.8186,33.1022,33.3194666667,25.06575,11.1231333333,39.3126,30.5993333333,38.5387333333,15.357
622.62,17.5556666667,34.8497333333,33.0094,33.249,24.9872666667,11.1232,39.1732,30.5808666667,38.5217333333,15.4201111111
622.95,17.5053333333,34.7838,32.877,33.1674,24.90835,11.0756333333,39.0614666667,30.5326666666,38.4206,15.3753333333
623.28,17.6028,34.8850333333,33.0249333333,33.297,24.93085,11.1137333333,39.0647333333,30.6599333333,38.4701666667,15.4388888889
623.62,17.6302666667,34.9636333333,32.9896,33.404,24.9877666667,11.0677666667,39.1573333333,30.735,38.4434,15.4427777778
623.95,17.6812666667,35.0871,33.1304,33.4910666667,25.0412333333,11.0756333333,39.2032666667,30.8683333333,38.5234,15.5297777778
624.28,17.7698,35.246,33.2864,33.5864,25.1479666667,11.0997,39.3099333333,31.0035333333,38.6355,15.5802222222
624.62,17.8232666667,35.3829,33.3782666667,33.7512,25.2145166667,11.2363,39.4322,31.1922666667,38.7196333333,15.7213333334
624.95,17.9415333333,35.5274666667,33.5136666667,33.8652666667,25.2810833333,11.3262,39.5336,31.3495333333,38.7914333333,15.8146666667
625.28,17.9225333333,35.5608,33.4696666667,33.8946666667,25.2700333333,11.3044666667,39.5168666667,31.2981333333,38.7812333333,15.7846666667
625.61,17.9569333333,35.6109,33.4981333333,33.964,25.3295833333,11.3257,39.5383333334,31.3436666667,38.8284,15.8195555556
