wavelength,Back_TiaCanf,Belly_TiaCanf,Breast_TiaCanf,Crissum_TiaCanf,Crown_TiaCanf,DorTail_TiaCanf,Patch10_TiaCanf,Rump_TiaCanf,Throat_TiaCanf,WingTip_TiaCanf
529.70,13.3853333333,33.6976666667,23.919,34.8613333333,11.567,12.1046666667,16.3573333333,17.3033333333,13.4263333333,12.259
530.04,13.4146666667,33.741,23.9426666667,34.9286666667,11.596,12.1123333333,16.377,17.2953333333,13.4333333333,12.2633333333
530.39,13.399,33.7446666667,23.9536666667,34.975,11.606,12.1293333333,16.4273333333,17.306,13.4446666667,12.272
530.73,13.417,33.7643333333,23.976,34.9476666667,11.639,12.148,16.4576666667,17.3333333333,13.492,12.2853333333
531.08,13.4116666667,33.7396666667,23.9653333333,34.9936666667,11.6476666667,12.1706666667,16.497,17.3383333333,13.5536666667,12.295
531.42,13.477,33.825,24.036,35.0456666667,11.6936666667,12.2223333333,16.5746666667,17.372,13.6053333333,12.3246666667
531.77,13.519,33.8476666667,24.0276666667,35.1206666667,11.6983333333,12.2776666667,16.627,17.375,13.6383333333,12.3556666667
532.11,13.5593333333,33.841,24.0603333333,35.1433333333,11.7063333333,12.319,16.6903333333,17.427,13.6913333333,12.3843333333
532.46,13.6136666667,33.91,24.0963333333,35.193,11.733,12.3506666667,16.7086666667,17.4716666667,13.7503333333,12.41
532.80,13.651,33.946,24.1296666667,35.2366666667,11.757,12.3526666667,16.7683333333,17.466,13.8043333333,12.4293333333
533.15,13.668,33.9693333333,24.13,35.2743333333,11.792,12.3836666667,16.7916666667,17.504,13.857,12.424
533.49,13.661,33.993,24.088,35.2713333333,11.7883333333,12.3613333333,16.7793333333,17.516,13.8823333333,12.4206666667
533.84,13.6966666667,34.0786666667,24.0993333333,35.38,11.7953333333,12.3836666667,16.813,17.558,13.8946666667,12.416
534.18,13.7383333333,34.1333333333,24.1553333333,35.4333333333,11.838,12.3976666667,16.841,17.6026666667,13.9446666667,12.4613333333
534.52,13.7316666667,34.083,24.1526666667,35.477,11.8596666667,12.3886666667,16.853,17.668,13.9643333333,12.4843333333
534.87,13.7206666667,34.1253333333,24.2383333333,35.5533333333,11.883,12.389,16.9063333333,17.6876666667,13.9876666667,12.514
535.21,13.73,34.1383333333,24.207,35.581,11.882,12.367,16.907,17.6973333333,13.984,12.505
535.56,13.7373333333,34.1843333333,24.2276666667,35.6303333333,11.8793333333,12.377,16.9743333333,17.7043333333,14.0263333333,12.512
535.90,13.7133333333,34.1866666667,24.1973333333,35.664,11.8683333333,12.3796666667,16.9616666667,17.7233333333,14.0186666667,12.5076666667
536.25,13.7363333333,34.2313333333,24.2393333333,35.7096666667,11.8496666667,12.384,17.005,17.7663333333,14.0786666667,12.5746666667
536.59,13.768,34.2673333333,24.2706666667,35.806,11.8616666667,12.414,17.0616666667,17.7613333333,14.0966666667,12.6143333333
536.93,13.7393333333,34.263,24.275,35.81,11.8293333333,12.44,17.1196666667,17.7363333333,14.1346666667,12.6496666667
537.28,13.746,34.3213333333,24.3116666667,35.8636666667,11.8456666667,12.46,17.1986666667,17.7483333333,14.1496666667,12.6383333333
537.62,13.722,34.3713333333,24.302,35.9273333333,11.8106666667,12.4506666667,17.2723333333,17.693,14.2,12.623
537.97,13.7803333333,34.452,24.3156666667,36.012,11.8213333333,12.4686666667,17.314,17.7296666667,14.258,12.655
538.31,13.7786666667,34.5276666667,24.3316666667,36.1283333333,11.789,12.4833333333,17.353,17.731,14.307,12.6943333333
538.65,13.7563333333,34.4993333333,24.325,36.12,11.8303333333,12.4843333333,17.3256666667,17.6703333333,14.3003333333,12.7083333333
539.00,13.8046666667,34.5016666667,24.3216666667,36.1026666667,11.8453333333,12.5016666667,17.3733333333,17.6866666667,14.333,12.7673333333
539.34,13.752,34.5063333333,24.3113333333,36.0863333333,11.879,12.4986666667,17.416,17.665,14.353,12.761
539.69,13.7486666667,34.4926666667,24.3116666667,36.0733333333,11.8863333333,12.527,17.4306666667,17.679,14.4226666667,12.7763333333
540.03,13.7486666667,34.4663333333,24.3083333333,36.0656666667,11.8956666667,12.525,17.449,17.6596666667,14.435,12.7743333333
540.37,13.7193333333,34.4306666667,24.278,36.0416666667,11.8736666667,12.5106666667,17.4543333333,17.63,14.445,12.7763333333
540.72,13.6883333333,34.4003333333,24.2883333333,36.0006666667,11.8383333333,12.5276666667,17.4653333333,17.6243333333,14.4543333333,12.7916666667
541.06,13.6716666667,34.3793333333,24.2553333333,35.918,11.8353333333,12.5103333333,17.4516666667,17.632,14.5,12.798
541.40,13.699,34.408,24.2906666667,35.9586666667,11.8856666667,12.5476666667,17.5183333333,17.651,14.541,12.8463333333
541.75,13.736,34.4343333333,24.3156666667,36.0003333333,11.8886666667,12.58,17.61,17.697,14.599,12.8686666667
542.09,13.7463333333,34.4853333333,24.343,36.0613333333,11.926,12.6106666667,17.674,17.6996666667,14.6726666667,12.8853333333
542.43,13.774,34.4896666667,24.3353333333,36.1026666667,11.9056666667,12.6136666667,17.739,17.716,14.6836666667,12.8793333333
542.78,13.771,34.51,24.335,36.144,11.9106666667,12.6053333333,17.817,17.7273333333,14.6926666667,12.8883333333
543.12,13.802,34.5616666667,24.3723333333,36.195,11.943,12.6073333333,17.9063333333,17.7616666667,14.7886666667,12.9343333333
543.46,13.8283333333,34.6213333333,24.3823333333,36.1943333333,11.9526666667,12.6153333333,17.9963333333,17.788,14.8216666667,12.9546666667
543.81,13.8823333333,34.7096666667,24.3856666667,36.2533333333,12.022,12.64,18.0846666667,17.8223333333,14.884,13.008
544.15,13.892,34.738,24.422,36.3766666667,12.0643333333,12.681,18.2003333333,17.8013333333,14.9213333333,13.044
544.49,13.9046666667,34.7576666667,24.411,36.3633333333,12.0413333333,12.6916666667,18.2783333333,17.796,14.9596666667,13.076
544.84,13.8933333333,34.774,24.3916666667,36.4226666667,12.022,12.6526666667,18.3326666667,17.815,15.016,13.074
545.18,13.8533333333,34.8006666667,24.3826666667,36.457,12.0183333333,12.617,18.3443333333,17.8183333333,15.0193333333,13.081
545.52,13.8973333333,34.7923333333,24.4383333333,36.548,12.033,12.649,18.388,17.8583333333,15.0456666667,13.1523333333
545.87,13.94,34.8646666667,24.4943333333,36.596,12.079,12.6663333333,18.401,17.8513333333,15.088,13.151
546.21,13.9496666667,34.9143333333,24.4653333333,36.6406666667,12.0746666667,12.7036666667,18.358,17.8693333333,15.0196666667,13.113
546.55,13.966,34.9236666667,24.53,36.7986666667,12.087,12.7766666667,18.3923333333,17.896,15.0836666667,13.1363333333
546.90,13.9963333333,34.9833333333,24.601,36.9103333333,12.0906666667,12.7953333333,18.437,17.9323333333,15.0896666667,13.148
547.24,13.9923333333,35.0193333333,24.6303333333,36.9933333333,12.067,12.8433333333,18.5016666667,17.986,15.093,13.149
547.58,13.9966666667,35.0453333333,24.6893333333,37.067,12.0946666667,12.8113333333,18.4726666667,18.0256666667,15.089,13.1033333333
547.92,13.9916666667,35.1376666667,24.7096666667,37.148,12.14,12.835,18.516,18.0316666667,15.059,13.102
548.27,14.0293333333,35.1173333333,24.717,37.1596666667,12.1206666667,12.8243333333,18.5296666667,18.0386666667,15.038,13.075
548.61,14.038,35.2823333333,24.7303333333,37.267,12.1646666667,12.898,18.5493333333,18.0443333333,15.095,13.0696666667
548.95,14.082,35.3006666667,24.78,37.3946666667,12.13,12.9426666667,18.665,18.0936666667,15.1363333333,13.1496666667
549.29,14.1176666667,35.3596666667,24.86,37.517,12.1973333333,12.9773333333,18.7503333333,18.1833333333,15.215,13.207
549.64,14.171,35.4873333333,24.8563333333,37.6513333333,12.259,12.995,18.845,18.2426666667,15.248,13.2603333333
549.98,14.2283333333,35.5523333333,24.9116666667,37.8083333333,12.3536666667,13.0406666667,18.8973333333,18.2843333333,15.3416666667,13.306
550.32,14.3353333333,35.6323333333,24.9793333333,37.8306666667,12.4326666667,13.0383333333,18.93,18.3093333333,15.3863333333,13.3433333333
550.66,14.354,35.7343333333,25.025,37.9223333333,12.4573333333,13.0953333333,19.043,18.341,15.4356666667,13.38
551.01,14.412,35.8023333333,25.063,37.9313333333,12.425,13.1383333333,19.0586666667,18.3626666667,15.4313333333,13.4353333333
551.35,14.4506666667,35.923,25.1743333333,38.121,12.488,13.2353333333,19.176,18.488,15.5146666667,13.488
551.69,14.417,35.873,25.19,38.049,12.5013333333,13.207,19.1946666667,18.509,15.5533333333,13.4793333333
552.03,14.4103333333,35.9583333333,25.2303333333,38.0666666667,12.569,13.2013333333,19.193,18.5636666667,15.6363333333,13.4406666667
552.38,14.4193333333,36.042,25.2593333333,38.1926666667,12.597,13.2006666667,19.2936666667,18.5506666667,15.645,13.4636666667
552.72,14.383,36.028,25.3103333333,38.103,12.587,13.1366666667,19.2643333333,18.5596666667,15.633,13.466
553.06,14.374,36.0433333333,25.2796666667,38.118,12.5486666667,13.1473333333,19.3713333333,18.5693333333,15.6463333333,13.438
553.40,14.3963333333,36.214,25.3626666667,38.2846666667,12.573,13.196,19.405,18.6633333333,15.7286666667,13.5063333333
553.74,14.3903333333,36.208,25.3423333333,38.3466666667,12.585,13.175,19.3193333333,18.6486666667,15.73,13.5133333333
554.09,14.405,36.2616666667,25.411,38.489,12.666,13.1713333333,19.3466666667,18.6113333333,15.7463333333,13.522
554.43,14.4493333333,36.3506666667,25.4476666667,38.5366666667,12.699,13.1873333333,19.379,18.5873333333,15.7743333333,13.5433333333
554.77,14.487,36.411,25.449,38.6083333333,12.7036666667,13.0983333333,19.407,18.5686666667,15.739,13.5323333333
555.11,14.5083333333,36.4686666667,25.491,38.757,12.757,13.137,19.4176666667,18.6106666667,15.6816666667,13.6106666667
555.45,14.4893333333,36.3973333333,25.5146666667,38.7,12.635,13.087,19.287,18.6026666667,15.6323333333,13.596
555.80,14.4813333333,36.4083333333,25.4446666667,38.8083333333,12.581,13.086,19.25,18.5213333333,15.6286666667,13.5166666667
556.14,14.465,36.483,25.454,38.777,12.513,13.0193333333,19.113,18.4946666667,15.5563333333,13.4453333333
556.48,14.3746666667,36.2693333333,25.322,38.6166666667,12.4143333333,12.9006666667,18.9816666667,18.348,15.4996666667,13.2843333333
556.82,14.386,36.3116666667,25.2616666667,38.587,12.404,12.9146666667,19.0503333333,18.3763333333,15.5316666667,13.272
557.16,14.386,36.308,25.305,38.6203333333,12.3913333333,12.9763333333,19.0016666667,18.4736666667,15.6086666667,13.2926666667
557.50,14.371,36.3126666667,25.2936666667,38.6903333333,12.3836666667,13.006,18.997,18.4816666667,15.5876666667,13.3546666667
557.85,14.376,36.339,25.3303333333,38.7196666667,12.397,13.0586666667,19.008,18.4956666667,15.599,13.3893333333
558.19,14.3873333333,36.3193333333,25.2913333333,38.691,12.376,13.0726666667,19.0736666667,18.379,15.682,13.336
558.53,14.3683333333,36.401,25.2486666667,38.7096666667,12.4143333333,13.0766666667,19.1246666667,18.3813333333,15.7353333333,13.286
558.87,14.3456666667,36.4603333333,25.305,38.8113333333,12.399,13.1076666667,19.153,18.4146666667,15.787,13.3263333333
559.21,14.419,36.439,25.3266666667,38.8416666667,12.5213333333,13.1806666667,19.1353333333,18.4673333333,15.832,13.345
559.55,14.545,36.65,25.4233333333,39.007,12.653,13.2716666667,19.2403333333,18.555,15.8386666667,13.4943333333
559.89,14.577,36.6666666667,25.5326666667,39.229,12.757,13.3186666667,19.3466666667,18.595,15.844,13.5093333333
560.23,14.6456666667,36.7586666667,25.56,39.297,12.7996666667,13.3586666667,19.508,18.639,15.825,13.539
560.58,14.6643333333,36.7536666667,25.569,39.263,12.8456666667,13.38,19.534,18.642,15.812,13.5523333333
560.92,14.7046666667,36.785,25.634,39.367,12.885,13.4773333333,19.5786666667,18.6626666667,15.8656666667,13.5666666667
561.26,14.6773333333,36.8173333333,25.645,39.4013333333,12.8463333333,13.4193333333,19.5643333333,18.7696666667,15.7876666667,13.5766666667
561.60,14.7123333333,36.876,25.7346666667,39.4616666667,12.8896666667,13.5223333333,19.656,18.8043333333,15.8566666667,13.615
561.94,14.7673333333,36.9253333333,25.7463333333,39.5006666667,12.9686666667,13.574,19.693,18.892,15.8376666667,13.6166666667
562.28,14.7246666667,36.9376666667,25.7493333333,39.5686666667,12.958,13.5736666667,19.7933333333,18.87,15.8423333333,13.6613333333
562.62,14.7266666667,36.975,25.755,39.6973333333,12.9806666667,13.589,19.901,18.9303333333,15.8876666667,13.6846666667
562.96,14.717,37.076,25.8,39.6746666667,12.9663333333,13.621,19.8986666667,18.9423333333,15.9323333333,13.7203333333
563.30,14.7493333333,37.105,25.7496666667,39.7,12.995,13.5756666667,19.9743333333,18.943,16.0,13.734
563.64,14.7143333333,37.125,25.7486666667,39.6933333333,12.9593333333,13.5173333333,19.915,18.8896666667,16.0453333333,13.6283333333
563.99,14.686,37.12,25.734,39.62,12.9046666667,13.4146666667,19.8436666667,18.903,16.031,13.596
564.33,14.7466666667,37.1886666667,25.7396666667,39.646,12.924,13.4903333333,19.826,18.8773333333,16.053,13.5586666667
564.67,14.7546666667,37.2436666667,25.754,39.6916666667,12.969,13.4843333333,19.859,18.882,16.023,13.5643333333
565.01,14.763,37.2503333333,25.7906666667,39.6966666667,12.959,13.4833333333,19.8976666667,18.8253333333,16.073,13.5856666667
565.35,14.78,37.25,25.7756666667,39.6443333333,12.9353333333,13.4643333333,19.905,18.8406666667,16.0783333333,13.5736666667
565.69,14.7606666667,37.1203333333,25.7286666667,39.5133333333,12.8743333333,13.4803333333,19.7856666667,18.7666666667,16.0553333333,13.4986666667
566.03,14.7836666667,37.049,25.6433333333,39.5116666667,12.8733333333,13.4553333333,19.7963333333,18.7096666667,16.0266666667,13.5263333333
566.37,14.724,36.9966666667,25.6193333333,39.4833333333,12.8473333333,13.429,19.6773333333,18.665,16.0156666667,13.506
566.71,14.7573333333,37.035,25.6243333333,39.524,12.8396666667,13.4296666667,19.6363333333,18.6853333333,16.043,13.5533333333
567.05,14.8123333333,37.0583333333,25.615,39.6196666667,12.874,13.48,19.7236666667,18.7243333333,16.083,13.5716666667
567.39,14.7463333333,37.01,25.5973333333,39.5976666667,12.875,13.4073333333,19.735,18.7233333333,16.0966666667,13.6253333333
567.73,14.7773333333,37.0486666667,25.64,39.699,12.913,13.3686666667,19.6946666667,18.7876666667,16.1526666667,13.6663333333
568.07,14.7876666667,37.0636666667,25.6713333333,39.752,12.9673333333,13.3796666667,19.6856666667,18.8496666667,16.1906666667,13.6683333333
568.41,14.77,37.0546666667,25.7066666667,39.8193333333,12.992,13.4096666667,19.6213333333,18.8306666667,16.223,13.696
568.75,14.7716666667,37.139,25.738,39.9573333333,13.0256666667,13.384,19.735,18.89,16.2766666667,13.703
569.09,14.734,37.14,25.8076666667,39.924,13.022,13.3753333333,19.6853333333,18.8813333333,16.274,13.6733333333
569.43,14.7473333333,37.1783333333,25.8946666667,40.0566666667,13.0076666667,13.4816666667,19.7876666667,18.9893333333,16.2866666667,13.6743333333
569.77,14.7306666667,37.182,25.9376666667,40.141,13.051,13.544,19.9233333333,18.999,16.3013333333,13.6576666667
570.11,14.7156666667,37.203,26.033,40.2266666667,13.058,13.614,20.008,18.9893333333,16.341,13.6833333333
570.45,14.738,37.168,25.9956666667,40.1953333333,13.0206666667,13.6463333333,19.991,18.967,16.3226666667,13.6553333333
570.79,14.7333333333,37.1143333333,25.9436666667,40.1393333333,12.9383333333,13.645,19.9433333333,18.9133333333,16.289,13.6466666667
571.13,14.715,37.1056666667,25.9266666667,40.107,12.94,13.6356666667,19.9716666667,18.9043333333,16.267,13.6353333333
571.47,14.787,37.165,25.9576666667,40.153,12.949,13.6716666667,20.0263333333,18.983,16.287,13.6953333333
571.81,14.7686666667,37.1713333333,25.9926666667,40.1453333333,12.9533333333,13.7056666667,19.9833333333,18.9603333333,16.2726666667,13.7196666667
572.15,14.8086666667,37.1906666667,26.0216666667,40.1903333333,12.9673333333,13.7383333333,20.035,18.9883333333,16.299,13.6983333333
572.49,14.8266666667,37.1713333333,26.0323333333,40.1296666667,13.0346666667,13.7353333333,20.063,18.98,16.2983333333,13.7113333333
572.83,14.8283333333,37.226,26.0256666667,40.1316666667,12.9983333333,13.7036666667,20.0986666667,18.9983333333,16.3166666667,13.7506666667
573.17,14.7806666667,37.2183333333,25.9473333333,40.0793333333,12.994,13.6086666667,20.081,18.9863333333,16.266,13.7126666667
573.51,14.7813333333,37.2346666667,25.9793333333,40.171,13.045,13.601,20.1016666667,19.0466666667,16.3,13.7303333333
573.85,14.7693333333,37.241,25.9846666667,40.1673333333,13.1116666667,13.6086666667,20.2363333333,19.028,16.2906666667,13.742
574.19,14.85,37.2726666667,26.017,40.2566666667,13.1223333333,13.6713333333,20.294,19.034,16.3183333333,13.8216666667
574.53,14.7956666667,37.3313333333,26.0576666667,40.3326666667,13.14,13.661,20.354,19.0036666667,16.3676666667,13.8113333333
574.87,14.8316666667,37.3466666667,26.0513333333,40.317,13.1513333333,13.6356666667,20.4096666667,19.0603333333,16.3933333333,13.836
575.21,14.813,37.4053333333,26.0563333333,40.3286666667,13.1183333333,13.6203333333,20.4556666667,19.1273333333,16.427,13.8683333333
575.55,14.8506666667,37.503,26.058,40.3683333333,13.081,13.6136666667,20.4373333333,19.1146666667,16.456,13.9013333333
575.89,14.9043333333,37.4636666667,26.0596666667,40.3596666667,13.0866666667,13.6916666667,20.4663333333,19.162,16.4883333333,13.93
576.22,14.948,37.5193333333,26.09,40.4226666667,13.075,13.7406666667,20.4963333333,19.1873333333,16.5206666667,13.974
576.56,14.9823333333,37.5676666667,26.1146666667,40.4836666667,13.0516666667,13.763,20.635,19.1373333333,16.529,13.9876666667
576.90,15.0166666667,37.557,26.0633333333,40.5533333333,13.013,13.7556666667,20.658,19.141,16.5646666667,14.0033333333
577.24,14.9746666667,37.609,26.0373333333,40.5773333333,12.9793333333,13.7176666667,20.6063333333,19.1093333333,16.5023333333,13.9786666667
577.58,14.9696666667,37.5953333333,25.9276666667,40.561,12.9406666667,13.6716666667,20.5576666667,19.017,16.4456666667,13.959
577.92,14.9743333333,37.661,25.9303333333,40.5953333333,12.9606666667,13.7166666667,20.713,18.9993333333,16.4976666667,14.0043333333
578.26,14.9796666667,37.6883333333,25.8083333333,40.6373333333,12.9126666667,13.758,20.7046666667,18.949,16.4943333333,13.9803333333
578.60,14.9366666667,37.6346666667,25.8166666667,40.7306666667,12.9263333333,13.7336666667,20.7993333333,18.9573333333,16.5436666667,13.9816666667
578.94,14.994,37.702,25.9356666667,40.8373333333,13.0143333333,13.7396666667,20.8773333333,18.95,16.6193333333,14.0013333333
579.28,15.025,37.7016666667,25.9166666667,40.7856666667,13.0026666667,13.764,20.943,18.9013333333,16.63,14.019
579.61,15.0506666667,37.7286666667,25.958,40.7893333333,13.0786666667,13.763,21.0073333333,18.9143333333,16.7246666667,14.0186666667
579.95,15.0346666667,37.7873333333,26.0493333333,40.8976666667,13.1166666667,13.8386666667,20.9856666667,18.9303333333,16.8403333333,14.0203333333
580.29,15.0533333333,37.8,26.1076666667,40.8693333333,13.2023333333,13.8523333333,21.117,18.9363333333,16.9213333333,14.0346666667
580.63,15.0563333333,37.7356666667,26.1713333333,40.9146666667,13.221,13.8983333333,21.2383333333,19.045,16.983,14.0343333333
580.97,15.0503333333,37.802,26.2553333333,40.9856666667,13.2356666667,13.9266666667,21.1343333333,19.0036666667,16.958,14.0456666667
581.31,15.027,37.843,26.329,41.09,13.3506666667,13.872,21.232,19.0476666667,16.9816666667,14.0883333333
581.65,15.014,37.8883333333,26.3146666667,41.1033333333,13.3746666667,13.8513333333,21.2056666667,19.0686666667,16.9296666667,14.061
581.98,14.996,37.99,26.308,41.273,13.4163333333,13.865,21.2686666667,19.1513333333,16.9136666667,14.11
582.32,14.9966666667,37.9586666667,26.309,41.343,13.4796666667,13.901,21.2143333333,19.2033333333,16.9346666667,14.0593333333
582.66,15.0186666667,38.0736666667,26.304,41.4873333333,13.5076666667,14.0056666667,21.3393333333,19.328,16.9763333333,14.1076666667
583.00,15.0263333333,38.042,26.365,41.385,13.442,13.9896666667,21.4136666667,19.3886666667,16.89,14.1593333333
583.34,15.0433333333,38.0806666667,26.336,41.3363333333,13.394,13.9923333333,21.4193333333,19.4646666667,16.9263333333,14.1883333333
583.68,15.1266666667,38.1563333333,26.3233333333,41.3283333333,13.4423333333,14.0133333333,21.5006666667,19.5083333333,16.943,14.2416666667
584.01,15.2116666667,38.097,26.3053333333,41.424,13.399,13.9826666667,21.5713333333,19.622,16.977,14.1926666667
584.35,15.3,38.184,26.4736666667,41.475,13.4513333333,14.075,21.5723333333,19.724,17.0703333333,14.3343333333
584.69,15.3453333333,38.15,26.4903333333,41.461,13.4013333333,14.109,21.66,19.64,17.1123333333,14.3733333333
585.03,15.2646666667,37.9636666667,26.329,41.258,13.2633333333,14.025,21.535,19.5016666667,16.9923333333,14.326
585.37,15.2293333333,37.972,26.3233333333,41.3026666667,13.2136666667,13.9996666667,21.6033333333,19.468,17.0113333333,14.3646666667
585.70,15.142,37.9626666667,26.2893333333,41.2833333333,13.2143333333,13.9556666667,21.454,19.3753333333,16.9746666667,14.4143333333
586.04,15.1556666667,38.0563333333,26.2116666667,41.353,13.2786666667,13.968,21.4883333333,19.2936666667,17.0553333333,14.4126666667
586.38,15.088,37.9776666667,26.2373333333,41.4016666667,13.2833333333,13.9836666667,21.53,19.273,17.0573333333,14.3896666667
586.72,15.0323333333,37.979,26.2383333333,41.442,13.2986666667,14.016,21.5206666667,19.204,17.1573333333,14.3493333333
587.06,15.0086666667,38.005,26.2646666667,41.3053333333,13.3173333333,14.108,21.574,19.1636666667,17.2446666667,14.471
587.39,14.9383333333,37.9933333333,26.173,41.347,13.1903333333,13.9956666667,21.5563333333,19.0263333333,17.1093333333,14.3916666667
587.73,14.948,38.044,26.1946666667,41.3063333333,13.2266666667,13.9796666667,21.5956666667,19.0833333333,17.1303333333,14.3636666667
588.07,14.882,38.0716666667,26.262,41.431,13.1906666667,13.9733333333,21.639,19.0753333333,17.1493333333,14.3166666667
588.41,14.8886666667,38.127,26.3273333333,41.4583333333,13.2196666667,13.9466666667,21.6256666667,19.084,17.1523333333,14.33
588.74,14.9233333333,38.1366666667,26.399,41.4893333333,13.1626666667,13.983,21.6106666667,19.1253333333,17.1436666667,14.3193333333
589.08,14.9276666667,38.1473333333,26.418,41.5386666667,13.1366666667,14.0333333333,21.5393333333,19.198,17.1426666667,14.3416666667
589.42,14.9706666667,38.2143333333,26.4163333333,41.6796666667,13.1386666667,14.108,21.562,19.217,17.2323333333,14.3643333333
589.76,14.9813333333,38.291,26.51,41.686,13.1663333333,14.0673333333,21.5903333333,19.2486666667,17.1636666667,14.408
590.09,14.991,38.323,26.4703333333,41.861,13.135,14.0106666667,21.5296666667,19.2646666667,17.16,14.2843333333
590.43,15.1403333333,38.4083333333,26.6263333333,41.9986666667,13.2693333333,14.1466666667,21.6736666667,19.3473333333,17.3376666667,14.3256666667
590.77,15.0896666667,38.4436666667,26.589,42.0386666667,13.19,14.1396666667,21.508,19.3603333333,17.2666666667,14.338
591.11,15.1966666667,38.6056666667,26.614,42.0286666667,13.282,14.1756666667,21.5006666667,19.4296666667,17.297,14.364
591.44,15.24,38.6926666667,26.641,42.1183333333,13.38,14.2493333333,21.5263333333,19.554,17.3286666667,14.4846666667
591.78,15.416,38.7473333333,26.726,42.098,13.4973333333,14.3093333333,21.6793333333,19.618,17.417,14.5553333333
592.12,15.4043333333,38.6896666667,26.765,42.0516666667,13.5643333333,14.247,21.738,19.553,17.37,14.4976666667
592.46,15.411,38.629,26.7573333333,42.0573333333,13.663,14.2113333333,21.685,19.592,17.3443333333,14.4596666667
592.79,15.5283333333,38.756,26.8516666667,42.2303333333,13.6586666667,14.241,21.7193333333,19.7486666667,17.3976666667,14.5286666667
593.13,15.4946666667,38.8556666667,26.9063333333,42.2286666667,13.7216666667,14.2663333333,21.747,19.7766666667,17.3866666667,14.5576666667
593.47,15.3983333333,38.7493333333,26.8216666667,42.1193333333,13.656,14.156,21.636,19.759,17.305,14.4826666667
593.80,15.3623333333,38.6156666667,26.824,42.1886666667,13.699,14.1193333333,21.6233333333,19.675,17.227,14.3953333333
594.14,15.3353333333,38.4956666667,26.8253333333,42.2206666667,13.7286666667,14.1236666667,21.6876666667,19.6736666667,17.2736666667,14.404
594.48,15.3176666667,38.499,26.859,42.2163333333,13.6723333333,14.0813333333,21.6893333333,19.6126666667,17.2366666667,14.3353333333
594.81,15.1753333333,38.4673333333,26.7946666667,42.2453333333,13.5693333333,14.0033333333,21.579,19.608,17.0953333333,14.2493333333
595.15,15.2603333333,38.5156666667,26.8023333333,42.3093333333,13.5993333333,14.0473333333,21.579,19.669,17.1636666667,14.333
595.49,15.2533333333,38.615,26.7806666667,42.3486666667,13.498,14.027,21.5536666667,19.63,17.112,14.4376666667
595.82,15.251,38.5476666667,26.762,42.302,13.5056666667,14.0783333333,21.4996666667,19.5226666667,17.0856666667,14.3793333333
596.16,15.2766666667,38.5476666667,26.789,42.3236666667,13.4953333333,14.0766666667,21.5613333333,19.5393333333,17.099,14.4316666667
596.50,15.3656666667,38.6933333333,26.8413333333,42.4666666667,13.5986666667,14.249,21.623,19.5746666667,17.248,14.5393333333
596.83,15.54,38.8436666667,26.9706666667,42.5413333333,13.6723333333,14.3763333333,21.758,19.7446666667,17.4153333333,14.678
597.17,15.6186666667,39.0656666667,27.028,42.5993333333,13.693,14.455,21.785,19.8003333333,17.5166666667,14.7406666667
597.51,15.6776666667,39.0963333333,27.0016666667,42.6733333333,13.7376666667,14.5333333333,21.878,19.8246666667,17.588,14.7336666667
597.84,15.733,39.1693333333,27.026,42.7453333333,13.799,14.5506666667,22.0243333333,19.7703333333,17.7576666667,14.712
598.18,15.6476666667,39.1816666667,27.0233333333,42.7353333333,13.797,14.541,22.052,19.7863333333,17.728,14.6656666667
598.52,15.6876666667,39.1283333333,27.0513333333,42.7183333333,13.8323333333,14.5183333333,22.0503333333,19.7516666667,17.758,14.5393333333
598.85,15.673,39.19,27.0713333333,42.824,13.9133333333,14.5626666667,22.203,19.7873333333,17.892,14.565
599.19,15.662,39.1076666667,26.9783333333,42.829,13.906,14.5636666667,22.216,19.72,17.7866666667,14.5236666667
599.53,15.6146666667,39.1043333333,26.9766666667,42.7943333333,13.908,14.514,22.2563333333,19.7606666667,17.6773333333,14.489
599.86,15.5093333333,39.0943333333,26.87,42.8163333333,13.9363333333,14.5136666667,22.226,19.6153333333,17.6123333333,14.4623333333
600.20,15.4953333333,38.9753333333,26.8806666667,42.85,13.973,14.489,22.292,19.537,17.553,14.456
600.53,15.4483333333,39.013,26.9786666667,42.8946666667,14.025,14.5476666667,22.2796666667,19.5863333333,17.6546666667,14.555
600.87,15.4806666667,39.02,27.036,42.817,14.1333333333,14.638,22.1896666667,19.6686666667,17.642,14.645
601.21,15.4533333333,39.0233333333,27.0166666667,42.7943333333,14.026,14.674,22.1323333333,19.6286666667,17.6283333333,14.6573333333
601.54,15.3906666667,39.138,27.0996666667,42.8773333333,14.1016666667,14.7716666667,22.2666666667,19.744,17.6743333333,14.737
601.88,15.4363333333,39.1073333333,26.998,42.8513333333,14.0083333333,14.7166666667,22.1133333333,19.7143333333,17.6003333333,14.6963333333
602.21,15.4016666667,39.068,26.947,42.8316666667,13.9753333333,14.7236666667,22.046,19.6136666667,17.6126666667,14.684
602.55,15.396,39.0546666667,26.949,42.8606666667,13.9453333333,14.6886666667,22.0366666667,19.5866666667,17.6183333333,14.674
602.88,15.428,39.0803333333,26.9976666667,42.8386666667,13.9376666667,14.634,22.0976666667,19.6113333333,17.6553333333,14.638
603.22,15.3996666667,39.1053333333,27.0726666667,42.8606666667,13.9166666667,14.614,21.9913333333,19.679,17.6223333333,14.596
