wavelength,Back_TiaCanf,Belly_TiaCanf,Breast_TiaCanf,Crissum_TiaCanf,Crown_TiaCanf,DorTail_TiaCanf,Patch10_TiaCanf,Rump_TiaCanf,Throat_TiaCanf,WingTip_TiaCanf
197.78,-6.66666666667,-111.666666667,143.333333333,-185.0,-28.3333333333,-110.0,-8.33333333333,-203.333333333,-201.666666667,-98.3333333333
198.16,-35.185,-133.333333333,175.926,-227.777666667,-42.5926666667,-122.222333333,-70.3703333333,-183.333333333,-233.333333333,-127.777666667
198.54,-56.1406666667,-100.0,208.772,-191.228333333,-21.0526666667,-40.351,1.754,-149.122666667,-177.192666667,-78.9473333333
198.92,-35.5556666667,-66.6666666667,135.555666667,-114.444666667,-2.22233333333,-15.5556666667,22.2223333333,-90.0003333333,-126.666666667,-34.4443333333
199.30,-69.3333333333,-157.333333333,126.666666667,-166.666666667,-16.0,-37.3333333333,-6.66666666667,-112.0,-172.0,-86.6666666667
199.68,-70.3703333333,-133.333333333,101.234666667,-165.432,-16.0493333333,-22.2223333333,22.222,-77.7776666667,-166.666333333,-75.3083333333
200.06,-44.9613333333,-63.5656666667,76.7443333333,-80.62,19.3796666667,6.97666666667,39.535,-10.0773333333,-93.7983333333,-49.612
200.44,-57.364,-63.5656666667,59.69,-83.721,17.0543333333,11.628,38.7596666667,-9.30266666667,-96.8993333333,-58.9146666667
200.82,-47.9533333333,-44.4443333333,40.9356666667,-57.31,28.6553333333,5.263,32.7486666667,5.848,-77.7776666667,-45.614
201.19,-63.3333333333,-58.0,29.3333333333,-60.6666666667,27.3333333333,1.33333333333,24.6666666667,3.33333333333,-105.333333333,-64.0
201.57,-42.69,-40.936,29.8243333333,-33.3333333333,36.842,11.111,33.918,2.924,-93.567,-54.386
201.95,-54.9383333333,-42.5926666667,32.716,-28.395,36.4196666667,-0.617,27.1606666667,4.321,-100.0,-72.2223333333
202.33,-86.525,-72.3403333333,26.9506666667,-39.0073333333,29.787,-18.4396666667,9.21966666667,-7.09233333333,-123.404666667,-97.1633333333
202.71,-76.4366666667,-48.276,20.6893333333,-27.586,36.7813333333,-3.44833333333,3.44833333333,-0.574666666667,-84.4826666667,-66.092
203.09,-117.647,-77.1243333333,-0.653666666667,-42.4833333333,24.1833333333,-31.3726666667,-32.6796666667,-23.5293333333,-113.725333333,-103.921333333
203.47,-175.0,-145.370333333,-23.148,-81.4813333333,-6.48166666667,-75.0003333333,-90.7403333333,-75.0,-198.148,-163.889
203.85,-136.508333333,-121.428666667,-6.34933333333,-53.9683333333,6.34933333333,-65.0793333333,-63.492,-48.413,-170.635,-138.889
204.22,-177.778,-180.808,-26.2626666667,-77.778,-9.091,-89.899,-96.9696666667,-72.7273333333,-226.262333333,-195.959666667
204.60,-140.476333333,-141.269666667,-21.4286666667,-69.8413333333,-15.873,-80.9523333333,-50.7936666667,-51.587,-157.936666667,-157.142666667
204.98,-143.939333333,-141.666666667,-12.1213333333,-74.2423333333,-31.818,-73.485,-34.8486666667,-47.7273333333,-132.575666667,-134.091
205.36,-149.275,-158.695666667,-26.8116666667,-86.232,-47.826,-86.9566666667,-56.5216666667,-55.0726666667,-134.782333333,-142.029
205.74,-127.659666667,-143.262333333,-12.766,-78.014,-38.298,-73.0496666667,-45.39,-39.716,-122.695,-135.461333333
206.12,-152.777666667,-200.926,-20.3703333333,-104.629666667,-77.7776666667,-124.074,-48.148,-54.6296666667,-188.889,-212.037
206.50,-106.201666667,-150.387666667,-3.10066666667,-64.341,-62.0156666667,-82.9456666667,-10.8526666667,-29.4573333333,-142.635666667,-168.992333333
206.87,-110.417,-140.972333333,-9.02766666667,-55.5556666667,-66.6666666667,-84.0276666667,-13.1943333333,-7.63866666667,-120.833333333,-165.277666667
207.25,-128.571666667,-140.476333333,11.1106666667,-63.492,-73.0156666667,-101.587333333,3.17433333333,-3.17466666667,-127.778,-186.508
207.63,-111.111,-97.037,22.9626666667,-54.074,-63.7036666667,-89.6296666667,8.88866666667,6.66633333333,-103.703666667,-161.481333333
208.01,-117.073,-95.935,26.0163333333,-59.3496666667,-70.7316666667,-101.626,-5.691,11.382,-133.333333333,-169.919
208.39,-145.454666667,-120.202,-5.05033333333,-84.8486666667,-110.101,-150.505333333,-44.4443333333,4.04066666667,-183.838333333,-235.353333333
208.77,-335.294333333,-284.313666667,-109.804333333,-205.882333333,-284.313666667,-337.255,-152.941333333,-88.2353333333,-439.215666667,-500.0
209.14,1240.0,1020.0,673.333333333,946.666666667,1200.0,1226.66666667,720.0,433.333333333,1680.0,1893.33333333
209.52,-486.111333333,-291.666333333,-208.333333333,-338.889,-380.555333333,-352.777666667,-236.111,-133.333666667,-619.444333333,-588.889
209.90,-703.703666667,-425.926,-303.703666667,-503.703666667,-529.629666667,-537.036666667,-411.111,-266.666333333,-859.259,-692.592666667
210.28,-359.523666667,-219.047666667,-180.952333333,-302.381,-302.380666667,-302.381,-254.762,-209.524,-502.381,-361.905
210.66,-221.212,-181.818333333,-184.848666667,-231.818333333,-227.272666667,-193.939666667,-216.667,-193.939333333,-350.0,-218.182
211.03,-607.407333333,-548.148333333,-566.666666667,-670.370333333,-711.111333333,-562.963,-618.518666667,-648.148,-1018.51866667,-577.777666667
211.41,-2966.66666667,-2800.0,-2583.33333333,-2816.66666667,-3766.66666667,-2583.33333333,-3083.33333333,-3283.33333333,-4583.33333333,-2833.33333333
211.79,887.5,825.0,712.5,770.833333333,1012.5,766.666666667,883.333333333,991.666666667,1287.5,829.166666667
212.17,-1966.66666667,-1733.33333333,-1500.0,-1622.22233333,-2166.66666667,-1555.55566667,-1722.22233333,-2144.44433333,-2977.77766667,-1822.222
212.55,-123.931666667,-117.094,-69.2306666667,-87.1793333333,-118.803666667,-89.7436666667,-113.675,-135.897666667,-180.342,-101.709333333
212.92,-175.555333333,-177.777666667,-85.5556666667,-115.555666667,-208.889,-155.555666667,-184.444666667,-217.777666667,-266.666666667,-190.0
213.30,-162.069,-181.609333333,-82.7583333333,-102.298666667,-216.092,-158.621,-194.252666667,-217.241333333,-259.77,-218.390666667
213.68,-81.9443333333,-77.0833333333,-15.278,-26.389,-100.0,-63.8886666667,-76.389,-94.4443333333,-120.138666667,-105.555333333
214.06,-74.9996666667,-53.2053333333,18.5896666667,3.846,-76.9233333333,-30.1283333333,-48.718,-70.5126666667,-83.3333333333,-82.0516666667
214.44,-72.121,-41.818,25.4546666667,9.69666666667,-50.909,-23.0303333333,-34.5453333333,-50.3026666667,-61.2123333333,-77.5756666667
214.81,-54.9706666667,-33.9183333333,29.8246666667,8.18733333333,-28.0703333333,-10.5263333333,-11.1113333333,-34.5026666667,-39.766,-71.93
215.19,-33.3336666667,-25.2253333333,40.0903333333,9.009,-17.5676666667,6.30633333333,-4.054,-16.6666666667,-24.3243333333,-40.9913333333
215.57,-28.5716666667,-26.5873333333,42.0636666667,4.762,-19.841,6.34933333333,-11.1113333333,-11.9046666667,-25.0,-31.746
215.95,-29.902,-20.098,47.549,7.353,-24.5096666667,10.784,-15.1963333333,-18.1373333333,-32.8433333333,-39.2156666667
216.32,-40.5796666667,-28.9853333333,35.749,-1.93233333333,-30.918,7.24633333333,-25.121,-18.3573333333,-27.5363333333,-37.681
216.70,-49.231,-26.6666666667,37.9486666667,2.05166666667,-34.872,18.4613333333,-24.615,-16.4103333333,-30.7693333333,-26.6666666667
217.08,-185.714333333,-147.619,-11.905,-85.7143333333,-173.809666667,-20.238,-147.619333333,-114.285666667,-170.238,-154.761666667
217.46,-486.111,-469.444666667,-252.777666667,-341.666666667,-516.666666667,-194.444333333,-508.333,-366.666333333,-511.111,-475.000333333
217.83,-316.666666667,-356.25,-179.166666667,-197.916666667,-431.25,-118.75,-383.333333333,-252.083333333,-408.333333333,-308.333333333
218.21,-294.117333333,-319.608,-184.314,-182.353333333,-419.607666667,-109.804,-384.313666667,-250.980666667,-411.765,-284.313666667
218.59,-207.407333333,-205.555666667,-168.518666667,-129.629666667,-322.222,-62.963,-303.704,-196.296333333,-288.889,-216.666666667
218.97,-470.833333333,-420.833333333,-337.5,-212.5,-716.666666667,-166.666666667,-737.5,-495.833333333,-495.833333333,-500.0
219.34,-236.842,-198.245666667,-159.649333333,-87.7193333333,-317.544,-66.6666666667,-312.280666667,-240.350666667,-212.280666667,-203.509
219.72,-131.944666667,-113.888666667,-116.666666667,-52.7776666667,-184.722333333,-24.9996666667,-181.944666667,-163.889,-125.0,-116.666666667
220.10,-102.298666667,-119.540333333,-119.540333333,-86.2066666667,-157.471666667,-47.1266666667,-174.713,-149.425333333,-104.597666667,-131.034333333
220.47,-25.532,-40.4253333333,-41.844,-31.915,-61.7023333333,-14.1843333333,-99.2903333333,-61.702,-39.0073333333,-53.1913333333
220.85,-21.528,-24.3056666667,-17.3613333333,-13.889,-45.8333333333,-4.16666666667,-96.5276666667,-47.2223333333,-27.7776666667,-37.5
221.23,-36.111,-40.9723333333,-36.8053333333,-36.111,-40.972,-17.3613333333,-104.167,-61.8056666667,-18.75,-60.4163333333
221.61,-52.0326666667,-66.6666666667,-40.6506666667,-58.5366666667,-63.4146666667,-34.146,-146.341333333,-86.1786666667,-30.081,-67.4796666667
221.98,-56.0973333333,-81.3006666667,-43.9026666667,-44.7153333333,-56.9106666667,-34.9593333333,-156.097666667,-69.9186666667,-46.3416666667,-63.4146666667
222.36,-37.681,-69.565,-47.826,-36.2316666667,-47.826,-36.232,-121.014666667,-47.1013333333,-46.3766666667,-50.7246666667
222.74,-25.2253333333,-77.4773333333,-48.6486666667,-45.045,-50.4506666667,-51.3513333333,-140.540666667,-34.2343333333,-47.7476666667,-52.252
223.11,-46.9136666667,-125.925666667,-87.6543333333,-44.4443333333,-82.716,-76.5433333333,-170.370333333,-38.2716666667,-76.543,-87.6543333333
223.49,-30.6306666667,-72.072,-45.946,6.30633333333,-29.73,-30.6306666667,-90.991,-6.306,-52.252,-41.4413333333
223.87,-10.929,-30.601,-3.82533333333,27.3223333333,2.18566666667,6.55733333333,-32.787,2.732,-11.4753333333,-2.732
224.24,2.5,-12.9166666667,6.66666666667,32.9166666667,10.4166666667,14.5833333333,-9.16666666667,9.58333333333,-8.75,4.58333333333
224.62,-7.35933333333,-16.0173333333,-1.73166666667,27.2726666667,4.762,7.359,-25.108,0.433,-24.2423333333,2.59733333333
225.00,-8.73033333333,-10.7143333333,0.397,29.7616666667,5.95233333333,6.746,-17.8573333333,1.19066666667,-22.619,3.96833333333
225.38,-17.5216666667,-10.6836666667,1.70933333333,26.0683333333,2.13666666667,-3.41866666667,-22.222,-17.9486666667,-32.0516666667,-4.27333333333
225.75,-20.0,-15.1113333333,9.778,23.5556666667,10.2223333333,4.889,-30.667,-20.8886666667,-36.8886666667,0.0
226.13,-20.0856666667,-23.077,10.2563333333,21.3676666667,11.966,0.427666666667,-34.6153333333,-24.359,-37.6066666667,-2.564
226.51,-4.248,-9.15066666667,17.647,17.3203333333,17.3203333333,3.92166666667,-34.6403333333,-14.3793333333,-22.8756666667,1.634
226.88,4.25533333333,-11.7023333333,23.4043333333,16.3123333333,13.8296666667,4.96433333333,-40.78,-12.766,-25.8866666667,-0.354666666667
227.26,2.59733333333,-27.7053333333,16.0173333333,9.091,0.865666666667,-3.463,-57.5756666667,-14.2856666667,-42.424,-13.42
227.64,-3.33333333333,-36.25,8.75,-6.66666666667,-16.25,-9.58333333333,-66.25,-17.5,-43.3333333333,-22.9166666667
228.01,13.6506666667,-13.0156666667,26.0316666667,4.44433333333,2.53933333333,9.20633333333,-35.8733333333,2.53966666667,-15.2383333333,-3.17466666667
228.39,20.21,2.62466666667,33.596,17.323,16.5353333333,22.8346666667,-21.7846666667,12.0733333333,1.31266666667,11.811
228.76,22.0,5.55533333333,31.7776666667,17.111,18.2223333333,29.7776666667,-10.667,18.4443333333,9.55566666667,16.4443333333
229.14,19.4933333333,4.678,24.7563333333,11.696,13.6453333333,23.3916666667,-7.40766666667,14.23,11.696,11.501
229.52,16.5766666667,4.50433333333,19.6396666667,9.54933333333,7.56733333333,21.0813333333,-11.7113333333,14.054,9.54933333333,6.30633333333
229.89,10.2563333333,0.366333333333,17.5823333333,10.623,1.64833333333,19.7803333333,-20.1463333333,11.7213333333,5.86066666667,5.31133333333
230.27,10.764,7.465,19.271,12.847,4.16633333333,25.347,-17.0136666667,11.8056666667,9.20133333333,7.29166666667
230.65,7.80166666667,8.688,15.9573333333,10.816,5.851,25.532,-18.9716666667,3.90066666667,7.624,8.33333333333
231.02,10.653,12.543,14.777,17.8696666667,13.402,25.258,-14.6046666667,4.811,10.309,9.96566666667
231.40,12.3076666667,12.3076666667,11.7946666667,19.658,12.4786666667,28.547,-14.1876666667,2.22233333333,9.23066666667,10.2563333333
231.78,9.269,8.02133333333,2.67366666667,13.7256666667,7.30866666667,20.4993333333,-17.647,-4.81266666667,2.674,3.565
232.15,10.0733333333,15.0183333333,4.39566666667,15.018,4.02933333333,21.0623333333,-21.6113333333,-6.227,2.381,4.39566666667
232.53,13.0036666667,22.5273333333,6.77633333333,17.3993333333,9.34066666667,23.8093333333,-20.696,-1.83166666667,4.579,8.79133333333
232.90,11.5313333333,23.243,6.30633333333,18.919,12.6126666667,24.8646666667,-17.117,-6.12633333333,3.243,8.649
233.28,11.8163333333,23.457,5.82,17.9896666667,14.286,24.3386666667,-9.52366666667,-9.171,1.94,7.76
233.66,9.88833333333,19.9363333333,5.74166666667,14.3543333333,14.6733333333,20.5743333333,-7.97466666667,-9.888,2.71133333333,7.81533333333
234.03,10.632,18.6783333333,9.195,16.523,15.948,19.253,-2.87333333333,-3.01733333333,4.023,8.76433333333
234.41,8.041,17.2513333333,9.79533333333,12.7193333333,13.8886666667,17.6903333333,-2.63166666667,-5.848,0.584666666667,7.895
234.78,5.88233333333,18.703,9.653,12.2173333333,12.368,15.5353333333,2.71533333333,-6.335,-0.603333333333,6.48566666667
235.16,7.04866666667,18.649,13.216,14.0966666667,15.125,18.649,6.902,-2.496,1.909,4.25833333333
235.54,6.609,12.2126666667,10.7756666667,15.3733333333,15.086,18.3906666667,9.48266666667,-2.44266666667,1.724,0.143666666667
235.91,8.25833333333,9.00933333333,10.8106666667,19.069,13.664,21.7716666667,12.913,-3.30333333333,-2.70266666667,-0.750666666667
236.29,14.4926666667,12.7536666667,14.6373333333,22.8986666667,14.7826666667,27.1013333333,19.1303333333,3.333,0.434666666667,7.971
236.66,19.9723333333,16.804,16.391,23.8293333333,16.6666666667,28.7876666667,19.008,8.81533333333,2.89266666667,11.9833333333
237.04,21.4183333333,17.021,13.9006666667,26.9503333333,17.3046666667,28.936,21.1346666667,11.2056666667,1.13466666667,15.8866666667
237.41,20.3213333333,17.69,12.1343333333,23.2456666667,14.4736666667,27.778,16.082,5.40933333333,0.731333333333,12.8653333333
237.79,23.5296666667,18.067,13.7256666667,22.409,15.8263333333,29.692,15.4063333333,9.804,3.64133333333,16.1063333333
238.17,22.266,13.8023333333,14.974,21.094,14.9743333333,26.0416666667,9.89566666667,10.4166666667,1.30233333333,14.7136666667
238.54,20.9273333333,8.897,14.5363333333,18.1703333333,10.9023333333,23.0576666667,7.268,8.89733333333,-2.005,15.0376666667
238.92,21.5826666667,9.95233333333,13.789,15.228,11.9903333333,21.7026666667,5.276,8.873,-2.15866666667,15.3476666667
239.29,20.0443333333,9.413,11.96,12.071,14.507,20.4873333333,4.65133333333,7.41966666667,-0.110666666667,15.5036666667
239.67,18.0126666667,7.557,14.2856666667,12.0083333333,15.6313333333,19.0473333333,2.69133333333,7.35,1.44933333333,13.147
240.04,14.2573333333,3.933,11.7993333333,9.83266666667,12.8806666667,16.814,0.0,4.13,-1.278,12.1926666667
240.42,12.1606666667,4.11166666667,12.0733333333,7.524,10.061,15.223,-1.83766666667,4.112,-1.22466666667,10.674
240.79,12.1416666667,4.07266666667,11.84,7.466,9.804,15.3846666667,-0.0756666666667,6.184,-0.829333333333,12.368
241.17,10.825,3.49833333333,10.9573333333,7.72266666667,9.505,15.3133333333,0.132,5.41233333333,0.726,11.353
241.54,9.69066666667,3.32733333333,10.3913333333,7.297,10.3913333333,14.8276666667,0.584,5.25366666667,2.39333333333,11.617
241.92,8.64366666667,4.81333333333,9.524,7.505,11.0246666667,15.1136666667,0.621,5.59,3.675,11.7493333333
242.29,7.49666666667,5.09166666667,9.75933333333,7.355,10.561,14.6156666667,0.848666666667,4.95033333333,3.536,12.0696666667
242.67,6.25,5.425,9.11466666667,7.24833333333,8.42033333333,13.194,0.520666666667,3.94966666667,2.387,10.5033333333
243.05,5.04433333333,5.54866666667,6.85166666667,5.71666666667,6.93533333333,11.4333333333,0.252,1.97566666667,1.93366666667,10.0883333333
243.42,4.26933333333,5.829,7.266,5.50066666667,7.75833333333,11.6996666667,1.60066666667,2.381,3.161,10.0986666667
243.80,3.23766666667,5.23066666667,5.604,5.06466666667,7.18166666667,11.457,0.954666666667,1.53566666667,3.15466666667,8.63433333333
244.17,2.54166666667,5.41666666667,5.16666666667,5.16666666667,6.25,10.875,1.25,0.875,3.70833333333,7.875
244.55,1.58733333333,5.639,5.096,4.88733333333,5.97333333333,10.1923333333,2.29733333333,0.543333333333,2.88233333333,7.60266666667
244.92,1.951,6.47566666667,5.77033333333,4.98133333333,5.31366666667,11.0003333333,3.23766666667,0.996333333333,2.94733333333,7.057
245.30,1.649,5.85033333333,5.69266666667,4.319,4.358,10.483,2.90566666667,1.02066666667,2.709,6.753
245.67,2.24366666667,5.55566666667,4.84333333333,4.73666666667,3.91766666667,10.292,4.309,1.63833333333,2.49266666667,5.84033333333
246.05,2.89433333333,4.89833333333,5.15266666667,4.83466666667,3.75333333333,10.4323333333,4.99366666667,2.099,2.799,6.04333333333
246.42,3.21066666667,4.41066666667,5.27666666667,5.444,3.797,10.413,5.388,3.294,2.87566666667,6.08566666667
246.79,3.70366666667,4.148,5.13566666667,4.93833333333,3.33333333333,10.1976666667,4.96333333333,3.77766666667,2.76533333333,6.173
247.17,4.43466666667,4.34666666667,6.138,4.91466666667,4.25933333333,9.786,5.67933333333,4.15033333333,2.94866666667,7.20833333333
247.54,4.966,4.242,6.07133333333,5.46833333333,4.90566666667,9.65033333333,5.71,4.52366666667,2.95533333333,7.39833333333
247.92,5.43333333333,4.374,6.397,5.95366666667,5.35633333333,10.2313333333,5.68433333333,5.06733333333,3.60266666667,7.95766666667
248.29,5.49533333333,4.25966666667,6.08466666667,6.123,5.57133333333,10.002,5.62833333333,5.286,3.78433333333,8.15733333333
248.67,5.623,4.03866666667,6.16433333333,6.24166666667,5.50733333333,10.0096666667,5.546,5.46866666667,3.74866666667,8.21233333333
249.04,5.552,3.654,6.28733333333,6.042,5.38866666667,10.0836666667,4.695,5.307,3.715,8.63466666667
249.42,5.409,3.826,6.46433333333,6.06866666667,6.09066666667,10.2903333333,4.112,5.93666666667,4.50766666667,9.279
249.79,5.18566666667,3.64233333333,6.58466666667,5.93366666667,6.27133333333,9.96133333333,3.37666666667,5.54733333333,4.12433333333,8.852
250.17,4.96666666667,3.506,6.79933333333,6.45433333333,6.79933333333,9.801,3.506,5.04666666667,3.47933333333,8.81766666667
250.54,4.00133333333,2.383,6.17833333333,6.88466666667,6.20766666667,9.70866666667,1.79433333333,4.70733333333,2.47133333333,7.59066666667
250.92,2.35333333333,1.064,4.9,5.835,4.739,8.833,-0.322666666667,3.99766666667,0.548333333333,6.70533333333
251.29,0.574333333333,-0.945666666667,2.93833333333,3.64733333333,2.837,6.61933333333,-2.769,2.26266666667,-1.85733333333,4.72833333333
251.66,-0.681333333333,-2.07866666667,1.46533333333,1.80633333333,1.53366666667,5.82833333333,-4.63533333333,0.681333333333,-2.829,4.02166666667
252.04,-0.921,-1.97866666667,0.819,0.818666666667,1.50133333333,5.83433333333,-5.595,-0.545666666667,-3.58233333333,3.378
252.41,-0.872666666667,-2.115,0.906666666667,0.436333333333,1.20866666667,5.27033333333,-5.16966666667,-0.805666666667,-3.357,3.22266666667
252.79,5.55111512313e-17,-1.37366666667,2.01,1.97666666667,1.508,5.99666666667,-4.05366666667,-0.268,-3.08233333333,3.953
253.16,1.63833333333,-0.869333333333,3.009,2.44066666667,2.44066666667,7.32233333333,-2.374,0.501666666667,-1.73866666667,5.349
253.54,2.593,0.170666666667,3.58233333333,2.79766666667,3.54833333333,8.768,-2.115,1.67166666667,-0.511666666667,6.073
253.91,3.99833333333,1.309,4.63566666667,2.548,4.74166666667,9.802,-1.097,1.84,1.557,7.254
254.28,5.271,2.858,6.71866666667,3.56366666667,6.38433333333,11.3586666667,0.482666666667,2.413,3.52633333333,8.79733333333
254.66,6.33266666667,4.04033333333,7.65366666667,4.58433333333,7.34233333333,12.6653333333,1.35966666667,2.642,5.08933333333,10.334
255.03,8.59033333333,5.754,9.00133333333,7.06933333333,9.166,13.8513333333,3.12366666667,4.27466666667,5.95966666667,11.755
255.41,9.063,5.88233333333,8.80166666667,8.366,9.32466666667,13.377,4.74933333333,5.09833333333,6.623,12.1133333333
255.78,9.39166666667,6.65766666667,9.03866666667,9.47966666667,10.538,13.492,4.67366666667,6.393,6.30533333333,13.007
