wavelength,Back_SicOlif,Belly_SicOlif,Breast_SicOlif,Crissum_SicOlif,Crown_SicOlif,DorTail_SicOlif,Rump_SicOlif,Throat_SicOlif,WingTip_SicOlif
540.03,11.2956666667,32.4223333333,22.9438666667,23.0422,9.20639999999,9.10506666667,12.9942518518,21.8822,10.0856333333
540.37,11.3041333333,32.4964333333,22.9782666667,23.0847333333,9.22553333334,9.12220000001,13.013037037,21.9282666667,10.0995
540.72,11.3196,32.5342,23.0052666667,23.1102666667,9.24033333333,9.13353333333,13.0329185185,21.9497333333,10.1257333333
541.06,11.3502666667,32.5953333333,23.0566,23.149,9.27013333333,9.16980000001,13.0659259259,21.9811333333,10.1510666667
541.40,11.3669333333,32.6379,23.0840666667,23.163,9.27153333334,9.18066666666,13.0717925926,21.9904666667,10.1617666667
541.75,11.3902666666,32.6768,23.1136666667,23.1867333333,9.2936,9.19373333333,13.1019925926,22.0104,10.1786
542.09,11.375,32.7080333333,23.114,23.1968666667,9.27633333333,9.16953333333,13.0950814815,22.011,10.1482
542.43,11.4054,32.7776333333,23.1830666667,23.2613333333,9.30113333333,9.19800000001,13.1422148148,22.0596,10.1755
542.78,11.4426,32.8263666667,23.2230666667,23.3089333333,9.32559999999,9.21299999999,13.1952074074,22.1158666667,10.1989333333
543.12,11.4611333333,32.852,23.2598,23.329,9.33586666667,9.21526666667,13.2350148148,22.1173333333,10.2089333333
543.46,11.5077333333,32.8568,23.2714666667,23.3489333333,9.34653333333,9.23433333333,13.2897111111,22.1167333333,10.2402333333
543.81,11.5388,32.8811666667,23.2925333333,23.368,9.35033333333,9.23766666666,13.3377703704,22.1280666666,10.2376
544.15,11.5614,32.8976333333,23.3209333333,23.3795333333,9.33286666667,9.23026666667,13.3649851852,22.12,10.2413666667
544.49,11.5939333333,32.9479666667,23.3579333333,23.406,9.33426666667,9.23560000001,13.4165185185,22.1416,10.2469
544.84,11.5909333333,32.9641333334,23.3564666667,23.4267333333,9.32973333334,9.22359999999,13.4288888889,22.1554,10.2511
545.18,11.6076,32.9877,23.3642666667,23.4626,9.35106666667,9.22613333333,13.4682962963,22.1711333333,10.2639666667
545.52,11.5994666667,33.0046333333,23.3678666667,23.4772666667,9.33673333333,9.21833333334,13.4747333333,22.1921333333,10.2491333333
545.87,11.6585333333,33.0905,23.4614666667,23.5522666667,9.38680000001,9.26273333333,13.5442962963,22.274,10.3072
546.21,11.6566,33.1166,23.4813333333,23.5757333333,9.3862,9.24440000001,13.5459703704,22.2744,10.2937666667
546.55,11.6626666666,33.1554333333,23.5302666667,23.6046666667,9.37786666667,9.25826666667,13.5603629629,22.2859333333,10.301
546.90,11.6932666667,33.2058666667,23.547,23.6455333334,9.38966666667,9.28446666667,13.5871037037,22.3261333333,10.3247333333
547.24,11.6801333333,33.2986333333,23.5918,23.6826,9.39333333333,9.27553333333,13.5932296296,22.3708666667,10.3232
547.58,11.7227333333,33.3719333333,23.6260666667,23.7294666667,9.41846666667,9.30313333333,13.6372074074,22.4040666667,10.3494
547.92,11.7634666666,33.4152333333,23.6607333333,23.7846666667,9.45639999999,9.33013333333,13.6936814815,22.4496666667,10.3724333333
548.27,11.7808,33.4519666667,23.6783333333,23.8153333333,9.4692,9.34720000001,13.6958148148,22.4661333333,10.3800666667
548.61,11.8385333333,33.5179333333,23.7504666667,23.8647333333,9.48940000001,9.36580000001,13.7720296296,22.5124666667,10.4065666667
548.95,11.8669333333,33.5859333333,23.8159333333,23.9270666667,9.49786666666,9.38053333334,13.8286222222,22.5594666667,10.4346
549.29,11.9407333334,33.6641,23.8944666667,23.9974666667,9.541,9.42493333334,13.9144222222,22.6004,10.4892
549.64,11.9530666667,33.6852666667,23.8815333333,23.9764666667,9.517,9.41313333333,13.9276074074,22.5703333333,10.4669333333
549.98,11.9668,33.7167666667,23.9246666667,23.9948666667,9.51806666667,9.42433333333,13.9716222222,22.6054,10.4905333333
550.32,11.9584666667,33.7146666667,23.8929333333,23.9885333333,9.50713333334,9.41573333334,13.9787333333,22.6131333333,10.4553666667
550.66,11.9756666667,33.7403666667,23.9098,23.9907333333,9.52273333333,9.40953333333,13.9962888889,22.6386,10.4643
551.01,12.018,33.7779333333,23.9594,24.0269333333,9.5546,9.46673333333,14.0482814815,22.6514666666,10.4995333333
551.35,12.0245333333,33.8081,24.0141333333,24.0558666667,9.56706666667,9.4576,14.0508814815,22.6874,10.5322333333
551.69,12.0319333333,33.8938,24.0492,24.104,9.58186666667,9.47140000001,14.0880666667,22.7264666667,10.5624
552.03,12.0618,33.9581666667,24.1198666667,24.1548666667,9.60966666666,9.49766666667,14.1414962963,22.7693333334,10.5975333333
552.38,12.0454666667,33.9777,24.1292,24.1721333333,9.58973333333,9.49559999999,14.1243185185,22.7746,10.5915333333
552.72,12.0714666667,34.0244,24.165,24.2206666667,9.60113333333,9.5062,14.1252518519,22.8334,10.6012
553.06,12.0696,34.0487666667,24.189,24.2647333333,9.60726666668,9.50259999999,14.1178222222,22.8871333333,10.5985
553.40,12.0828666667,34.1043666667,24.2318666667,24.3105333333,9.6436,9.52026666667,14.1605481481,22.9272666667,10.6388666667
553.74,12.0923333333,34.1529666667,24.2240666667,24.33,9.62906666666,9.52026666668,14.1793333333,22.9425333333,10.6390333333
554.09,12.1548,34.2623666667,24.3128,24.4248,9.69833333334,9.56233333333,14.2529333333,23.0014,10.7217666667
554.43,12.1763333333,34.3135,24.3761333333,24.4886,9.72219999999,9.59246666666,14.3051851852,23.0390666667,10.7439333333
554.77,12.217,34.3614,24.4197333333,24.5420666667,9.75953333334,9.59573333334,14.3505925926,23.0940666667,10.7745666667
555.11,12.2652,34.4443333333,24.4934666667,24.6254666667,9.80786666667,9.65566666666,14.4224148148,23.1776,10.8091333333
555.45,12.2968,34.4664333333,24.5525333333,24.635,9.8492,9.66353333333,14.4332666667,23.1776666667,10.8176333333
555.80,12.3113333333,34.4943,24.5910666667,24.6767333333,9.87213333333,9.65006666667,14.4557481481,23.2101333333,10.8346666667
556.14,12.2993333333,34.5181333333,24.5830666667,24.6614666667,9.87633333334,9.63153333333,14.4355407407,23.1833333333,10.8241333333
556.48,12.3154,34.5673,24.6328,24.6732666667,9.90306666666,9.65093333333,14.4644518518,23.1934666667,10.8445333333
556.82,12.381,34.6385333333,24.6929333333,24.7184,9.93620000002,9.72813333333,14.5256666667,23.2222666667,10.9254666667
557.16,12.4285333333,34.6813666667,24.7406,24.7771333333,9.96546666667,9.7766,14.5379111111,23.2920666667,10.9557
557.50,12.4784,34.7422,24.8160666666,24.8366666667,10.0310666667,9.8228,14.5792518518,23.3539333333,11.0025333333
557.85,12.4720666667,34.7440666667,24.8414666667,24.8448666667,10.0104,9.83599999999,14.5822666667,23.3558666667,10.9976333333
558.19,12.4947333333,34.8318666667,24.9086666667,24.9062,10.0488,9.86033333333,14.6122148148,23.3801333333,11.0153
558.53,12.4548666667,34.8433333333,24.9252666667,24.9062666667,10.0091333333,9.86179999999,14.5872222222,23.3793333333,10.9935666667
558.87,12.4522,34.8730666667,24.9071333333,24.8757333333,9.99440000001,9.83699999999,14.5810666667,23.3561333333,10.9991333333
559.21,12.4463333333,34.9051,24.9448,24.889,10.0019333333,9.8764,14.5964222222,23.4444,11.0177333333
559.55,12.464,34.9627666667,24.9602,24.892,10.0084,9.89573333333,14.6054,23.4661333333,11.0282
559.89,12.5212,34.9999333333,25.0100666667,24.9491333333,10.0613333334,9.96380000001,14.6650518518,23.5391333333,11.0828333333
560.23,12.5639333333,35.0655666667,25.0968,25.0006,10.0962666667,9.99960000001,14.7054296296,23.5944,11.1228
560.58,12.4882666667,35.0228,25.0672666667,24.9437333333,10.0423333333,9.92606666666,14.6337333333,23.5165333333,11.0520333333
560.92,12.4523333333,35.0225,25.0408666667,24.9083333334,9.99706666667,9.88139999999,14.6305777778,23.4646,11.0145
561.26,12.4126,34.9786333333,25.0198666667,24.8637333333,9.95433333333,9.85466666666,14.5914740741,23.4096666667,10.9687666667
561.60,12.3881333333,34.9822333333,24.9772666667,24.8458,9.93626666665,9.8024,14.5546814815,23.3805333333,10.9285333333
561.94,12.4157333333,34.9793,24.9752666667,24.8475333333,9.92239999999,9.79686666667,14.5639111111,23.3864666667,10.9575666667
562.28,12.4535333333,34.9984,25.0065333333,24.8784,9.96126666666,9.81146666667,14.5952444445,23.4132666667,10.9869
562.62,12.4768,35.0116,25.0573333333,24.9342666667,9.95980000001,9.83833333333,14.6115925926,23.453,11.0197
562.96,12.4816666667,35.0139333333,25.0288,24.9495333333,9.93093333334,9.81893333333,14.5933481481,23.3920666667,11.0117333333
563.30,12.4901333333,35.0134666666,25.0441333333,24.9825333333,9.93886666666,9.83986666667,14.594362963,23.3951333333,11.0124333333
563.64,12.5196,35.1039,25.1184,25.0628,9.95833333333,9.85639999999,14.6390444444,23.4534666667,11.0578
563.99,12.5119333333,35.118,25.1151333333,25.0803333333,9.96593333332,9.87486666666,14.6381333333,23.4538,11.0504
564.33,12.5498,35.1577333333,25.1889333333,25.1536666666,9.98393333334,9.89373333333,14.6714074074,23.5102666667,11.0972666667
564.67,12.5676,35.1447333333,25.2262,25.1851333333,10.0276,9.93479999999,14.6764444444,23.5344,11.1466666667
565.01,12.5968666667,35.1972666666,25.265,25.2474,10.0695333333,9.96539999999,14.6899703704,23.5936666667,11.2014666667
565.35,12.5679333333,35.2178333333,25.3046,25.2513333333,10.0613333333,9.95413333334,14.6656148148,23.6171333333,11.2061
565.69,12.5908,35.285,25.361,25.2942,10.0988666666,9.97893333333,14.6627185185,23.6483333333,11.2309333333
566.03,12.6018666667,35.2808666667,25.3618,25.2918666667,10.1124666667,10.0236,14.658962963,23.6422666667,11.2431
566.37,12.5868,35.3058333333,25.3622,25.3029333333,10.1341333333,10.0114666667,14.6402296296,23.6343333333,11.2188
566.71,12.6132,35.3552333333,25.4166,25.3638,10.1826,10.0352,14.6750444444,23.6874666667,11.2589
567.05,12.6507333333,35.44,25.4913333333,25.4139333333,10.2317333333,10.0657333333,14.7219185185,23.7592,11.3047666667
567.39,12.6297333333,35.4322,25.4867333333,25.3825333333,10.2166666667,10.0478666667,14.6976074074,23.7340666667,11.2769333333
567.73,12.6093333333,35.4352333333,25.487,25.3957333333,10.2174,10.0348666667,14.6771111111,23.7488666667,11.291
568.07,12.6204,35.5073666667,25.5096666667,25.4266,10.2528,10.0557333333,14.7045259259,23.7887333333,11.2956
568.41,12.6179333333,35.5409333333,25.5297333333,25.4637333333,10.2445333333,10.0447333333,14.6965851852,23.778,11.2921666667
568.75,12.6546666667,35.5954666667,25.5961333334,25.5182,10.2755333333,10.0826666667,14.7506148148,23.8064,11.3275
569.09,12.7271333333,35.6634666667,25.6693333333,25.5814666667,10.3464,10.1336,14.8091259259,23.8532,11.3859
569.43,12.6886,35.6180333333,25.6458,25.5548,10.3135333333,10.1110666667,14.7828222222,23.816,11.3482666667
569.77,12.6872,35.6955333333,25.667,25.5786,10.3055333334,10.0754,14.7601481481,23.8424,11.3451333333
570.11,12.7276666667,35.7465333333,25.7258666667,25.6121333333,10.3206666667,10.0974666667,14.7802962963,23.8592666667,11.377
570.45,12.726,35.7955333333,25.7701333333,25.6112,10.3250666666,10.1087333333,14.7594962963,23.8803333333,11.3614666667
570.79,12.6882,35.7911666667,25.7559333333,25.5998666667,10.2916,10.0840666667,14.6889555556,23.8581333333,11.3125333333
571.13,12.7166666667,35.8403,25.8138,25.6686,10.3408666667,10.1312,14.7086148148,23.9169333333,11.3348333333
571.47,12.7704,35.9268666667,25.8456,25.7123333333,10.3730666667,10.1483333333,14.7368740741,23.9495333333,11.3409
571.81,12.7311333333,35.8870666667,25.809,25.6649333333,10.3301333333,10.1056666667,14.6892444445,23.8844,11.2976333333
572.15,12.7428666667,35.9200666667,25.8181333333,25.6942,10.3356666667,10.1174666667,14.7069037037,23.9134,11.3099333333
572.49,12.7529333333,35.9619333333,25.8502666667,25.7172666667,10.352,10.1311333333,14.7142740741,23.9331333333,11.3227
572.83,12.7960666667,35.9984666667,25.8951333333,25.7804,10.3754,10.1908666667,14.7546814815,23.9683333333,11.342
573.17,12.8143333333,36.0381,25.9012,25.8005333333,10.3890666667,10.1991333333,14.7848444444,24.0062,11.3613333333
573.51,12.7952,36.0303666667,25.8949333334,25.7915333333,10.3747333333,10.1859333333,14.792562963,23.9939333333,11.3436666667
573.85,12.8020666667,36.0727,25.93,25.8326666667,10.4101333333,10.2212666667,14.8181111111,24.0231333333,11.3425333333
574.19,12.7562,36.0195333333,25.8741333333,25.8138,10.3658666667,10.1802666667,14.8167407407,23.9833333333,11.3154
574.53,12.7715333333,36.0004333333,25.8818666667,25.8134666667,10.3758666667,10.1952,14.8696518518,23.9567333333,11.3353
574.87,12.7918666667,36.0062,25.8964666666,25.8423333333,10.3939333333,10.1879333333,14.8898888889,23.946,11.3549333333
575.21,12.7644666667,35.9492,25.9057333333,25.8092666667,10.3809333333,10.1610666667,14.8905481481,23.898,11.3462666667
575.55,12.8184666667,35.9883333333,25.9553333333,25.8492666667,10.4298,10.2200666667,14.9336074074,23.9484666667,11.4076666667
575.89,12.8729333333,36.0648,26.0457333333,25.8877333333,10.4731333333,10.2797333333,14.9896888889,24.0208666667,11.4551
576.22,12.8968,36.0977666667,26.0664,25.8990666667,10.4769333333,10.2899333333,15.0200666667,24.0346,11.4575
576.56,12.8767333333,36.1011,26.0676,25.874,10.4367333333,10.2557333333,15.0034962963,24.0651333333,11.4448
576.90,12.9359333333,36.162,26.1555333333,25.9586,10.4838666667,10.3008666667,15.0606592593,24.1032,11.4731666667
577.24,12.9976,36.2258666667,26.2295333333,26.0234666666,10.5451333333,10.3590666667,15.1246592593,24.1616,11.5190333333
577.58,13.0602,36.2808666667,26.2899333333,26.0872666667,10.5500666666,10.3727333333,15.1972222222,24.2074666667,11.5648333333
577.92,13.1798666667,36.4029333333,26.4221333333,26.1898666667,10.627,10.4666666666,15.2984666667,24.297,11.6411
578.26,13.2102666667,36.4753333333,26.4516666667,26.2573333333,10.6318666667,10.4873333333,15.3474296296,24.3460666667,11.6603666667
578.60,13.2189333333,36.4906,26.463,26.2372666667,10.5998666667,10.4858666667,15.3581925926,24.3503333333,11.651
578.94,13.2482,36.5867666667,26.5275333333,26.2983333333,10.5948,10.5381333333,15.418437037,24.4143333333,11.6827666667
579.28,13.331,36.6879,26.6284666667,26.3875333333,10.6514666667,10.5913333333,15.5350740741,24.4766666667,11.7284333333
579.61,13.316,36.6833,26.5992,26.3657333333,10.6318,10.527,15.5368814815,24.4243333333,11.674
579.95,13.3419333333,36.6777333333,26.6060666667,26.3883333333,10.6544,10.5134,15.5644888889,24.4418666667,11.6829333333
580.29,13.3627333333,36.6961333333,26.6202,26.4196,10.696,10.5400666667,15.6147407407,24.3973333334,11.6969666667
580.63,13.2528,36.6753333333,26.5822666667,26.3478666667,10.6144666667,10.4645333333,15.5659481482,24.3380666667,11.6164666667
580.97,13.262,36.6397,26.5691333333,26.3237333333,10.5803333333,10.4284,15.5538148148,24.2786666667,11.5964333333
581.31,13.2504666667,36.6256,26.5284666667,26.2906,10.5833333333,10.4187333334,15.5466592593,24.2386,11.5981
581.65,13.2577333333,36.6517333333,26.5210666667,26.2790666667,10.5966,10.3751333333,15.5520518519,24.2349333333,11.5853666667
581.98,13.3212,36.7042,26.5791333333,26.3457333333,10.6552666666,10.4052666667,15.609962963,24.2608666667,11.6291
582.32,13.4098,36.7394333333,26.6218666667,26.3948666667,10.7145333333,10.4398,15.6824074074,24.3033333333,11.6747666667
582.66,13.4663333333,36.6985,26.6342666667,26.4090666666,10.7543333333,10.4449333333,15.7126444444,24.2902666667,11.7001666667
583.00,13.4184,36.6511,26.5985333333,26.3856666667,10.733,10.3888,15.6755333333,24.2333333333,11.6759333333
583.34,13.4076666667,36.6240333333,26.6106666667,26.4052,10.7219333333,10.3948,15.6826740741,24.2177333333,11.6822333333
583.68,13.4089333333,36.6496333333,26.6428666667,26.4360666667,10.7295333333,10.4048,15.6932,24.2159333334,11.6944666667
584.01,13.4276,36.6717,26.6624666667,26.4461333333,10.7664,10.4049333333,15.7106222222,24.2406,11.7216
584.35,13.5816666667,36.7390333333,26.7328666667,26.5483333334,10.8796666667,10.5024666667,15.8236222222,24.334,11.8609666667
584.69,13.6254666667,36.8657666667,26.8438666667,26.6647333334,10.9312,10.5402666667,15.8862666667,24.4358666667,11.9229333333
585.03,13.5438666667,36.8105666667,26.8041333333,26.6176,10.8481333333,10.4670666667,15.8186444445,24.402,11.8379666667
585.37,13.5696,36.8222666667,26.8670666667,26.6802,10.8750666667,10.542,15.8593037037,24.4586666667,11.8988
585.70,13.5482,36.8256,26.8595333333,26.6542,10.8866666667,10.5430666667,15.8486148148,24.5002666667,11.9315333333
586.04,13.5132666667,36.8817666667,26.9006666667,26.6605333333,10.8852666667,10.5425333333,15.8325185185,24.5038666667,11.9514666667
586.38,13.4728666667,36.9260666666,26.9146,26.6689333333,10.8657333333,10.5486,15.8139333334,24.5564666667,11.9392
586.72,13.5438,36.9952666667,27.0001333333,26.7546666667,10.8815333333,10.6154,15.8483333333,24.6693333333,11.9755333333
587.06,13.5336666667,37.0482333333,27.0150666667,26.783,10.8955333333,10.632,15.8268222222,24.7008,11.9683666667
587.39,13.5876666667,37.0967666667,27.0714,26.8517333334,10.9510666667,10.7042666667,15.8581481481,24.7844666667,12.0238
587.73,13.6462666667,37.1861666667,27.1845333333,26.9739333333,11.0229333333,10.7848666667,15.9190666667,24.8888666667,12.0872
588.07,13.6042666667,37.2073333333,27.2034666667,26.9845333333,10.9764,10.7729333333,15.8485925926,24.8840666666,12.0469
588.41,13.58,37.1692666667,27.2242,26.9721333333,10.9736,10.7728666667,15.8150148148,24.872,12.0142
588.74,13.602,37.1919666667,27.2854666667,27.0218,11.0223333333,10.8205333333,15.8451111111,24.9134,12.0579666667
589.08,13.5885333333,37.2135666667,27.2836666667,27.0314666667,11.0235333333,10.8328666667,15.8079851852,24.891,12.0475333333
589.42,13.5836,37.2132,27.3299333333,27.0292,11.0066,10.8444,15.7685481482,24.871,11.988
589.76,13.5485333333,37.2189,27.3242,27.0596666667,10.9778666667,10.8278,15.7405555556,24.8644666667,11.9619666667
590.09,13.6053333333,37.2909666667,27.366,27.1102666667,11.023,10.8534,15.7518888889,24.8964,11.9694
590.43,13.5905333333,37.3425333333,27.3896,27.1476666667,11.0774,10.8640666667,15.7770444444,24.9085333333,11.9635
590.77,13.6728666667,37.411,27.4959333333,27.2069333333,11.1563333333,10.9087333333,15.8560148148,25.0002,12.0431333333
591.11,13.6828666667,37.4088333333,27.5148,27.1889333333,11.1488666667,10.8896666667,15.8451703704,24.9938666667,12.0220333333
591.44,13.6335333333,37.3223,27.4326666667,27.0870666667,11.0614666667,10.8404,15.7979481482,24.9229333334,11.9722666667
591.78,13.6796666667,37.3414,27.4811333334,27.1118,11.0808,10.8548666666,15.8573111111,24.9586,11.9896666667
592.12,13.6734,37.3151666667,27.3958666666,27.0949333333,11.0578,10.8495333333,15.8364370371,24.9089333333,11.9809333333
592.46,13.7044666667,37.3773666667,27.4550666667,27.124,11.0695333333,10.8627333333,15.835637037,24.9114,11.9848666667
592.79,13.6946666667,37.4115333333,27.4886,27.1438,11.0491333333,10.8101333333,15.8598148148,24.9431333333,11.9650333333
593.13,13.6830666667,37.4058,27.474,27.1718666667,11.0473333333,10.7773333333,15.8536444444,24.9076666667,11.9958333333
593.47,13.7014,37.4247666667,27.5001333334,27.1886,11.0542,10.8138,15.8508074074,24.9108,12.0088
593.80,13.7028,37.4256666667,27.5507333333,27.224,11.0849333333,10.8466666667,15.8593925926,24.9291333333,12.0415
594.14,13.6543333334,37.3772,27.5170666667,27.1724666667,11.0255333333,10.8096666667,15.7705407407,24.8849333333,12.0116
594.48,13.6640666667,37.3910333333,27.5246,27.1986,11.0341333333,10.8482666667,15.7235259259,24.8639333333,11.987
594.81,13.632,37.4348666667,27.5494,27.2205333333,11.0199333333,10.8618666667,15.698237037,24.8571333333,12.0021
595.15,13.6617333333,37.5782,27.6405333333,27.318,11.0884,10.9053333333,15.7032814815,24.9179333334,12.0593333333
595.49,13.6259333333,37.5754333333,27.6261333333,27.2999333333,11.0998,10.9266666667,15.6411111111,24.91,12.0667666667
595.82,13.5986,37.6394333333,27.6824666667,27.3211333333,11.0688666667,10.9094,15.6145703704,24.9473333333,12.0648333333
596.16,13.6321333333,37.6941666667,27.6764,27.3484,11.0976,10.953,15.6416,24.9968,12.1284666667
596.50,13.6358666666,37.6455333333,27.6482,27.3332,11.0984,10.9901333333,15.6070444444,24.9732,12.1507
596.83,13.6876666667,37.6583333333,27.6827333333,27.3586,11.145,11.0433333333,15.6377555556,25.0402666667,12.1895666667
597.17,13.6734666667,37.6998,27.6773333333,27.3574666667,11.1372,11.0482,15.6307407408,25.0497333333,12.164
597.51,13.7001333333,37.7288333333,27.6766666667,27.3668,11.1224,11.0456,15.6532666667,25.0550666666,12.1929333333
597.84,13.7176666667,37.7876666667,27.7111333333,27.4114,11.1248,11.0666,15.6771925926,25.0968,12.2223333333
598.18,13.7146,37.8225333333,27.7277333333,27.4414,11.1127333333,11.0605333333,15.7254962963,25.1062,12.2628333333
598.52,13.7398,37.8663666667,27.7524666667,27.4607333333,11.1283333333,11.0616666667,15.7763925926,25.1292666667,12.2842
598.85,13.7588,37.8420333333,27.7356,27.4512,11.0870666666,11.0287333333,15.8092518519,25.0988,12.2638333333
599.19,13.8262666667,37.9370333333,27.7946,27.4900666667,11.1129333333,11.0430666667,15.9003925926,25.1258,12.3107666667
599.53,13.8748666667,37.8581,27.7752666667,27.4872666667,11.1418666667,11.0884666667,15.9538740741,25.1225333333,12.3377666667
599.86,13.8842,37.8581333333,27.8242666667,27.5084666667,11.1517333333,11.0939333333,15.9914814815,25.1309333333,12.3433666667
600.20,13.9471333333,37.9323333333,27.8947333333,27.5607333333,11.1761333333,11.1009333333,16.0526370371,25.1568666667,12.3811666667
600.53,13.9552666667,37.9711666667,27.9466666667,27.5854666667,11.1606,11.0896,16.0717851852,25.1634,12.3877666667
600.87,14.0314,37.9351666666,27.9886,27.6054666667,11.2000666667,11.1238666667,16.1079777778,25.2084,12.4207333333
601.21,14.0374666667,37.9422666667,27.9844666667,27.6183333333,11.2228666667,11.1426666667,16.1168296296,25.1772666667,12.4130333333
601.54,14.0543333333,37.8849333333,27.9680666667,27.5682,11.2410666667,11.1398,16.1207037037,25.1446,12.3914666667
601.88,14.0363333333,37.8544333333,27.9425333333,27.5324666667,11.2164666667,11.1372666666,16.0528814815,25.1438666667,12.3784666667
602.21,14.0408666667,37.8454,27.9354,27.5298,11.1972666667,11.1546,16.0347925926,25.1342666667,12.3635666667
602.55,14.0236666667,37.8214,27.9653333333,27.5194,11.2188666667,11.1814,15.9968888889,25.1416,12.3764
602.88,13.9583333333,37.7238666667,27.9224,27.5132666667,11.2126,11.1638666667,15.932837037,25.1226,12.3380666667
603.22,13.9602,37.8296666667,27.9790666667,27.5643333333,11.2546,11.1832,15.9135407407,25.1752666667,12.3847
603.56,13.9920666667,37.8282333333,27.9938666667,27.5764666667,11.2667333333,11.2182,15.9130592593,25.1899333333,12.4042
603.89,13.9517333333,37.8499333333,28.0166666667,27.6076666667,11.2696666667,11.2405333333,15.9004444445,25.2149333333,12.413
604.23,13.9649333333,37.8814333333,28.0205333333,27.6382,11.2852666667,11.2485333333,15.9093851852,25.2502,12.4329666667
604.56,13.9695333333,37.9064333333,28.0606666667,27.6852,11.3075333333,11.2625333333,15.920837037,25.28,12.4543666667
604.90,13.9304666667,37.869,28.0419333333,27.6699333333,11.2837333333,11.2386,15.8740814815,25.287,12.4253
605.23,13.9501333333,37.9068666667,28.0798,27.7208,11.3048,11.2757333333,15.8910592593,25.3454,12.4751333333
605.57,14.0210666667,37.9776333333,28.1582,27.7770666667,11.3585333333,11.3351333333,15.9772962963,25.4133333333,12.5518333333
605.90,14.0312,37.9909666667,28.1909333333,27.8216666667,11.3929333333,11.3624666667,16.0123259259,25.4664,12.595
606.24,14.0937333333,38.1113333333,28.275,27.9077333333,11.4308,11.4259333333,16.0981851852,25.5862666667,12.6510666667
606.58,14.1262,38.1683,28.3154,27.9214666667,11.4247333333,11.4626,16.1458222222,25.6320666667,12.6712666667
606.91,14.2431333333,38.2435,28.4396666667,28.0439333333,11.5076666667,11.5741333333,16.2853259259,25.7489333333,12.756
607.25,14.2122666667,38.28,28.4604666667,28.0837333333,11.5099333333,11.5442,16.3065703704,25.7575333333,12.7486333333
607.58,14.2943333333,38.3017333333,28.5036666666,28.098,11.5453333333,11.5662,16.3472296296,25.7964,12.7729
607.92,14.3142666667,38.2992,28.5346666667,28.0880666667,11.5327333333,11.618,16.3706962963,25.7863333333,12.7909
608.25,14.3155333333,38.3189333333,28.5552,28.1014666667,11.5143333333,11.6250666667,16.4183777778,25.7835333333,12.8190333333
608.59,14.3888,38.3517,28.6094,28.1605333333,11.5182666667,11.6738,16.5080074074,25.8171333333,12.8813
608.92,14.4718,38.3992,28.6573333333,28.2046666667,11.543,11.7211333333,16.6304148148,25.8481333333,12.9177666667
609.26,14.4393333333,38.3210333333,28.6157333333,28.1558,11.5014666667,11.6741333333,16.6344518518,25.7638666667,12.8267666667
609.59,14.4792,38.3082333333,28.6314666667,28.1434666667,11.5052,11.6796,16.6891777778,25.7381333333,12.8204333333
609.93,14.5296,38.2283,28.5685333333,28.1216666667,11.4871333333,11.6954666667,16.732362963,25.6627333333,12.8296
610.26,14.5594666667,38.1961,28.5615333333,28.1269333333,11.4832666667,11.6568,16.764562963,25.6192666667,12.8122333333
610.60,14.5434,38.15,28.5181333333,28.0615333334,11.4307333333,11.6045333333,16.7790814815,25.5281333333,12.7707666667
610.93,14.6106666667,38.1103666667,28.5172,28.0369333333,11.4568666667,11.6753333333,16.8633333333,25.5444,12.8061666667
611.27,14.6598,38.1428666667,28.5472666667,28.0793333333,11.4977333333,11.7093333333,16.9778962963,25.5764666667,12.8546333333
611.60,14.6702666667,38.1801666667,28.5079333333,28.0914,11.4647333333,11.6616,16.9945555556,25.5414,12.8339333333
611.93,14.7041333333,38.1641,28.5038,28.0641333333,11.4718666667,11.6446,17.0115259259,25.5198666667,12.8372333333
612.27,14.7498666667,38.1833,28.5285333333,28.0477333333,11.4970666667,11.6574,17.0645555555,25.5200666667,12.8241666667
612.60,14.7171333333,38.1845666667,28.5142,28.0306,11.5078666667,11.6412,17.0437555555,25.499,12.8057333333
612.94,14.754,38.2108,28.5079333333,28.0534666667,11.5226,11.6679333333,17.064437037,25.5370666667,12.8960333333
613.27,14.7788,38.212,28.5318666666,28.106,11.542,11.6955333333,17.0747407407,25.5807333333,12.9116333333
613.61,14.6763333333,38.2477,28.5530666667,28.1060666666,11.5415333333,11.6284,17.0092814815,25.6038666667,12.8439333333
613.94,14.6962666667,38.3316,28.5804,28.1551333333,11.5484,11.6714,17.0090148148,25.6452,12.9011333333
614.28,14.6678666667,38.3602666667,28.5861333333,28.1830666667,11.5108,11.661,16.9943407407,25.6618,12.9055333333
614.61,14.7175333333,38.4412,28.6515333333,28.2842,11.5440666667,11.698,17.0055851852,25.7342,12.9606
614.94,14.7818666667,38.4993666667,28.6968,28.3249333333,11.597,11.7810666667,17.0324592593,25.7649333333,13.0088333333
615.28,14.8260666667,38.5418666667,28.7875333333,28.3572666667,11.665,11.843,17.0902962963,25.8391333333,13.0499
615.61,14.8951333334,38.635,28.8557333333,28.4854,11.7139333333,11.9367333333,17.1758518518,25.9163333333,13.0883666667
615.95,14.8671333333,38.7089,28.9290666667,28.5636666667,11.746,11.9749333333,17.1686592593,25.985,13.1306666667
616.28,14.8546,38.6798666667,28.8786,28.5540666666,11.7099333333,11.9689333334,17.1335777778,25.9518,13.1404333333
