wavelength,Back_SicOlif,Belly_SicOlif,Breast_SicOlif,Crissum_SicOlif,Crown_SicOlif,DorTail_SicOlif,Rump_SicOlif,Throat_SicOlif,WingTip_SicOlif
238.17,-29.5395333333,-26.4087666667,-41.4365333333,-24.5304,-23.7937333333,-31.013,-28.0663037037,-30.3132666667,-25.6720333333
238.54,-35.0741333333,-33.1852,-46.5926,-28.8149333333,-29.1851333333,-37.5926,-33.6501481481,-35.2222,-29.2222666667
238.92,-29.008,-28.4064666667,-39.7397333333,-22.0812666667,-23.5772,-30.3740666667,-28.0722962963,-28.0650666667,-23.7724333333
239.29,-28.7766,-29.4497,-40.5810666667,-23.1194,-24.5871333333,-31.8043333333,-29.7621037037,-28.9908666667,-23.9295666667
239.67,-21.4304,-21.5325,-31.3664666667,-17.1902666667,-18.2376,-23.0396,-23.4625407408,-22.4267333333,-17.7522333333
240.04,-14.1886666667,-14.4848333333,-22.829,-11.4472666667,-12.6094666667,-15.1974,-16.4157111111,-15.1536,-11.2171
240.42,-9.95473333333,-10.6141666667,-16.7839333333,-8.70813333334,-9.95473333333,-9.5392,-10.5509333333,-9.97280000001,-7.10019999999
240.79,-7.08719999999,-7.45323333333,-12.3522,-5.98126666667,-7.95946666668,-5.76326666666,-7.5475111111,-7.07159999999,-4.22120000001
241.17,-6.88880000001,-7.03473333333,-10.1945333334,-5.54173333334,-7.80553333333,-4.6944,-6.67908148148,-7.11113333333,-3.93050000001
241.54,-6.93286666666,-8.09883333334,-10.3676,-6.75533333333,-9.07479999999,-6.10906666666,-7.90039259259,-8.09879999999,-3.97966666667
241.92,-5.347,-6.87333333333,-8.86973333334,-5.53073333333,-8.33033333333,-4.2914,-6.88462222222,-7.25193333333,-2.1227
242.29,-4.2806,-6.00203333333,-7.98533333333,-4.82473333333,-8.09006666667,-3.35946666667,-6.47366666667,-5.94446666667,-1.35016666667
242.67,-1.22593333333,-2.74423333333,-4.93293333333,-2.069,-5.2874,-0.383133333334,-3.38970370371,-2.7586,1.43676666667
243.05,-0.881466666667,-2.69116666667,-4.7164,-2.60666666667,-5.4384,-0.318866666668,-3.37656296296,-2.70033333333,1.44863333333
243.42,-0.335133333333,-1.6485,-3.4784,-1.92933333333,-4.8732,1.37666666667,-2.3379925926,-1.65766666667,2.1468
243.80,-1.20393333333,-2.57636666667,-4.17693333333,-2.6176,-6.05566666667,0.747733333332,-3.33496296296,-2.76346666667,1.6187
244.17,-2.6488,-3.53333333333,-5.27113333333,-3.7956,-7.05780000001,-0.373199999998,-4.49788148148,-3.5912,0.288899999999
244.55,-2.26,-3.1762,-4.904,-3.2286,-6.81506666667,-0.567200000001,-4.5752962963,-3.28973333333,0.108933333333
244.92,-3.13266666667,-3.8262,-5.9148,-3.88466666667,-7.60220000001,-1.75446666667,-5.62247407407,-3.85973333333,-0.739466666668
245.30,-1.756,-2.63406666667,-4.70873333333,-2.70386666667,-5.95173333333,-0.675933333333,-4.18982962963,-2.9682,0.369133333333
245.67,-0.477133333333,-1.0581,-3.07746666667,-1.17566666667,-3.92126666667,0.809200000002,-2.18691851852,-1.39713333333,1.5907
246.05,0.432133333333,0.311933333335,-1.7778,0.0494,-2.46293333333,2.05553333333,-0.888281481481,-0.370466666665,2.43516666667
246.42,0.6322,0.562966666666,-1.24246666667,0.349399999999,-1.73053333333,2.65106666667,-0.322362962963,-0.0885999999992,2.77583333333
246.79,0.676866666667,0.820599999999,-1.19193333333,0.626266666665,-1.62633333333,2.85853333333,-0.172222222222,0.0,2.95206666667
247.17,1.26653333333,1.77686666667,-0.264466666667,1.70726666667,-0.732999999999,3.77173333333,0.847451851853,0.802533333332,3.8693
247.54,2.11013333333,2.60796666667,0.506800000001,2.5776,-0.026266666668,4.5434,1.54306666667,1.69073333333,4.73786666667
247.92,1.91973333333,2.2189,0.100333333333,2.22086666667,-0.142200000001,4.16966666667,1.52142222222,1.60586666667,4.51066666667
248.29,1.87666666667,1.9238,0.0857333333328,2.2044,-0.0738666666668,4.08926666667,1.53854074074,1.45053333333,4.6096
248.67,1.65553333333,1.59203333333,-0.0162666666668,1.86393333333,-0.233066666666,4.0056,1.22983703704,0.997333333333,4.59636666667
249.04,1.75566666667,1.39743333333,-0.062866666668,1.8606,-0.255666666668,4.06873333333,1.30548148148,0.817133333333,4.87746666667
249.42,1.73306666667,1.54363333333,0.013066666666,1.95513333333,-0.418,4.13673333334,1.42095555556,1.02333333333,5.24936666667
249.79,1.2792,1.27916666667,-0.238199999999,1.59673333333,-1.1064,3.8842,0.902111111111,0.448266666667,4.8039
250.17,0.342133333334,0.319566666667,-1.02633333333,0.659133333333,-1.9774,2.97353333333,-0.0368222222226,-0.623866666668,3.79633333333
250.54,0.442200000001,0.412566666666,-1.12193333333,0.641866666665,-1.80146666667,2.74546666667,-0.114451851852,-0.663266666666,3.52213333333
250.92,-0.168733333335,-0.4684,-1.82093333333,-0.040666666666,-2.08846666667,2.00686666667,-0.953985185184,-1.31466666667,2.68463333333
251.29,-0.952533333332,-1.5936,-2.71393333333,-1.1514,-2.9008,0.9026,-2.2555037037,-2.30946666667,1.60906666667
251.66,-1.50586666667,-2.3262,-2.99233333333,-1.7374,-3.3334,0.0772666666674,-2.51177777778,-3.07593333333,0.9556
252.04,-0.646399999998,-1.18846666667,-1.65193333333,-0.711733333335,-2.34406666667,0.901066666668,-1.64325925926,-1.998,1.69123333333
252.41,-1.11553333333,-1.4355,-2.264,-1.25406666667,-2.8316,0.0791999999994,-2.34112592593,-2.32333333333,1.10233333333
252.79,-1.67166666667,-1.76896666667,-2.92713333333,-1.3628,-3.18226666667,-0.1208,-2.4788962963,-2.22206666667,0.654533333334
253.16,-2.7972,-2.41923333333,-3.7938,-2.17873333333,-4.28866666667,-0.879733333333,-3.10113333333,-2.5774,-0.515500000001
253.54,-3.61966666667,-3.1921,-5.2456,-3.68333333333,-5.45066666667,-1.81686666667,-4.17108148148,-3.4358,-1.45276666667
253.91,-3.37606666666,-3.24456666667,-5.38733333334,-3.6248,-5.25226666667,-1.76253333334,-4.12300740741,-3.17713333333,-1.24016666667
254.28,-3.76373333333,-3.47196666667,-5.83513333333,-3.87306666667,-5.87893333333,-2.1736,-4.38280740741,-3.29686666667,-1.30936666667
254.66,-5.16393333333,-4.95816666667,-7.1778,-5.13346666667,-7.45226666667,-3.0282,-5.7536962963,-4.67566666667,-2.35316666667
255.03,-4.18326666666,-3.9405,-6.0008,-4.25386666667,-6.5804,-1.9426,-4.44457037037,-3.80726666667,-1.28086666667
255.41,-4.67,-4.01393333333,-6.42519999999,-4.63766666667,-7.14166666667,-2.23013333333,-4.53937037037,-3.92126666667,-1.56593333333
255.78,-6.2474,-4.7044,-7.51359999999,-5.95386666667,-8.21786666666,-3.34593333333,-6.00875555556,-4.93913333333,-2.66666666667
256.15,-6.40026666667,-4.99586666667,-8.17020000001,-6.49493333333,-8.83153333332,-3.5136,-6.30865925926,-5.189,-3.17003333333
256.53,-5.7166,-4.0162,-7.3706,-5.51306666667,-7.79466666667,-2.78206666667,-5.49145185185,-4.5716,-2.481
256.90,-5.67066666667,-4.17653333333,-7.63053333333,-5.48593333334,-8.14446666667,-3.33333333333,-5.95633333333,-5.10046666667,-2.62246666667
257.28,-3.675,-2.58543333333,-5.33606666667,-3.43033333333,-5.7388,-1.41673333333,-3.93937777778,-3.1714,-0.445866666666
257.65,-3.30146666667,-2.3309,-4.38333333333,-2.23286666667,-4.7058,-0.657733333332,-3.09994814815,-2.5048,0.050733333334
258.02,-2.56786666667,-1.61036666667,-3.36906666667,-1.251,-3.9506,0.290866666667,-2.1922962963,-1.7942,1.07846666667
258.40,-1.19353333333,-0.422033333333,-2.11653333334,-0.0979333333332,-2.58273333333,1.46393333333,-1.13545185185,-0.517466666666,2.1188
258.77,0.295666666668,0.897266666666,-0.667466666667,1.20306666667,-1.22706666667,2.7578,0.0856370370366,0.771400000001,3.40333333333
259.15,0.0600000000013,0.513266666667,-0.913599999999,0.814933333334,-1.54493333333,2.5468,-0.368355555556,0.338533333333,3.07066666667
259.52,0.2596,0.5814,-0.733599999999,1.00913333333,-1.26213333333,2.74226666667,-0.147659259259,0.329800000001,3.09796666667
259.89,0.475733333333,0.3998,-0.758266666667,0.972266666668,-1.12413333333,2.86053333333,0.00315555555466,0.338799999999,3.01673333333
260.27,0.418066666668,0.423766666667,-0.796399999999,1.01246666667,-1.0552,2.86126666667,-0.0129629629619,0.250333333333,3.02483333333
